"","GCAM_region_ID","Non.CO2","EDGAR_agg_sector","year","value"
"93",1,"CO","chemicals",1987,19.6
"94",1,"CO","chemicals",1988,21.2
"95",1,"CO","chemicals",1989,21.5
"96",1,"CO","chemicals",1990,21.6
"97",1,"CO","chemicals",1991,22.2
"98",1,"CO","chemicals",1992,27
"99",1,"CO","chemicals",1993,27
"100",1,"CO","chemicals",1994,26.9
"101",1,"CO","chemicals",1995,27.3
"102",1,"CO","chemicals",1996,27.3
"103",1,"CO","chemicals",1997,27.5
"104",1,"CO","chemicals",1998,27.6
"105",1,"CO","chemicals",1999,27.7
"106",1,"CO","chemicals",2000,27.6
"107",1,"CO","chemicals",2001,27.2
"108",1,"CO","chemicals",2002,27.3
"109",1,"CO","chemicals",2003,27.2
"110",1,"CO","chemicals",2004,27.4
"111",1,"CO","chemicals",2005,27.2
"112",1,"CO","chemicals",2006,26.8
"113",1,"CO","chemicals",2007,26.9
"114",1,"CO","chemicals",2008,26.4
"115",1,"CO","coal",1971,246
"116",1,"CO","coal",1972,242
"117",1,"CO","coal",1973,237
"118",1,"CO","coal",1974,233
"119",1,"CO","coal",1975,229
"120",1,"CO","coal",1976,224
"121",1,"CO","coal",1977,220
"122",1,"CO","coal",1978,215
"123",1,"CO","coal",1979,211
"124",1,"CO","coal",1980,207
"125",1,"CO","coal",1981,202
"126",1,"CO","coal",1982,198
"127",1,"CO","coal",1983,193
"128",1,"CO","coal",1984,189
"129",1,"CO","coal",1985,184
"130",1,"CO","coal",1986,180
"131",1,"CO","coal",1987,176
"132",1,"CO","coal",1988,171
"133",1,"CO","coal",1989,167
"134",1,"CO","coal",1990,162
"135",1,"CO","coal",1991,162
"136",1,"CO","coal",1992,162
"137",1,"CO","coal",1993,238
"138",1,"CO","coal",1994,247
"139",1,"CO","coal",1995,242
"140",1,"CO","coal",1996,256
"141",1,"CO","coal",1997,260
"142",1,"CO","coal",1998,264
"143",1,"CO","coal",1999,283
"144",1,"CO","coal",2000,300
"145",1,"CO","coal",2001,295
"146",1,"CO","coal",2002,311
"147",1,"CO","coal",2003,319
"148",1,"CO","coal",2004,302
"149",1,"CO","coal",2005,305
"150",1,"CO","coal",2006,293
"151",1,"CO","coal",2007,293
"152",1,"CO","coal",2008,298
"153",1,"CO","elec_heat",1971,357
"154",1,"CO","elec_heat",1972,387
"155",1,"CO","elec_heat",1973,384
"156",1,"CO","elec_heat",1974,365
"157",1,"CO","elec_heat",1975,349
"158",1,"CO","elec_heat",1976,367
"159",1,"CO","elec_heat",1977,396
"160",1,"CO","elec_heat",1978,398
"161",1,"CO","elec_heat",1979,395
"162",1,"CO","elec_heat",1980,393
"163",1,"CO","elec_heat",1981,385
"164",1,"CO","elec_heat",1982,343
"165",1,"CO","elec_heat",1983,338
"166",1,"CO","elec_heat",1984,347
"167",1,"CO","elec_heat",1985,348
"168",1,"CO","elec_heat",1986,345
"169",1,"CO","elec_heat",1987,345
"170",1,"CO","elec_heat",1988,371
"171",1,"CO","elec_heat",1989,778
"172",1,"CO","elec_heat",1990,969
"173",1,"CO","elec_heat",1991,993
"174",1,"CO","elec_heat",1992,1040
"175",1,"CO","elec_heat",1993,1050
"176",1,"CO","elec_heat",1994,1090
"177",1,"CO","elec_heat",1995,1070
"178",1,"CO","elec_heat",1996,1110
"179",1,"CO","elec_heat",1997,1210
"180",1,"CO","elec_heat",1998,1250
"181",1,"CO","elec_heat",1999,992
"182",1,"CO","elec_heat",2000,935
"183",1,"CO","elec_heat",2001,923
"184",1,"CO","elec_heat",2002,907
"185",1,"CO","elec_heat",2003,877
"186",1,"CO","elec_heat",2004,900
"187",1,"CO","elec_heat",2005,899
"188",1,"CO","elec_heat",2006,818
"189",1,"CO","elec_heat",2007,851
"190",1,"CO","elec_heat",2008,800
"191",1,"CO","forest",1971,1311.6
"192",1,"CO","forest",1972,871.6
"193",1,"CO","forest",1973,436.6
"194",1,"CO","forest",1974,872.14
"195",1,"CO","forest",1975,437.14
"196",1,"CO","forest",1976,1311.6
"197",1,"CO","forest",1977,1742.14
"198",1,"CO","forest",1978,872.14
"199",1,"CO","forest",1979,873.74
"200",1,"CO","forest",1980,872.67
"201",1,"CO","forest",1981,1311.6
"202",1,"CO","forest",1982,439.27
"203",1,"CO","forest",1983,1312.14
"204",1,"CO","forest",1984,437.67
"205",1,"CO","forest",1985,1312.67
"206",1,"CO","forest",1986,873.2
"207",1,"CO","forest",1987,438.74
"208",1,"CO","forest",1988,3053.74
"209",1,"CO","forest",1989,437.67
"210",1,"CO","forest",1990,3482.67
"211",1,"CO","forest",1991,2184.27
"212",1,"CO","forest",1992,437.67
"213",1,"CO","forest",1993,873.74
"214",1,"CO","forest",1994,873.2
"215",1,"CO","forest",1995,438.2
"216",1,"CO","forest",1996,1313.74
"217",1,"CO","forest",1997,2182.14
"218",1,"CO","forest",1998,492
"219",1,"CO","forest",1999,2690
"220",1,"CO","forest",2000,1780
"221",1,"CO","forest",2001,1180
"222",1,"CO","forest",2002,2160
"223",1,"CO","forest",2003,1290
"224",1,"CO","forest",2004,745
"225",1,"CO","forest",2005,1090
"226",1,"CO","forest",2006,245
"227",1,"CO","forest",2007,85.5
"228",1,"CO","forest",2008,179
"229",1,"CO","grassland",1971,568.1
"230",1,"CO","grassland",1972,379.4
"231",1,"CO","grassland",1973,189.71
"232",1,"CO","grassland",1974,379.4
"233",1,"CO","grassland",1975,189.71
"234",1,"CO","grassland",1976,568.1
"235",1,"CO","grassland",1977,757.9
"236",1,"CO","grassland",1978,379.4
"237",1,"CO","grassland",1979,379.4
"238",1,"CO","grassland",1980,379.4
"239",1,"CO","grassland",1981,568.1
"240",1,"CO","grassland",1982,189.71
"241",1,"CO","grassland",1983,568.1
"242",1,"CO","grassland",1984,189.71
"243",1,"CO","grassland",1985,568.1
"244",1,"CO","grassland",1986,379.4
"245",1,"CO","grassland",1987,189.71
"246",1,"CO","grassland",1988,1330
"247",1,"CO","grassland",1989,189.71
"248",1,"CO","grassland",1990,1515.7
"249",1,"CO","grassland",1991,947.6
"250",1,"CO","grassland",1992,189.71
"251",1,"CO","grassland",1993,379.4
"252",1,"CO","grassland",1994,379.4
"253",1,"CO","grassland",1995,189.71
"254",1,"CO","grassland",1996,568.1
"255",1,"CO","grassland",1997,947.6
"256",1,"CO","grassland",1998,2389
"257",1,"CO","grassland",1999,2235.6
"258",1,"CO","grassland",2000,2298
"259",1,"CO","grassland",2001,1099.4
"260",1,"CO","grassland",2002,1048.5
"261",1,"CO","grassland",2003,801.9
"262",1,"CO","grassland",2004,1211.1
"263",1,"CO","grassland",2005,1572.9
"264",1,"CO","grassland",2006,352.1
"265",1,"CO","grassland",2007,122.93
"266",1,"CO","grassland",2008,258.3
"267",1,"CO","industry_energy",1971,1768.64
"268",1,"CO","industry_energy",1972,1799.08
"269",1,"CO","industry_energy",1973,1701.2
"270",1,"CO","industry_energy",1974,1622.8
"271",1,"CO","industry_energy",1975,1383.6
"272",1,"CO","industry_energy",1976,1252.6
"273",1,"CO","industry_energy",1977,1469.8
"274",1,"CO","industry_energy",1978,1489.6
"275",1,"CO","industry_energy",1979,1555.5
"276",1,"CO","industry_energy",1980,1433.8
"277",1,"CO","industry_energy",1981,1423.1
"278",1,"CO","industry_energy",1982,1255.4
"279",1,"CO","industry_energy",1983,1246.9
"280",1,"CO","industry_energy",1984,1350
"281",1,"CO","industry_energy",1985,1323.7
"282",1,"CO","industry_energy",1986,1286
"283",1,"CO","industry_energy",1987,1255.5
"284",1,"CO","industry_energy",1988,1360.2
"285",1,"CO","industry_energy",1989,862.8
"286",1,"CO","industry_energy",1990,1036.2
"287",1,"CO","industry_energy",1991,946.1
"288",1,"CO","industry_energy",1992,927.6
"289",1,"CO","industry_energy",1993,540.4
"290",1,"CO","industry_energy",1994,536.9
"291",1,"CO","industry_energy",1995,489.9
"292",1,"CO","industry_energy",1996,471.6
"293",1,"CO","industry_energy",1997,496.7
"294",1,"CO","industry_energy",1998,492.9
"295",1,"CO","industry_energy",1999,760.8
"296",1,"CO","industry_energy",2000,808.352
"297",1,"CO","industry_energy",2001,686.345
"298",1,"CO","industry_energy",2002,586.639
"299",1,"CO","industry_energy",2003,594.435
"300",1,"CO","industry_energy",2004,605.028
"301",1,"CO","industry_energy",2005,577.722
"302",1,"CO","industry_energy",2006,630.124
"303",1,"CO","industry_energy",2007,609.505
"304",1,"CO","industry_energy",2008,584.336
"305",1,"CO","industry_processes",1971,5423.4
"306",1,"CO","industry_processes",1972,5770.3
"307",1,"CO","industry_processes",1973,6279.1
"308",1,"CO","industry_processes",1974,5907.6
"309",1,"CO","industry_processes",1975,4631.9
"310",1,"CO","industry_processes",1976,4928.8
"311",1,"CO","industry_processes",1977,4649.6
"312",1,"CO","industry_processes",1978,4839.7
"313",1,"CO","industry_processes",1979,4657.4
"314",1,"CO","industry_processes",1980,3784.6
"315",1,"CO","industry_processes",1981,3831.6
"316",1,"CO","industry_processes",1982,2388.8
"317",1,"CO","industry_processes",1983,2548.1
"318",1,"CO","industry_processes",1984,2621.5
"319",1,"CO","industry_processes",1985,2374.5
"320",1,"CO","industry_processes",1986,2069.9
"321",1,"CO","industry_processes",1987,2134.6
"322",1,"CO","industry_processes",1988,2237.6
"323",1,"CO","industry_processes",1989,2073.9
"324",1,"CO","industry_processes",1990,1951
"325",1,"CO","industry_processes",1991,1851
"326",1,"CO","industry_processes",1992,1915
"327",1,"CO","industry_processes",1993,1907
"328",1,"CO","industry_processes",1994,1915
"329",1,"CO","industry_processes",1995,1940
"330",1,"CO","industry_processes",1996,1921
"331",1,"CO","industry_processes",1997,1942
"332",1,"CO","industry_processes",1998,1924
"333",1,"CO","industry_processes",1999,1881
"334",1,"CO","industry_processes",2000,1899
"335",1,"CO","industry_processes",2001,1636
"336",1,"CO","industry_processes",2002,1602
"337",1,"CO","industry_processes",2003,1616
"338",1,"CO","industry_processes",2004,1650
"339",1,"CO","industry_processes",2005,1555
"340",1,"CO","industry_processes",2006,1495
"341",1,"CO","industry_processes",2007,1478
"342",1,"CO","industry_processes",2008,1431
"343",1,"CO","oil_gas",1971,276
"344",1,"CO","oil_gas",1972,272.7
"345",1,"CO","oil_gas",1973,272.5
"346",1,"CO","oil_gas",1974,265.2
"347",1,"CO","oil_gas",1975,262.1
"348",1,"CO","oil_gas",1976,262.5
"349",1,"CO","oil_gas",1977,262.4
"350",1,"CO","oil_gas",1978,263.8
"351",1,"CO","oil_gas",1979,265.1
"352",1,"CO","oil_gas",1980,261.4
"353",1,"CO","oil_gas",1981,258.91
"354",1,"CO","oil_gas",1982,258.5
"355",1,"CO","oil_gas",1983,258.66
"356",1,"CO","oil_gas",1984,259.86
"357",1,"CO","oil_gas",1985,258.68
"358",1,"CO","oil_gas",1986,258.93
"359",1,"CO","oil_gas",1987,261.3
"360",1,"CO","oil_gas",1988,263
"361",1,"CO","oil_gas",1989,262.9
"362",1,"CO","oil_gas",1990,263.7
"363",1,"CO","oil_gas",1991,265.8
"364",1,"CO","oil_gas",1992,265.6
"365",1,"CO","oil_gas",1993,271.1
"366",1,"CO","oil_gas",1994,271.1
"367",1,"CO","oil_gas",1995,270.1
"368",1,"CO","oil_gas",1996,268.7
"369",1,"CO","oil_gas",1997,269.6
"370",1,"CO","oil_gas",1998,268.7
"371",1,"CO","oil_gas",1999,266.3
"372",1,"CO","oil_gas",2000,264.9
"373",1,"CO","oil_gas",2001,264.9
"374",1,"CO","oil_gas",2002,264.6
"375",1,"CO","oil_gas",2003,266.3
"376",1,"CO","oil_gas",2004,262.1
"377",1,"CO","oil_gas",2005,263.6
"378",1,"CO","oil_gas",2006,262.6
"379",1,"CO","oil_gas",2007,262.8
"380",1,"CO","oil_gas",2008,264
"381",1,"CO","trn_domestic air",1971,109
"382",1,"CO","trn_domestic air",1972,113
"383",1,"CO","trn_domestic air",1973,116
"384",1,"CO","trn_domestic air",1974,112
"385",1,"CO","trn_domestic air",1975,117
"386",1,"CO","trn_domestic air",1976,116
"387",1,"CO","trn_domestic air",1977,121
"388",1,"CO","trn_domestic air",1978,125
"389",1,"CO","trn_domestic air",1979,134
"390",1,"CO","trn_domestic air",1980,136
"391",1,"CO","trn_domestic air",1981,129
"392",1,"CO","trn_domestic air",1982,131
"393",1,"CO","trn_domestic air",1983,137
"394",1,"CO","trn_domestic air",1984,157
"395",1,"CO","trn_domestic air",1985,167
"396",1,"CO","trn_domestic air",1986,169
"397",1,"CO","trn_domestic air",1987,172
"398",1,"CO","trn_domestic air",1988,187
"399",1,"CO","trn_domestic air",1989,194
"400",1,"CO","trn_domestic air",1990,201
"401",1,"CO","trn_domestic air",1991,196
"402",1,"CO","trn_domestic air",1992,193
"403",1,"CO","trn_domestic air",1993,197
"404",1,"CO","trn_domestic air",1994,208
"405",1,"CO","trn_domestic air",1995,205
"406",1,"CO","trn_domestic air",1996,215
"407",1,"CO","trn_domestic air",1997,212
"408",1,"CO","trn_domestic air",1998,215
"409",1,"CO","trn_domestic air",1999,219
"410",1,"CO","trn_domestic air",2000,229
"411",1,"CO","trn_domestic air",2001,220
"412",1,"CO","trn_domestic air",2002,233
"413",1,"CO","trn_domestic air",2003,226
"414",1,"CO","trn_domestic air",2004,231
"415",1,"CO","trn_domestic air",2005,230
"416",1,"CO","trn_domestic air",2006,216
"417",1,"CO","trn_domestic air",2007,210
"418",1,"CO","trn_domestic air",2008,190
"419",1,"CO","trn_domestic ship",1971,92.6
"420",1,"CO","trn_domestic ship",1972,74.3
"421",1,"CO","trn_domestic ship",1973,60.9
"422",1,"CO","trn_domestic ship",1974,53.4
"423",1,"CO","trn_domestic ship",1975,49.3
"424",1,"CO","trn_domestic ship",1976,52
"425",1,"CO","trn_domestic ship",1977,47.3
"426",1,"CO","trn_domestic ship",1978,43.5
"427",1,"CO","trn_domestic ship",1979,23
"428",1,"CO","trn_domestic ship",1980,23.1
"429",1,"CO","trn_domestic ship",1981,22.9
"430",1,"CO","trn_domestic ship",1982,25.7
"431",1,"CO","trn_domestic ship",1983,15.2
"432",1,"CO","trn_domestic ship",1984,2300
"433",1,"CO","trn_domestic ship",1985,3170
"434",1,"CO","trn_domestic ship",1986,2630
"435",1,"CO","trn_domestic ship",1987,2630
"436",1,"CO","trn_domestic ship",1988,2930
"437",1,"CO","trn_domestic ship",1989,2930
"438",1,"CO","trn_domestic ship",1990,2840
"439",1,"CO","trn_domestic ship",1991,2650
"440",1,"CO","trn_domestic ship",1992,3140
"441",1,"CO","trn_domestic ship",1993,3190
"442",1,"CO","trn_domestic ship",1994,2120
"443",1,"CO","trn_domestic ship",1995,2530
"444",1,"CO","trn_domestic ship",1996,2350
"445",1,"CO","trn_domestic ship",1997,2340
"446",1,"CO","trn_domestic ship",1998,2260
"447",1,"CO","trn_domestic ship",1999,2570
"448",1,"CO","trn_domestic ship",2000,2650.00368
"449",1,"CO","trn_domestic ship",2001,2350.0025
"450",1,"CO","trn_domestic ship",2002,2550.00289
"451",1,"CO","trn_domestic ship",2003,2600.00265
"452",1,"CO","trn_domestic ship",2004,2420.00283
"453",1,"CO","trn_domestic ship",2005,3080.00182
"454",1,"CO","trn_domestic ship",2006,3050.00455
"455",1,"CO","trn_domestic ship",2007,3010.00502
"456",1,"CO","trn_domestic ship",2008,2790.00502
"457",1,"CO","trn_other",1990,27.2
"458",1,"CO","trn_other",1991,28.4
"459",1,"CO","trn_other",1992,22.5
"460",1,"CO","trn_other",1993,16.8
"461",1,"CO","trn_other",1994,18.3
"462",1,"CO","trn_other",1995,12.8
"463",1,"CO","trn_other",1996,12.8
"464",1,"CO","trn_other",1997,11.6
"465",1,"CO","trn_other",1998,9.51
"466",1,"CO","trn_other",1999,9.82
"467",1,"CO","trn_other",2000,7.8832
"468",1,"CO","trn_other",2001,11.7907
"469",1,"CO","trn_other",2002,11.2923
"470",1,"CO","trn_other",2003,9.361
"471",1,"CO","trn_other",2004,12.246
"472",1,"CO","trn_other",2005,9.362
"473",1,"CO","trn_other",2006,12.536
"474",1,"CO","trn_other",2007,12.847
"475",1,"CO","trn_other",2008,9.9844
"476",1,"CO","trn_rail",1971,129
"477",1,"CO","trn_rail",1972,145
"478",1,"CO","trn_rail",1973,156
"479",1,"CO","trn_rail",1974,157
"480",1,"CO","trn_rail",1975,141
"481",1,"CO","trn_rail",1976,150
"482",1,"CO","trn_rail",1977,150
"483",1,"CO","trn_rail",1978,152
"484",1,"CO","trn_rail",1979,156
"485",1,"CO","trn_rail",1980,148
"486",1,"CO","trn_rail",1981,143
"487",1,"CO","trn_rail",1982,130
"488",1,"CO","trn_rail",1983,109
"489",1,"CO","trn_rail",1984,118
"490",1,"CO","trn_rail",1985,109
"491",1,"CO","trn_rail",1986,105
"492",1,"CO","trn_rail",1987,105
"493",1,"CO","trn_rail",1988,113
"494",1,"CO","trn_rail",1989,111
"495",1,"CO","trn_rail",1990,111
"496",1,"CO","trn_rail",1991,104
"497",1,"CO","trn_rail",1992,112
"498",1,"CO","trn_rail",1993,102
"499",1,"CO","trn_rail",1994,107
"500",1,"CO","trn_rail",1995,112
"501",1,"CO","trn_rail",1996,114
"502",1,"CO","trn_rail",1997,106
"503",1,"CO","trn_rail",1998,97.5
"504",1,"CO","trn_rail",1999,95.3
"505",1,"CO","trn_rail",2000,104
"506",1,"CO","trn_rail",2001,101
"507",1,"CO","trn_rail",2002,105
"508",1,"CO","trn_rail",2003,105
"509",1,"CO","trn_rail",2004,112
"510",1,"CO","trn_rail",2005,126
"511",1,"CO","trn_rail",2006,140
"512",1,"CO","trn_rail",2007,135
"513",1,"CO","trn_rail",2008,105
"514",1,"CO","trn_road",1971,94500
"515",1,"CO","trn_road",1972,101000
"516",1,"CO","trn_road",1973,105000
"517",1,"CO","trn_road",1974,103000
"518",1,"CO","trn_road",1975,106000
"519",1,"CO","trn_road",1976,112000
"520",1,"CO","trn_road",1977,115000
"521",1,"CO","trn_road",1978,119000
"522",1,"CO","trn_road",1979,113000
"523",1,"CO","trn_road",1980,106000
"524",1,"CO","trn_road",1981,106000
"525",1,"CO","trn_road",1982,106000
"526",1,"CO","trn_road",1983,106000
"527",1,"CO","trn_road",1984,105000
"528",1,"CO","trn_road",1985,105000
"529",1,"CO","trn_road",1986,107000
"530",1,"CO","trn_road",1987,107000
"531",1,"CO","trn_road",1988,113000
"532",1,"CO","trn_road",1989,113000
"533",1,"CO","trn_road",1990,111000
"534",1,"CO","trn_road",1991,103000
"535",1,"CO","trn_road",1992,99000
"536",1,"CO","trn_road",1993,93800
"537",1,"CO","trn_road",1994,89500
"538",1,"CO","trn_road",1995,84500
"539",1,"CO","trn_road",1996,82600
"540",1,"CO","trn_road",1997,80600
"541",1,"CO","trn_road",1998,79800
"542",1,"CO","trn_road",1999,78400
"543",1,"CO","trn_road",2000,75600
"544",1,"CO","trn_road",2001,69700
"545",1,"CO","trn_road",2002,65000
"546",1,"CO","trn_road",2003,58900
"547",1,"CO","trn_road",2004,53200
"548",1,"CO","trn_road",2005,46600
"549",1,"CO","trn_road",2006,45100
"550",1,"CO","trn_road",2007,43300
"551",1,"CO","trn_road",2008,39400
"552",1,"NH3","ag_waste_burning",1971,18.8253
"553",1,"NH3","ag_waste_burning",1972,18.3009
"554",1,"NH3","ag_waste_burning",1973,19.7044
"555",1,"NH3","ag_waste_burning",1974,18.0019
"556",1,"NH3","ag_waste_burning",1975,21.0964
"557",1,"NH3","ag_waste_burning",1976,21.0092
"558",1,"NH3","ag_waste_burning",1977,21.7521
"559",1,"NH3","ag_waste_burning",1978,22.6089
"560",1,"NH3","ag_waste_burning",1979,24.5397
"561",1,"NH3","ag_waste_burning",1980,22.9335
"562",1,"NH3","ag_waste_burning",1981,26.1083
"563",1,"NH3","ag_waste_burning",1982,25.3501
"564",1,"NH3","ag_waste_burning",1983,17.2309
"565",1,"NH3","ag_waste_burning",1984,22.4047
"566",1,"NH3","ag_waste_burning",1985,23.1145
"567",1,"NH3","ag_waste_burning",1986,20.5986
"568",1,"NH3","ag_waste_burning",1987,18.4037
"569",1,"NH3","ag_waste_burning",1988,14.9268
"570",1,"NH3","ag_waste_burning",1989,17.8048
"571",1,"NH3","ag_waste_burning",1990,18.5589
"572",1,"NH3","ag_waste_burning",1991,16.667
"573",1,"NH3","ag_waste_burning",1992,19.0511
"574",1,"NH3","ag_waste_burning",1993,14.8662
"575",1,"NH3","ag_waste_burning",1994,18.2276
"576",1,"NH3","ag_waste_burning",1995,14.718
"577",1,"NH3","ag_waste_burning",1996,16.404
"578",1,"NH3","ag_waste_burning",1997,16.8909
"579",1,"NH3","ag_waste_burning",1998,17.1829
"580",1,"NH3","ag_waste_burning",1999,16.7567
"581",1,"NH3","ag_waste_burning",2000,16.5563
"582",1,"NH3","ag_waste_burning",2001,16.14968
"583",1,"NH3","ag_waste_burning",2002,15.15301
"584",1,"NH3","ag_waste_burning",2003,16.65349
"585",1,"NH3","ag_waste_burning",2004,18.3537
"586",1,"NH3","ag_waste_burning",2005,17.55363
"587",1,"NH3","ag_waste_burning",2006,16.45365
"588",1,"NH3","ag_waste_burning",2007,18.4537
"589",1,"NH3","ag_waste_burning",2008,18.4537
"590",1,"NH3","Animals",1971,1123.07857
"591",1,"NH3","Animals",1972,1130.16892
"592",1,"NH3","Animals",1973,1133.26897
"593",1,"NH3","Animals",1974,1163.14933
"594",1,"NH3","Animals",1975,1161.33028
"595",1,"NH3","Animals",1976,1148.62101
"596",1,"NH3","Animals",1977,1146.90195
"597",1,"NH3","Animals",1978,1134.74224
"598",1,"NH3","Animals",1979,1137.55331
"599",1,"NH3","Animals",1980,1165.32654
"600",1,"NH3","Animals",1981,1189.47126
"601",1,"NH3","Animals",1982,1182.5694
"602",1,"NH3","Animals",1983,1175.74715
"603",1,"NH3","Animals",1984,1174.91491
"604",1,"NH3","Animals",1985,1159.67014
"605",1,"NH3","Animals",1986,1160.68354
"606",1,"NH3","Animals",1987,1152.67458
"607",1,"NH3","Animals",1988,1159.17483
"608",1,"NH3","Animals",1989,1164.22531
"609",1,"NH3","Animals",1990,1178.38519
"610",1,"NH3","Animals",1991,1198.53411
"611",1,"NH3","Animals",1992,1235.85422
"612",1,"NH3","Animals",1993,1266.99463
"613",1,"NH3","Animals",1994,1298.12514
"614",1,"NH3","Animals",1995,1332.84496
"615",1,"NH3","Animals",1996,1362.70492
"616",1,"NH3","Animals",1997,1364.7256
"617",1,"NH3","Animals",1998,1377.70586
"618",1,"NH3","Animals",1999,1407.67587
"619",1,"NH3","Animals",2000,1424.55623
"620",1,"NH3","Animals",2001,1444.55628
"621",1,"NH3","Animals",2002,1464.59637
"622",1,"NH3","Animals",2003,1477.28687
"623",1,"NH3","Animals",2004,1507.99684
"624",1,"NH3","Animals",2005,1537.47684
"625",1,"NH3","Animals",2006,1551.51684
"626",1,"NH3","Animals",2007,1576.76684
"627",1,"NH3","Animals",2008,1591.92684
"628",1,"NH3","bld",1971,0.875
"629",1,"NH3","bld",1972,0.843
"630",1,"NH3","bld",1973,0.787
"631",1,"NH3","bld",1974,0.85
"632",1,"NH3","bld",1975,0.943
"633",1,"NH3","bld",1976,1.02
"634",1,"NH3","bld",1977,1.09
"635",1,"NH3","bld",1978,1.23
"636",1,"NH3","bld",1979,1.45
"637",1,"NH3","bld",1980,1.53
"638",1,"NH3","bld",1981,1.56
"639",1,"NH3","bld",1982,1.62
"640",1,"NH3","bld",1983,1.66
"641",1,"NH3","bld",1984,1.7
"642",1,"NH3","bld",1985,1.71
"643",1,"NH3","bld",1986,1.66
"644",1,"NH3","bld",1987,1.66
"645",1,"NH3","bld",1988,1.67
"646",1,"NH3","bld",1989,1.93
"647",1,"NH3","bld",1990,1.06
"648",1,"NH3","bld",1991,1.27
"649",1,"NH3","bld",1992,1.4
