"iso","GTAP_crop","GLU","HA","Irr_Rfd","CROSIT_ctry","CROSIT_crop"
"fra","Maize","GLU036",3709.59050317989,"RFD","EU15","MAIZ"
"nld","Maize","GLU036",2269.76416865107,"RFD","EU15","MAIZ"
"chn","Maize","GLU037",26282.4165077565,"RFD","CHIN","MAIZ"
"prk","Maize","GLU037",5712.70517041915,"RFD","KDPR","MAIZ"
"rus","Maize","GLU037",630.648266725546,"RFD","RUSS","MAIZ"
"kaz","Maize","GLU038",0.212375249500994,"RFD","CEAS","MAIZ"
"rus","Maize","GLU038",24382.3416440598,"RFD","RUSS","MAIZ"
"blr","Maize","GLU039",3824.19545414214,"RFD","OEEU","MAIZ"
"rus","Maize","GLU039",19570.5895427847,"RFD","RUSS","MAIZ"
"ukr","Maize","GLU039",544359.706155146,"RFD","OEEU","MAIZ"
"can","Maize","GLU040",5310.96432306798,"RFD","CANA","MAIZ"
"bel","Maize","GLU041",129,"RFD","EU15","MAIZ"
"esp","Maize","GLU041",274,"RFD","EU15","MAIZ"
"fra","Maize","GLU041",339362.019462407,"RFD","EU15","MAIZ"
"chn","Maize","GLU042",5798.64176461531,"RFD","CHIN","MAIZ"
"kaz","Maize","GLU042",0,"RFD","CEAS","MAIZ"
"rus","Maize","GLU042",270.173096976017,"RFD","RUSS","MAIZ"
"chn","Maize","GLU043",3367335.87175501,"RFD","CHIN","MAIZ"
"rus","Maize","GLU043",17769.3872851361,"RFD","RUSS","MAIZ"
"fra","Maize","GLU044",253767.480103111,"RFD","EU15","MAIZ"
"aze","Maize","GLU045",0,"RFD","CEAS","MAIZ"
"geo","Maize","GLU045",3736,"RFD","OEEU","MAIZ"
"kaz","Maize","GLU045",0,"RFD","CEAS","MAIZ"
"rus","Maize","GLU045",11305.4987505708,"RFD","RUSS","MAIZ"
"bel","Maize","GLU046",1,"RFD","EU15","MAIZ"
"fra","Maize","GLU046",121748.565656377,"RFD","EU15","MAIZ"
"geo","Maize","GLU047",303,"RFD","OEEU","MAIZ"
"mda","Maize","GLU047",17639.3166488483,"RFD","OEEU","MAIZ"
"rus","Maize","GLU047",20237.2733642093,"RFD","RUSS","MAIZ"
"ukr","Maize","GLU047",350924.151209863,"RFD","OEEU","MAIZ"
"rus","Maize","GLU048",20859.5550679935,"RFD","RUSS","MAIZ"
"mda","Maize","GLU049",210776.658616737,"RFD","OEEU","MAIZ"
"pol","Maize","GLU049",13.3913043478261,"RFD","EUN9","MAIZ"
"ukr","Maize","GLU049",139858.521227024,"RFD","OEEU","MAIZ"
"ita","Maize","GLU050",153956.997600617,"RFD","EU15","MAIZ"
"smr","Maize","GLU050",165,"RFD",NA,"MAIZ"
"jpn","Maize","GLU051",62.4779973057925,"RFD","JAPA","MAIZ"
"afg","Maize","GLU052",0,"RFD","AFGH","MAIZ"
"irn","Maize","GLU052",4288.14907407407,"RFD","IRAN","MAIZ"
"tkm","Maize","GLU052",0.893297516871826,"RFD","CEAS","MAIZ"
"uzb","Maize","GLU052",0,"RFD","CEAS","MAIZ"
"rus","Maize","GLU053",102782.506917023,"RFD","RUSS","MAIZ"
"ukr","Maize","GLU053",77353.1978514652,"RFD","OEEU","MAIZ"
"alb","Maize","GLU054",121,"RFD","OEEU","MAIZ"
"aut","Maize","GLU054",178705.29630563,"RFD","EU15","MAIZ"
"bgr","Maize","GLU054",279545.239938129,"RFD","EUN9","MAIZ"
"bih","Maize","GLU054",130355.933466922,"RFD","OEEU","MAIZ"
"che","Maize","GLU054",380,"RFD","SWIT","MAIZ"
"cze","Maize","GLU054",12387,"RFD","EUN9","MAIZ"
"deu","Maize","GLU054",91550.4124769545,"RFD","EU15","MAIZ"
"hrv","Maize","GLU054",243433.850604487,"RFD","OEEU","MAIZ"
"hun","Maize","GLU054",1098588.61009246,"RFD","EUN9","MAIZ"
"ita","Maize","GLU054",4420,"RFD","EU15","MAIZ"
"mda","Maize","GLU054",144206.526819454,"RFD","OEEU","MAIZ"
"pol","Maize","GLU054",93.9085714285714,"RFD","EUN9","MAIZ"
"rom","Maize","GLU054",2795424.2234793,"RFD","EUN9","MAIZ"
"scg","Maize","GLU054",1095714.85212462,"RFD","OEEU","MAIZ"
"svk","Maize","GLU054",123318.49099114,"RFD","EUN9","MAIZ"
"svn","Maize","GLU054",39449.7439697183,"RFD","EUN9","MAIZ"
"ukr","Maize","GLU054",68982.9909405358,"RFD","OEEU","MAIZ"
"alb","Maize","GLU055",13434.6482922344,"RFD","OEEU","MAIZ"
"bgr","Maize","GLU055",120428.05506456,"RFD","EUN9","MAIZ"
"bih","Maize","GLU055",74672.0682084538,"RFD","OEEU","MAIZ"
"grc","Maize","GLU055",45067.7762519407,"RFD","EU15","MAIZ"
"hrv","Maize","GLU055",141434.09482195,"RFD","OEEU","MAIZ"
"ita","Maize","GLU055",9265.31360243113,"RFD","EU15","MAIZ"
"mkd","Maize","GLU055",30406.7102063123,"RFD","OEEU","MAIZ"
"rom","Maize","GLU055",68792.9291268954,"RFD","EUN9","MAIZ"
"scg","Maize","GLU055",157001.285033632,"RFD","OEEU","MAIZ"
"svn","Maize","GLU055",5824.19824742268,"RFD","EUN9","MAIZ"
"tur","Maize","GLU055",6684.56147503011,"RFD","TURK","MAIZ"
"chn","Maize","GLU056",560.492537313433,"RFD","CHIN","MAIZ"
"kaz","Maize","GLU056",4.31389819690457,"RFD","CEAS","MAIZ"
"rus","Maize","GLU056",113585.166230055,"RFD","RUSS","MAIZ"
"aut","Maize","GLU057",19,"RFD","EU15","MAIZ"
"che","Maize","GLU057",383.108218063466,"RFD","SWIT","MAIZ"
"fra","Maize","GLU057",34,"RFD","EU15","MAIZ"
"ita","Maize","GLU057",169585.500028794,"RFD","EU15","MAIZ"
"afg","Maize","GLU058",0,"RFD","AFGH","MAIZ"
"kaz","Maize","GLU058",0,"RFD","CEAS","MAIZ"
"kgz","Maize","GLU058",0,"RFD","CEAS","MAIZ"
"pak","Maize","GLU058",0,"RFD","PAKI","MAIZ"
"tjk","Maize","GLU058",0,"RFD","CEAS","MAIZ"
"tkm","Maize","GLU058",0,"RFD","CEAS","MAIZ"
"uzb","Maize","GLU058",0,"RFD","CEAS","MAIZ"
"ita","Maize","GLU059",38650.7637975845,"RFD","EU15","MAIZ"
"esp","Maize","GLU060",9442.56251113619,"RFD","EU15","MAIZ"
"fra","Maize","GLU060",665.807291666667,"RFD","EU15","MAIZ"
"prt","Maize","GLU060",3878.30964479172,"RFD","EU15","MAIZ"
"esp","Maize","GLU061",89.4977168949772,"RFD","EU15","MAIZ"
"fra","Maize","GLU061",2968.75240651861,"RFD","EU15","MAIZ"
"ita","Maize","GLU061",174.256637168142,"RFD","EU15","MAIZ"
"che","Maize","GLU062",2179.917310253,"RFD","SWIT","MAIZ"
"fra","Maize","GLU062",124272.026688036,"RFD","EU15","MAIZ"
"ita","Maize","GLU062",112,"RFD","EU15","MAIZ"
"esp","Maize","GLU063",147.957086391869,"RFD","EU15","MAIZ"
"fra","Maize","GLU063",624.611284181378,"RFD","EU15","MAIZ"
"ita","Maize","GLU063",1730.87976677482,"RFD","EU15","MAIZ"
"esp","Maize","GLU064",52.436974789916,"RFD","EU15","MAIZ"
"fra","Maize","GLU064",297194.335952906,"RFD","EU15","MAIZ"
"kor","Maize","GLU065",16764,"RFD","ROK","MAIZ"
"prk","Maize","GLU065",161059.251927255,"RFD","KDPR","MAIZ"
"chn","Maize","GLU066",1505168.19132989,"RFD","CHIN","MAIZ"
"prk","Maize","GLU066",25998.2377374165,"RFD","KDPR","MAIZ"
"esp","Maize","GLU067",10058.5686722518,"RFD","EU15","MAIZ"
"fra","Maize","GLU067",5,"RFD","EU15","MAIZ"
"chn","Maize","GLU068",4727.99656357388,"RFD","CHIN","MAIZ"
"kaz","Maize","GLU068",5.90432429094653,"RFD","CEAS","MAIZ"
"kgz","Maize","GLU068",0,"RFD","CEAS","MAIZ"
"ita","Maize","GLU069",20566.2501673183,"RFD","EU15","MAIZ"
"geo","Maize","GLU070",56198.6472800926,"RFD","OEEU","MAIZ"
"rus","Maize","GLU070",2,"RFD","RUSS","MAIZ"
"tur","Maize","GLU070",250538.619624695,"RFD","TURK","MAIZ"
"esp","Maize","GLU071",20375.4223824032,"RFD","EU15","MAIZ"
"prt","Maize","GLU071",6334.34064748658,"RFD","EU15","MAIZ"
"arm","Maize","GLU072",2075.22857142857,"RFD","ARME","MAIZ"
"aze","Maize","GLU072",86.1456085572063,"RFD","CEAS","MAIZ"
"geo","Maize","GLU072",129702.112140491,"RFD","OEEU","MAIZ"
"irn","Maize","GLU072",11385.0048526283,"RFD","IRAN","MAIZ"
"rus","Maize","GLU072",8.7,"RFD","RUSS","MAIZ"
"tur","Maize","GLU072",526.661907481439,"RFD","TURK","MAIZ"
"esp","Maize","GLU073",51473.6300735975,"RFD","EU15","MAIZ"
"fra","Maize","GLU073",483.45191193511,"RFD","EU15","MAIZ"
"esp","Maize","GLU074",45781.1322174982,"RFD","EU15","MAIZ"
"prt","Maize","GLU074",21237.9718181473,"RFD","EU15","MAIZ"
"egy","Maize","GLU075",0,"RFD","EGYP","MAIZ"
"grc","Maize","GLU075",4,"RFD","EU15","MAIZ"
"isr","Maize","GLU075",0,"RFD","ISRA","MAIZ"
"lbn","Maize","GLU075",516,"RFD","LEBA","MAIZ"
"pse","Maize","GLU075",800.357585139319,"RFD",NA,"MAIZ"
"syr","Maize","GLU075",106.99621283848,"RFD","SYRI","MAIZ"
"tur","Maize","GLU075",133894.714058693,"RFD","TURK","MAIZ"
"chn","Maize","GLU076",3,"RFD","CHIN","MAIZ"
"kaz","Maize","GLU076",0,"RFD","CEAS","MAIZ"
"kgz","Maize","GLU076",0,"RFD","CEAS","MAIZ"
"rus","Maize","GLU076",645.125262956588,"RFD","RUSS","MAIZ"
"tjk","Maize","GLU076",0,"RFD","CEAS","MAIZ"
"uzb","Maize","GLU076",0,"RFD","CEAS","MAIZ"
"chn","Maize","GLU077",1035050.95133213,"RFD","CHIN","MAIZ"
"chn","Maize","GLU078",638676.665438188,"RFD","CHIN","MAIZ"
"chn","Maize","GLU079",669704.034319928,"RFD","CHIN","MAIZ"
"dza","Maize","GLU080",66,"RFD","ALGE","MAIZ"
"egy","Maize","GLU080",0,"RFD","EGYP","MAIZ"
"lby","Maize","GLU080",795,"RFD","LIBY","MAIZ"
"mar","Maize","GLU080",6.0707796610169,"RFD","MORO","MAIZ"
"esp","Maize","GLU081",33677.4081671526,"RFD","EU15","MAIZ"
"prt","Maize","GLU081",4199.29895279255,"RFD","EU15","MAIZ"
"irn","Maize","GLU082",3522.61348003057,"RFD","IRAN","MAIZ"
"esp","Maize","GLU083",9783.8890349305,"RFD","EU15","MAIZ"
"irn","Maize","GLU084",14777.8654159869,"RFD","IRAN","MAIZ"
"irq","Maize","GLU084",15933.6577152769,"RFD","IRAQ","MAIZ"
"syr","Maize","GLU084",0,"RFD","SYRI","MAIZ"
"tur","Maize","GLU084",7984.94397283531,"RFD","TURK","MAIZ"
"chn","Maize","GLU085",11322.3330999272,"RFD","CHIN","MAIZ"
"kaz","Maize","GLU085",32,"RFD","CEAS","MAIZ"
"kgz","Maize","GLU085",0,"RFD","CEAS","MAIZ"
"pak","Maize","GLU085",4,"RFD","PAKI","MAIZ"
"tjk","Maize","GLU085",3,"RFD","CEAS","MAIZ"
"mar","Maize","GLU086",116614.993937324,"RFD","MORO","MAIZ"
"mrt","Maize","GLU086",63,"RFD","MAUA","MAIZ"
"bdi","Maize","GLU087",69454,"RFD","BURU","MAIZ"
"caf","Maize","GLU087",40,"RFD","CAR","MAIZ"
"cod","Maize","GLU087",34414,"RFD","CODR","MAIZ"
"egy","Maize","GLU087",0,"RFD","EGYP","MAIZ"
"eri","Maize","GLU087",13220,"RFD","ERIT","MAIZ"
"eth","Maize","GLU087",635708.421472472,"RFD","ETHN","MAIZ"
"ken","Maize","GLU087",266335.631075051,"RFD","KENY","MAIZ"
"rwa","Maize","GLU087",62096,"RFD","RWAN","MAIZ"
"sdn","Maize","GLU087",1078.9754907723,"RFD","SUDA","MAIZ"
"tza","Maize","GLU087",174296.359010215,"RFD","TANZ","MAIZ"
"uga","Maize","GLU087",563129,"RFD","UGAN","MAIZ"
"irn","Maize","GLU088",6004.4155244109,"RFD","IRAN","MAIZ"
"afg","Maize","GLU089",0,"RFD","AFGH","MAIZ"
"chn","Maize","GLU089",141.435897435897,"RFD","CHIN","MAIZ"
"ind","Maize","GLU089",523694.977624398,"RFD","INDI","MAIZ"
"pak","Maize","GLU089",530400.03305292,"RFD","PAKI","MAIZ"
"afg","Maize","GLU090",0,"RFD","AFGH","MAIZ"
"irn","Maize","GLU090",1061.34497816594,"RFD","IRAN","MAIZ"
"mex","Maize","GLU091",1162.8099532114,"RFD","MEXI","MAIZ"
"jor","Maize","GLU093",1,"RFD","JORD","MAIZ"
"sau","Maize","GLU093",10.797437461867,"RFD","SAUD","MAIZ"
"yem","Maize","GLU093",5514.04131907845,"RFD","YEME","MAIZ"
"kwt","Maize","GLU094",1.6,"RFD","KUWA","MAIZ"
"sau","Maize","GLU094",67.8603751116402,"RFD","SAUD","MAIZ"
"yem","Maize","GLU094",2.45588235294116,"RFD","YEME","MAIZ"
"isr","Maize","GLU095",0,"RFD","ISRA","MAIZ"
"jor","Maize","GLU095",682,"RFD","JORD","MAIZ"
"lbn","Maize","GLU095",393,"RFD","LEBA","MAIZ"
"pse","Maize","GLU095",378.603034134008,"RFD",NA,"MAIZ"
"syr","Maize","GLU095",0,"RFD","SYRI","MAIZ"
"mex","Maize","GLU096",97252.7635858235,"RFD","MEXI","MAIZ"
"usa","Maize","GLU096",0,"RFD","USA","MAIZ"
"afg","Maize","GLU097",0,"RFD","AFGH","MAIZ"
"irn","Maize","GLU097",57.9012345679012,"RFD","IRAN","MAIZ"
"pak","Maize","GLU097",17,"RFD","PAKI","MAIZ"
"isr","Maize","GLU098",0,"RFD","ISRA","MAIZ"
"jor","Maize","GLU098",13,"RFD","JORD","MAIZ"
"sau","Maize","GLU098",4,"RFD","SAUD","MAIZ"
"jor","Maize","GLU099",98,"RFD","JORD","MAIZ"
"lbn","Maize","GLU099",18,"RFD","LEBA","MAIZ"
"syr","Maize","GLU099",0,"RFD","SYRI","MAIZ"
"tur","Maize","GLU099",596.162826420891,"RFD","TURK","MAIZ"
"dji","Maize","GLU100",0,"RFD","DJIB","MAIZ"
"eri","Maize","GLU100",5158,"RFD","ERIT","MAIZ"
"eth","Maize","GLU100",4999.89191677408,"RFD","ETHN","MAIZ"
"sdn","Maize","GLU100",0.120192307692307,"RFD","SUDA","MAIZ"
"som","Maize","GLU100",1133.28162572235,"RFD","SOMA","MAIZ"
"yem","Maize","GLU100",1094,"RFD","YEME","MAIZ"
"cub","Maize","GLU101",0,"RFD","CUBA","MAIZ"
"dom","Maize","GLU101",24034,"RFD","DOMI","MAIZ"
"hti","Maize","GLU101",259262.549656667,"RFD","HAIT","MAIZ"
"jam","Maize","GLU101",1679,"RFD","JAMA","MAIZ"
"pri","Maize","GLU101",0,"RFD",NA,"MAIZ"
"afg","Maize","GLU102",0,"RFD","AFGH","MAIZ"
"irn","Maize","GLU102",22.3157894736842,"RFD","IRAN","MAIZ"
"pak","Maize","GLU102",134.36018957346,"RFD","PAKI","MAIZ"
"chn","Maize","GLU103",38119,"RFD","CHIN","MAIZ"
"irn","Maize","GLU104",0.490826383623954,"RFD","IRAN","MAIZ"
"pak","Maize","GLU104",643.369434416366,"RFD","PAKI","MAIZ"
"mex","Maize","GLU105",298240.217608166,"RFD","MEXI","MAIZ"
"chn","Maize","GLU106",3286500.5069365,"RFD","CHIN","MAIZ"
"ind","Maize","GLU107",280723.002783636,"RFD","INDI","MAIZ"
"pak","Maize","GLU107",5940.23064159292,"RFD","PAKI","MAIZ"
"chn","Maize","GLU108",856103.571370303,"RFD","CHIN","MAIZ"
"vnm","Maize","GLU108",33201,"RFD","VIET","MAIZ"
"chn","Maize","GLU109",195590.92313959,"RFD","CHIN","MAIZ"
"lao","Maize","GLU109",1597,"RFD","LAO","MAIZ"
"vnm","Maize","GLU109",184799.858631357,"RFD","VIET","MAIZ"
"bgd","Maize","GLU110",3265.064,"RFD","BANG","MAIZ"
"btn","Maize","GLU110",38590,"RFD",NA,"MAIZ"
"chn","Maize","GLU110",0.12519915711573,"RFD","CHIN","MAIZ"
"ind","Maize","GLU110",1933281.8730824,"RFD","INDI","MAIZ"
"mmr","Maize","GLU110",524,"RFD","MYAN","MAIZ"
"npl","Maize","GLU110",727669.66764247,"RFD","NEPA","MAIZ"
"blz","Maize","GLU111",12970.2688112661,"RFD","BELI","MAIZ"
"gtm","Maize","GLU111",152545.098563913,"RFD","GUAT","MAIZ"
"hnd","Maize","GLU111",11136.0707490054,"RFD","HOND","MAIZ"
"mex","Maize","GLU111",191268.989388394,"RFD","MEXI","MAIZ"
"chn","Maize","GLU112",20621.5224830063,"RFD","CHIN","MAIZ"
"vnm","Maize","GLU112",3012.54241338112,"RFD","VIET","MAIZ"
"ind","Maize","GLU113",537785.45901079,"RFD","INDI","MAIZ"
"mex","Maize","GLU114",277985.735741766,"RFD","MEXI","MAIZ"
"mex","Maize","GLU115",244551.800281408,"RFD","MEXI","MAIZ"
"bgd","Maize","GLU116",165,"RFD","BANG","MAIZ"
"ind","Maize","GLU116",3926,"RFD","INDI","MAIZ"
"mmr","Maize","GLU116",19597.0034662045,"RFD","MYAN","MAIZ"
"ind","Maize","GLU117",66089.5269658296,"RFD","INDI","MAIZ"
"ind","Maize","GLU118",42930.8645995703,"RFD","INDI","MAIZ"
"phl","Maize","GLU119",2400224,"RFD","PHIL","MAIZ"
"ind","Maize","GLU120",48723.7697708726,"RFD","INDI","MAIZ"
"ind","Maize","GLU122",84765.6077076087,"RFD","INDI","MAIZ"
"ind","Maize","GLU123",464491.573603946,"RFD","INDI","MAIZ"
"chn","Maize","GLU124",6001.58123791102,"RFD","CHIN","MAIZ"
"chn","Maize","GLU125",155854.60973402,"RFD","CHIN","MAIZ"
"khm","Maize","GLU125",53536,"RFD","CAMB","MAIZ"
"lao","Maize","GLU125",36447,"RFD","LAO","MAIZ"
"mmr","Maize","GLU125",19485.207152764,"RFD","MYAN","MAIZ"
"tha","Maize","GLU125",387355,"RFD","THAI","MAIZ"
"vnm","Maize","GLU125",41272.3758116883,"RFD","VIET","MAIZ"
"khm","Maize","GLU126",2046,"RFD","CAMB","MAIZ"
"lao","Maize","GLU126",6014,"RFD","LAO","MAIZ"
"vnm","Maize","GLU126",281685.264746438,"RFD","VIET","MAIZ"
"chn","Maize","GLU127",92175.550863533,"RFD","CHIN","MAIZ"
"mmr","Maize","GLU127",47446.0628223834,"RFD","MYAN","MAIZ"
"tha","Maize","GLU127",19659,"RFD","THAI","MAIZ"
"ind","Maize","GLU128",33595.747361399,"RFD","INDI","MAIZ"
"ind","Maize","GLU129",27488.5939345752,"RFD","INDI","MAIZ"
"mex","Maize","GLU130",431152.725756464,"RFD","MEXI","MAIZ"
"mex","Maize","GLU131",995851.072172016,"RFD","MEXI","MAIZ"
"mex","Maize","GLU132",520769.552055118,"RFD","MEXI","MAIZ"
"blz","Maize","GLU133",34,"RFD","BELI","MAIZ"
"gtm","Maize","GLU133",157646.691531761,"RFD","GUAT","MAIZ"
"mex","Maize","GLU133",974240.505137637,"RFD","MEXI","MAIZ"
"mex","Maize","GLU134",1232641.68332733,"RFD","MEXI","MAIZ"
"cri","Maize","GLU135",10726,"RFD","COST","MAIZ"
"gtm","Maize","GLU135",278774.499454744,"RFD","GUAT","MAIZ"
"hnd","Maize","GLU135",324379.710952357,"RFD","HOND","MAIZ"
"mex","Maize","GLU135",22910.0763480197,"RFD","MEXI","MAIZ"
"nic","Maize","GLU135",296868.576291667,"RFD","NICA","MAIZ"
"pan","Maize","GLU135",49374,"RFD","PANA","MAIZ"
"slv","Maize","GLU135",270832.507631701,"RFD","ELSA","MAIZ"
"mex","Maize","GLU136",409581.80578729,"RFD","MEXI","MAIZ"
"chn","Maize","GLU137",23520.425286565,"RFD","CHIN","MAIZ"
"ind","Maize","GLU137",19630,"RFD","INDI","MAIZ"
"mmr","Maize","GLU137",124195.609469619,"RFD","MYAN","MAIZ"
"mmr","Maize","GLU138",5007.43808255659,"RFD","MYAN","MAIZ"
"idn","Maize","GLU139",6,"RFD","INDO","MAIZ"
"mmr","Maize","GLU139",138,"RFD","MYAN","MAIZ"
"mys","Maize","GLU139",12042,"RFD","MALY","MAIZ"
"tha","Maize","GLU139",32293,"RFD","THAI","MAIZ"
"ind","Maize","GLU140",376833.858989144,"RFD","INDI","MAIZ"
"ben","Maize","GLU142",376691,"RFD","BENI","MAIZ"
"bfa","Maize","GLU142",42832,"RFD","BURK","MAIZ"
"civ","Maize","GLU142",661643,"RFD","CDIV","MAIZ"
"gha","Maize","GLU142",255097,"RFD","GHAN","MAIZ"
"gin","Maize","GLU142",38741,"RFD","GUIN","MAIZ"
"gmb","Maize","GLU142",12160,"RFD","GAMB","MAIZ"
"gnb","Maize","GLU142",15348,"RFD","GUIB","MAIZ"
"mli","Maize","GLU142",2105,"RFD","MALI","MAIZ"
"nga","Maize","GLU142",625987.020275616,"RFD","NIGA","MAIZ"
"sen","Maize","GLU142",64643.0634161555,"RFD","SENE","MAIZ"
"sle","Maize","GLU142",8248,"RFD","SIER","MAIZ"
"tgo","Maize","GLU142",303514,"RFD","TOGO","MAIZ"
"col","Maize","GLU143",55626.4375665556,"RFD","COLO","MAIZ"
"pan","Maize","GLU143",342,"RFD","PANA","MAIZ"
"tto","Maize","GLU143",1016,"RFD","TRIN","MAIZ"
"ven","Maize","GLU143",99396.0708293065,"RFD","VENE","MAIZ"
"dza","Maize","GLU144",146,"RFD","ALGE","MAIZ"
"egy","Maize","GLU144",0,"RFD","EGYP","MAIZ"
"lby","Maize","GLU144",80,"RFD","LIBY","MAIZ"
"mar","Maize","GLU144",348.358695652174,"RFD","MORO","MAIZ"
"mli","Maize","GLU144",4,"RFD","MALI","MAIZ"
"mrt","Maize","GLU144",630,"RFD","MAUA","MAIZ"
"sdn","Maize","GLU144",5,"RFD","SUDA","MAIZ"
"tcd","Maize","GLU144",52.3494809688581,"RFD","CHAD","MAIZ"
"ind","Maize","GLU145",5374.00564174894,"RFD","INDI","MAIZ"
"lao","Maize","GLU146",165,"RFD","LAO","MAIZ"
"mmr","Maize","GLU146",19,"RFD","MYAN","MAIZ"
"tha","Maize","GLU146",641365,"RFD","THAI","MAIZ"
"ind","Maize","GLU147",12101.9669233222,"RFD","INDI","MAIZ"
"khm","Maize","GLU148",3097,"RFD","CAMB","MAIZ"
"tha","Maize","GLU148",108734,"RFD","THAI","MAIZ"
"ben","Maize","GLU149",32127,"RFD","BENI","MAIZ"
"bfa","Maize","GLU149",38639.0067226891,"RFD","BURK","MAIZ"
"civ","Maize","GLU149",59477,"RFD","CDIV","MAIZ"
"cmr","Maize","GLU149",87300.4063937312,"RFD","CAME","MAIZ"
"gin","Maize","GLU149",23516.0064638783,"RFD","GUIN","MAIZ"
"mli","Maize","GLU149",127510.723929607,"RFD","MALI","MAIZ"
"mrt","Maize","GLU149",77,"RFD","MAUA","MAIZ"
"ner","Maize","GLU149",2899.18696800704,"RFD","NIGE","MAIZ"
"nga","Maize","GLU149",2065809.89692153,"RFD","NIGA","MAIZ"
"sle","Maize","GLU149",85,"RFD","SIER","MAIZ"
"tcd","Maize","GLU149",15037,"RFD","CHAD","MAIZ"
"caf","Maize","GLU151",17832,"RFD","CAR","MAIZ"
"cmr","Maize","GLU151",37045.7078811338,"RFD","CAME","MAIZ"
"ner","Maize","GLU151",1234.67268623025,"RFD","NIGE","MAIZ"
"nga","Maize","GLU151",524884.667838261,"RFD","NIGA","MAIZ"
"sdn","Maize","GLU151",2942.41379310345,"RFD","SUDA","MAIZ"
"tcd","Maize","GLU151",73021.5103839652,"RFD","CHAD","MAIZ"
"gin","Maize","GLU152",13648,"RFD","GUIN","MAIZ"
"mli","Maize","GLU152",31809.1184391833,"RFD","MALI","MAIZ"
"mrt","Maize","GLU152",8472.84417599468,"RFD","MAUA","MAIZ"
"sen","Maize","GLU152",5069.56985815603,"RFD","SENE","MAIZ"
"ind","Maize","GLU153",45190.1129109864,"RFD","INDI","MAIZ"
"lka","Maize","GLU154",26694,"RFD","SRIL","MAIZ"
"ind","Maize","GLU155",64058.0664453544,"RFD","INDI","MAIZ"
"bol","Maize","GLU156",146448.015898038,"RFD","BOLI","MAIZ"
"bra","Maize","GLU156",599158.650015892,"RFD","BRAZ","MAIZ"
"col","Maize","GLU156",84629.0427360421,"RFD","COLO","MAIZ"
"ecu","Maize","GLU156",130855.718625928,"RFD","ECUA","MAIZ"
"guy","Maize","GLU156",453,"RFD","GUYA","MAIZ"
"per","Maize","GLU156",223934.308876308,"RFD","PERU","MAIZ"
"sur","Maize","GLU156",13,"RFD","SURI","MAIZ"
"ven","Maize","GLU156",255302.318155818,"RFD","VENE","MAIZ"
"col","Maize","GLU157",58862.1038218912,"RFD","COLO","MAIZ"
"ecu","Maize","GLU157",154065.919170012,"RFD","ECUA","MAIZ"
"pan","Maize","GLU157",5618,"RFD","PANA","MAIZ"
"per","Maize","GLU157",103.640625,"RFD","PERU","MAIZ"
"idn","Maize","GLU158",15281.5144013609,"RFD","INDO","MAIZ"
"tls","Maize","GLU158",166,"RFD",NA,"MAIZ"
"idn","Maize","GLU159",315,"RFD","INDO","MAIZ"
"mys","Maize","GLU159",12310,"RFD","MALY","MAIZ"
"ben","Maize","GLU160",10247,"RFD","BENI","MAIZ"
"bfa","Maize","GLU160",141857.484970221,"RFD","BURK","MAIZ"
"civ","Maize","GLU160",31733,"RFD","CDIV","MAIZ"
"gha","Maize","GLU160",443828,"RFD","GHAN","MAIZ"
"mli","Maize","GLU160",1144,"RFD","MALI","MAIZ"
"tgo","Maize","GLU160",77237,"RFD","TOGO","MAIZ"
"bra","Maize","GLU161",741,"RFD","BRAZ","MAIZ"
"guf","Maize","GLU161",38,"RFD","FGUI","MAIZ"
"guy","Maize","GLU161",1941,"RFD","GUYA","MAIZ"
"sur","Maize","GLU161",23,"RFD","SURI","MAIZ"
"ven","Maize","GLU161",7692.36233804476,"RFD","VENE","MAIZ"
"ago","Maize","GLU162",2689,"RFD","ANGO","MAIZ"
"caf","Maize","GLU162",166,"RFD","CAR","MAIZ"
"cmr","Maize","GLU162",179116.806872747,"RFD","CAME","MAIZ"
"cod","Maize","GLU162",1369,"RFD","CODR","MAIZ"
"cog","Maize","GLU162",1332,"RFD","CONG","MAIZ"
"gab","Maize","GLU162",16800,"RFD","GABO","MAIZ"
"nga","Maize","GLU162",400138.003345926,"RFD","NIGA","MAIZ"
"idn","Maize","GLU163",630922.519061787,"RFD","INDO","MAIZ"
"idn","Maize","GLU164",378197.764911039,"RFD","INDO","MAIZ"
"idn","Maize","GLU165",41887.0641606546,"RFD","INDO","MAIZ"
"mys","Maize","GLU165",429,"RFD","MALY","MAIZ"
"col","Maize","GLU166",288785.927721363,"RFD","COLO","MAIZ"
"ven","Maize","GLU166",63.6363636363636,"RFD","VENE","MAIZ"
"idn","Maize","GLU167",4256.38348341753,"RFD","INDO","MAIZ"
"png","Maize","GLU167",214,"RFD","PAPU","MAIZ"
"bra","Maize","GLU168",933,"RFD","BRAZ","MAIZ"
"arg","Maize","GLU169",96.7563025210084,"RFD","ARGE","MAIZ"
"chl","Maize","GLU169",12621.1771395929,"RFD","CHIL","MAIZ"
"eth","Maize","GLU170",116203.088260605,"RFD","ETHN","MAIZ"
"ken","Maize","GLU170",456572.994131471,"RFD","KENY","MAIZ"
"som","Maize","GLU170",53595.5074713155,"RFD","SOMA","MAIZ"
"ken","Maize","GLU171",465723.812606823,"RFD","KENY","MAIZ"
