# File: NEI_2011_GCAM_sectors.csv
# Title: mapping file for NEI 2011 and GCAM-USA sectors by sector and fuel
# Units: Units-in-table
state,pollutant,GCAM_sector,CEDS_Fuel,unit,emissions
AK,Methane,Road-truck-Light-Commertial,diesel_oil,TON,3.11564839
AK,Methane,Road-truck-Light-Commertial,light_oil,TON,20.2405877
AK,Methane,Road-truck-Long-haul,diesel_oil,TON,24.589843
AK,Methane,Road-truck-Long-haul,light_oil,TON,0.158968547
AK,Methane,Road-truck-Short-haul,diesel_oil,TON,5.759211581
AK,Methane,Road-truck-Short-haul,light_oil,TON,1.500504592
AK,Nitrogen Oxides,Road-LDV,diesel_oil,TON,889.8212023
AK,Nitrogen Oxides,Road-LDV,light_oil,TON,7521.151277
AK,Nitrogen Oxides,Road-bus,diesel_oil,TON,275.0222423
AK,Nitrogen Oxides,Road-bus,light_oil,TON,333.8588692
AK,Nitrogen Oxides,Road-bus,natural_gas,TON,0.575980797
AK,Nitrogen Oxides,Road-truck-Light-Commertial,diesel_oil,TON,153.4305052
AK,Nitrogen Oxides,Road-truck-Light-Commertial,light_oil,TON,406.250852
AK,Nitrogen Oxides,Road-truck-Long-haul,diesel_oil,TON,3328.959116
AK,Nitrogen Oxides,Road-truck-Long-haul,light_oil,TON,7.15041907
AK,Nitrogen Oxides,Road-truck-Short-haul,diesel_oil,TON,1980.204856
AK,Nitrogen Oxides,Road-truck-Short-haul,light_oil,TON,43.15871869
AK,Nitrogen Oxides,building_comm,biomass,TON,17.57682009
AK,Nitrogen Oxides,building_comm,diesel_oil,TON,355.0493694
AK,Nitrogen Oxides,building_comm,hard_coal,TON,323.5994789
AK,Nitrogen Oxides,building_comm,heavy_oil,TON,0.021164126
AK,Nitrogen Oxides,building_comm,light_oil,TON,18.20162927
AK,Nitrogen Oxides,building_comm,natural_gas,TON,74.21200608
AK,Nitrogen Oxides,building_resid,biomass,TON,85.95075526
AK,Nitrogen Oxides,building_resid,diesel_oil,TON,581.46628
AK,Nitrogen Oxides,building_resid,hard_coal,TON,277.5923435
AK,Nitrogen Oxides,building_resid,light_oil,TON,4.9140601
AK,Nitrogen Oxides,building_resid,natural_gas,TON,993.7179973
AK,Nitrogen Oxides,elec_heat,diesel_oil,TON,10965.67
AK,Nitrogen Oxides,elec_heat,hard_coal,TON,2102.38
AK,Nitrogen Oxides,elec_heat,light_oil,TON,367.42
AK,Nitrogen Oxides,elec_heat,natural_gas,TON,9438.44
AK,Nitrogen Oxides,industry_energy,diesel_oil,TON,1914.454919
AK,Nitrogen Oxides,industry_energy,light_oil,TON,578.1273875
AK,Nitrogen Oxides,industry_energy,natural_gas,TON,66.26732656
AK,Nitrogen Oxides,industry_processes,Process,TON,88.38
AK,Nitrogen Oxides,landfills,Process,TON,99.00901291
AK,Nitrogen Oxides,oil_gas,Process,TON,1762.622766
AK,Nitrogen Oxides,trn_domestic air,diesel_oil,TON,4783.659488
AK,Nitrogen Oxides,trn_domestic ship,diesel_oil,TON,29925.01129
AK,Nitrogen Oxides,trn_rail,diesel_oil,TON,1125.819088
AK,Nitrogen Oxides,trn_rail,light_oil,TON,0.118071224
AK,Nitrogen Oxides,trn_rail,natural_gas,TON,0.009763436
AK,Nitrous Oxide,Road-LDV,diesel_oil,TON,0.636703382
AK,Nitrous Oxide,Road-LDV,light_oil,TON,197.1009043
AK,Nitrous Oxide,Road-bus,diesel_oil,TON,0.067957979
AK,Nitrous Oxide,Road-bus,light_oil,TON,2.398888787
AK,Nitrous Oxide,Road-bus,natural_gas,TON,0.020249252
AK,Nitrous Oxide,Road-truck-Light-Commertial,diesel_oil,TON,0.137474341
AK,Nitrous Oxide,Road-truck-Light-Commertial,light_oil,TON,12.2428613
AK,Nitrous Oxide,Road-truck-Long-haul,diesel_oil,TON,0.413702063
AK,Nitrous Oxide,Road-truck-Long-haul,light_oil,TON,0.062859896
AK,Nitrous Oxide,Road-truck-Short-haul,diesel_oil,TON,0.517453343
AK,Nitrous Oxide,Road-truck-Short-haul,light_oil,TON,0.576689094
AK,PM10 Filterable,Other_Farm,Process,TON,0
AK,PM10 Filterable,building_comm,biomass,TON,40.13944713
AK,PM10 Filterable,building_comm,diesel_oil,TON,8.99283501
AK,PM10 Filterable,building_comm,hard_coal,TON,24.7253818
AK,PM10 Filterable,building_comm,heavy_oil,TON,0
AK,PM10 Filterable,building_comm,light_oil,TON,0.627178596
AK,PM10 Filterable,building_comm,natural_gas,TON,1.991981004
AK,PM10 Filterable,building_resid,diesel_oil,TON,34.887989
AK,PM10 Filterable,building_resid,hard_coal,TON,189.128972
AK,PM10 Filterable,building_resid,light_oil,TON,0.294843685
AK,PM10 Filterable,building_resid,natural_gas,TON,2.070800389
AK,PM10 Filterable,elec_heat,diesel_oil,TON,347.0485959
AK,PM10 Filterable,elec_heat,hard_coal,TON,108.0326203
AK,PM10 Filterable,elec_heat,light_oil,TON,15.78602541
AK,PM10 Filterable,elec_heat,natural_gas,TON,131.9622
AK,PM10 Filterable,industry_processes,Process,TON,10156.81503
AK,PM10 Filterable,landfills,Process,TON,473.1745557
AK,PM10 Filterable,oil_gas,Process,TON,7.7687156
AK,PM10 Filterable,trn_rail,diesel_oil,TON,21
AK,PM10 Primary (Filt + Cond),Other_Farm,Process,TON,0
AK,PM10 Primary (Filt + Cond),Road-LDV,diesel_oil,TON,45.05407621
AK,PM10 Primary (Filt + Cond),Road-LDV,light_oil,TON,299.2136161
AK,PM10 Primary (Filt + Cond),Road-bus,diesel_oil,TON,16.96614073
AK,PM10 Primary (Filt + Cond),Road-bus,light_oil,TON,14.71173319
AK,PM10 Primary (Filt + Cond),Road-bus,natural_gas,TON,0.006419564
AK,PM10 Primary (Filt + Cond),Road-truck-Light-Commertial,diesel_oil,TON,9.50969536
AK,PM10 Primary (Filt + Cond),Road-truck-Light-Commertial,light_oil,TON,13.94726
AK,PM10 Primary (Filt + Cond),Road-truck-Long-haul,diesel_oil,TON,154.1454106
AK,PM10 Primary (Filt + Cond),Road-truck-Long-haul,light_oil,TON,0.208171318
AK,PM10 Primary (Filt + Cond),Road-truck-Short-haul,diesel_oil,TON,112.3147931
AK,PM10 Primary (Filt + Cond),Road-truck-Short-haul,light_oil,TON,1.775210239
AK,PM10 Primary (Filt + Cond),building_comm,biomass,TON,41.24518885
AK,PM10 Primary (Filt + Cond),building_comm,diesel_oil,TON,12.44746416
AK,PM10 Primary (Filt + Cond),building_comm,hard_coal,TON,24.95832798
AK,PM10 Primary (Filt + Cond),building_comm,heavy_oil,TON,0
AK,PM10 Primary (Filt + Cond),building_comm,light_oil,TON,1.551586366
AK,PM10 Primary (Filt + Cond),building_comm,natural_gas,TON,5.209337719
AK,PM10 Primary (Filt + Cond),building_resid,biomass,TON,810.0143687
AK,PM10 Primary (Filt + Cond),building_resid,diesel_oil,TON,76.882817
AK,PM10 Primary (Filt + Cond),building_resid,hard_coal,TON,220.853749
AK,PM10 Primary (Filt + Cond),building_resid,light_oil,TON,0.64974771
AK,PM10 Primary (Filt + Cond),building_resid,natural_gas,TON,5.384081885
AK,PM10 Primary (Filt + Cond),elec_heat,diesel_oil,TON,516.3457651
AK,PM10 Primary (Filt + Cond),elec_heat,hard_coal,TON,118.4
AK,PM10 Primary (Filt + Cond),elec_heat,light_oil,TON,16.8
AK,PM10 Primary (Filt + Cond),elec_heat,natural_gas,TON,240.16
AK,PM10 Primary (Filt + Cond),industry_energy,diesel_oil,TON,148.2803073
AK,PM10 Primary (Filt + Cond),industry_energy,light_oil,TON,419.9508035
AK,PM10 Primary (Filt + Cond),industry_energy,natural_gas,TON,1.437259565
AK,PM10 Primary (Filt + Cond),industry_processes,Process,TON,10394.55992
AK,PM10 Primary (Filt + Cond),landfills,Process,TON,474.1301516
AK,PM10 Primary (Filt + Cond),oil_gas,Process,TON,110.0150965
AK,PM10 Primary (Filt + Cond),trn_domestic air,diesel_oil,TON,244.4571785
AK,PM10 Primary (Filt + Cond),trn_domestic ship,diesel_oil,TON,1541.410992
AK,PM10 Primary (Filt + Cond),trn_rail,diesel_oil,TON,32.01256899
AK,PM10 Primary (Filt + Cond),trn_rail,light_oil,TON,0.003983362
AK,PM10 Primary (Filt + Cond),trn_rail,natural_gas,TON,9.19E-05
AK,PM2.5 Filterable,Other_Farm,Process,TON,0
AK,PM2.5 Filterable,building_comm,biomass,TON,34.9374531
AK,PM2.5 Filterable,building_comm,diesel_oil,TON,8.347422967
AK,PM2.5 Filterable,building_comm,hard_coal,TON,13.47474092
AK,PM2.5 Filterable,building_comm,heavy_oil,TON,0
AK,PM2.5 Filterable,building_comm,light_oil,TON,0.548542422
AK,PM2.5 Filterable,building_comm,natural_gas,TON,2.016073561
AK,PM2.5 Filterable,building_resid,diesel_oil,TON,26.812075
AK,PM2.5 Filterable,building_resid,hard_coal,TON,115.917737
AK,PM2.5 Filterable,building_resid,light_oil,TON,0.226592465
AK,PM2.5 Filterable,building_resid,natural_gas,TON,1.138939977
AK,PM2.5 Filterable,elec_heat,diesel_oil,TON,330.0942973
AK,PM2.5 Filterable,elec_heat,hard_coal,TON,29.6010173
AK,PM2.5 Filterable,elec_heat,light_oil,TON,15.78581133
AK,PM2.5 Filterable,elec_heat,natural_gas,TON,127.5922
AK,PM2.5 Filterable,industry_processes,Process,TON,1337.840941
AK,PM2.5 Filterable,landfills,Process,TON,426.7672121
AK,PM2.5 Filterable,oil_gas,Process,TON,6.7487156
AK,PM2.5 Filterable,trn_rail,diesel_oil,TON,17
AK,PM2.5 Primary (Filt + Cond),Other_Farm,Process,TON,0
AK,PM2.5 Primary (Filt + Cond),Road-LDV,diesel_oil,TON,41.44961183
AK,PM2.5 Primary (Filt + Cond),Road-LDV,light_oil,TON,264.6899269
AK,PM2.5 Primary (Filt + Cond),Road-bus,diesel_oil,TON,15.60879431
AK,PM2.5 Primary (Filt + Cond),Road-bus,light_oil,TON,13.01426653
AK,PM2.5 Primary (Filt + Cond),Road-bus,natural_gas,TON,0.005678871
AK,PM2.5 Primary (Filt + Cond),Road-truck-Light-Commertial,diesel_oil,TON,8.74889126
AK,PM2.5 Primary (Filt + Cond),Road-truck-Light-Commertial,light_oil,TON,12.338
AK,PM2.5 Primary (Filt + Cond),Road-truck-Long-haul,diesel_oil,TON,141.81339
AK,PM2.5 Primary (Filt + Cond),Road-truck-Long-haul,light_oil,TON,0.184152183
AK,PM2.5 Primary (Filt + Cond),Road-truck-Short-haul,diesel_oil,TON,103.3292887
AK,PM2.5 Primary (Filt + Cond),Road-truck-Short-haul,light_oil,TON,1.570384511
AK,PM2.5 Primary (Filt + Cond),building_comm,biomass,TON,35.97559728
AK,PM2.5 Primary (Filt + Cond),building_comm,diesel_oil,TON,11.81032242
AK,PM2.5 Primary (Filt + Cond),building_comm,hard_coal,TON,13.73804837
AK,PM2.5 Primary (Filt + Cond),building_comm,heavy_oil,TON,0
AK,PM2.5 Primary (Filt + Cond),building_comm,light_oil,TON,1.47987959
AK,PM2.5 Primary (Filt + Cond),building_comm,natural_gas,TON,5.255337189
AK,PM2.5 Primary (Filt + Cond),building_resid,biomass,TON,808.6711783
AK,PM2.5 Primary (Filt + Cond),building_resid,diesel_oil,TON,68.8068705
AK,PM2.5 Primary (Filt + Cond),building_resid,hard_coal,TON,147.64246
AK,PM2.5 Primary (Filt + Cond),building_resid,light_oil,TON,0.58149721
AK,PM2.5 Primary (Filt + Cond),building_resid,natural_gas,TON,4.452219664
AK,PM2.5 Primary (Filt + Cond),elec_heat,diesel_oil,TON,499.3914507
AK,PM2.5 Primary (Filt + Cond),elec_heat,hard_coal,TON,39.968386
AK,PM2.5 Primary (Filt + Cond),elec_heat,light_oil,TON,16.79978591
AK,PM2.5 Primary (Filt + Cond),elec_heat,natural_gas,TON,235.79
AK,PM2.5 Primary (Filt + Cond),industry_energy,diesel_oil,TON,143.7877119
AK,PM2.5 Primary (Filt + Cond),industry_energy,light_oil,TON,386.3958482
AK,PM2.5 Primary (Filt + Cond),industry_energy,natural_gas,TON,1.430374713
AK,PM2.5 Primary (Filt + Cond),industry_processes,Process,TON,1575.586039
AK,PM2.5 Primary (Filt + Cond),landfills,Process,TON,427.722799
AK,PM2.5 Primary (Filt + Cond),oil_gas,Process,TON,108.8252625
AK,PM2.5 Primary (Filt + Cond),trn_domestic air,diesel_oil,TON,227.3213441
AK,PM2.5 Primary (Filt + Cond),trn_domestic ship,diesel_oil,TON,1448.295957
AK,PM2.5 Primary (Filt + Cond),trn_rail,diesel_oil,TON,27.16936179
AK,PM2.5 Primary (Filt + Cond),trn_rail,light_oil,TON,0.003664693
AK,PM2.5 Primary (Filt + Cond),trn_rail,natural_gas,TON,9.19E-05
AK,Sulfur Dioxide,Road-LDV,diesel_oil,TON,1.521873826
AK,Sulfur Dioxide,Road-LDV,light_oil,TON,39.69378111
AK,Sulfur Dioxide,Road-bus,diesel_oil,TON,0.200601119
AK,Sulfur Dioxide,Road-bus,light_oil,TON,1.066217596
AK,Sulfur Dioxide,Road-bus,natural_gas,TON,0.000529479
AK,Sulfur Dioxide,Road-truck-Light-Commertial,diesel_oil,TON,0.302813493
AK,Sulfur Dioxide,Road-truck-Light-Commertial,light_oil,TON,2.99427301
AK,Sulfur Dioxide,Road-truck-Long-haul,diesel_oil,TON,2.845418637
AK,Sulfur Dioxide,Road-truck-Long-haul,light_oil,TON,0.030870073
AK,Sulfur Dioxide,Road-truck-Short-haul,diesel_oil,TON,2.214980597
AK,Sulfur Dioxide,Road-truck-Short-haul,light_oil,TON,0.179283463
AK,Sulfur Dioxide,building_comm,biomass,TON,1.908407209
AK,Sulfur Dioxide,building_comm,diesel_oil,TON,49.97753714
AK,Sulfur Dioxide,building_comm,hard_coal,TON,196.7555882
AK,Sulfur Dioxide,building_comm,heavy_oil,TON,0.080886162
AK,Sulfur Dioxide,building_comm,light_oil,TON,11.47531508
AK,Sulfur Dioxide,building_comm,natural_gas,TON,9.069360877
AK,Sulfur Dioxide,building_resid,biomass,TON,15.83821942
AK,Sulfur Dioxide,building_resid,diesel_oil,TON,1376.13679
AK,Sulfur Dioxide,building_resid,hard_coal,TON,293.149619
AK,Sulfur Dioxide,building_resid,light_oil,TON,11.62993295
AK,Sulfur Dioxide,building_resid,natural_gas,TON,6.212400982
AK,Sulfur Dioxide,elec_heat,diesel_oil,TON,914.746
AK,Sulfur Dioxide,elec_heat,hard_coal,TON,1785.29
AK,Sulfur Dioxide,elec_heat,light_oil,TON,1.88
AK,Sulfur Dioxide,elec_heat,natural_gas,TON,358.63
AK,Sulfur Dioxide,industry_energy,diesel_oil,TON,43.99492952
AK,Sulfur Dioxide,industry_energy,light_oil,TON,5.912562267
AK,Sulfur Dioxide,industry_energy,natural_gas,TON,0.319776145
AK,Sulfur Dioxide,industry_processes,Process,TON,22.51
AK,Sulfur Dioxide,landfills,Process,TON,23.54907647
AK,Sulfur Dioxide,oil_gas,Process,TON,380.4314522
AK,Sulfur Dioxide,trn_domestic air,diesel_oil,TON,435.4668185
AK,Sulfur Dioxide,trn_domestic ship,diesel_oil,TON,7148.353501
AK,Sulfur Dioxide,trn_rail,diesel_oil,TON,4.01077838
AK,Sulfur Dioxide,trn_rail,light_oil,TON,0.000516946
AK,Sulfur Dioxide,trn_rail,natural_gas,TON,1.88E-05
AK,Volatile Organic Compounds,Road-LDV,diesel_oil,TON,479.1904732
AK,Volatile Organic Compounds,Road-LDV,light_oil,TON,7880.859807
AK,Volatile Organic Compounds,Road-bus,diesel_oil,TON,27.42953419
AK,Volatile Organic Compounds,Road-bus,light_oil,TON,171.5683808
AK,Volatile Organic Compounds,Road-bus,natural_gas,TON,0.148073668
AK,Volatile Organic Compounds,Road-truck-Light-Commertial,diesel_oil,TON,57.5953627
AK,Volatile Organic Compounds,Road-truck-Light-Commertial,light_oil,TON,410.199
AK,Volatile Organic Compounds,Road-truck-Long-haul,diesel_oil,TON,227.3424658
AK,Volatile Organic Compounds,Road-truck-Long-haul,light_oil,TON,3.09389653
AK,Volatile Organic Compounds,Road-truck-Short-haul,diesel_oil,TON,165.3743936
AK,Volatile Organic Compounds,Road-truck-Short-haul,light_oil,TON,21.84415185
AK,Volatile Organic Compounds,building_comm,biomass,TON,1.333076217
AK,Volatile Organic Compounds,building_comm,diesel_oil,TON,42.30327342
AK,Volatile Organic Compounds,building_comm,hard_coal,TON,1.796824528
AK,Volatile Organic Compounds,building_comm,heavy_oil,TON,0
AK,Volatile Organic Compounds,building_comm,light_oil,TON,19.34086063
AK,Volatile Organic Compounds,building_comm,natural_gas,TON,4.061031159
AK,Volatile Organic Compounds,building_resid,biomass,TON,1037.865795
AK,Volatile Organic Compounds,building_resid,diesel_oil,TON,22.612599
AK,Volatile Organic Compounds,building_resid,hard_coal,TON,305.046228
AK,Volatile Organic Compounds,building_resid,light_oil,TON,0.19110244
AK,Volatile Organic Compounds,building_resid,natural_gas,TON,56.946987
AK,Volatile Organic Compounds,elec_heat,diesel_oil,TON,432.24
AK,Volatile Organic Compounds,elec_heat,hard_coal,TON,9.64
AK,Volatile Organic Compounds,elec_heat,light_oil,TON,0.59
AK,Volatile Organic Compounds,elec_heat,natural_gas,TON,391.76
AK,Volatile Organic Compounds,industry_energy,diesel_oil,TON,203.8222432
AK,Volatile Organic Compounds,industry_energy,light_oil,TON,15605.65052
AK,Volatile Organic Compounds,industry_energy,natural_gas,TON,15.80706583
AK,Volatile Organic Compounds,industry_processes,Process,TON,4654.594872
AK,Volatile Organic Compounds,landfills,Process,TON,257.8939627
AK,Volatile Organic Compounds,oil_gas,Process,TON,133258.6691
AK,Volatile Organic Compounds,trn_domestic air,diesel_oil,TON,1760.326494
AK,Volatile Organic Compounds,trn_domestic ship,diesel_oil,TON,811.0844178
AK,Volatile Organic Compounds,trn_rail,diesel_oil,TON,53.26033446
AK,Volatile Organic Compounds,trn_rail,light_oil,TON,0.291570466
AK,Volatile Organic Compounds,trn_rail,natural_gas,TON,0.002723759
AL,Ammonia,Beef,Process,TON,5601.352443
AL,Ammonia,Dairy,Process,TON,521.7148279
AL,Ammonia,Other_Farm,Process,TON,5663.489152
AL,Ammonia,Pork,Process,TON,1440.336348
AL,Ammonia,Poultry,Process,TON,46088.59547
AL,Ammonia,Road-LDV,diesel_oil,TON,9.82852156
AL,Ammonia,Road-LDV,light_oil,TON,2175.94937
AL,Ammonia,Road-bus,diesel_oil,TON,3.2067354
AL,Ammonia,Road-bus,light_oil,TON,1.404793706
AL,Ammonia,Road-bus,natural_gas,TON,0.142006646
AL,Ammonia,Road-truck-Light-Commertial,diesel_oil,TON,9.5142334
AL,Ammonia,Road-truck-Light-Commertial,light_oil,TON,338.052976
AL,Ammonia,Road-truck-Long-haul,diesel_oil,TON,72.01503228
AL,Ammonia,Road-truck-Long-haul,light_oil,TON,2.36439839
AL,Ammonia,Road-truck-Short-haul,diesel_oil,TON,77.3813299
AL,Ammonia,Road-truck-Short-haul,light_oil,TON,15.89334389
AL,Ammonia,SheepGoat,Process,TON,619.997796
AL,Ammonia,building_comm,biomass,TON,1.88
AL,Ammonia,building_comm,diesel_oil,TON,0.182584556
AL,Ammonia,building_comm,hard_coal,TON,0
AL,Ammonia,building_comm,heavy_oil,TON,0.004237303
AL,Ammonia,building_comm,light_oil,TON,0.024992685
AL,Ammonia,building_comm,natural_gas,TON,20.85292757
AL,Ammonia,building_resid,biomass,TON,78.85395377
AL,Ammonia,building_resid,diesel_oil,TON,2.09880702
AL,Ammonia,building_resid,light_oil,TON,0.230608092
AL,Ammonia,building_resid,natural_gas,TON,361.9716083
AL,Ammonia,cement,Process,TON,2.559755
AL,Ammonia,elec_heat,diesel_oil,TON,0.45
AL,Ammonia,elec_heat,hard_coal,TON,228.703456
AL,Ammonia,elec_heat,natural_gas,TON,260.165762
AL,Ammonia,industry_energy,diesel_oil,TON,14.55946901
AL,Ammonia,industry_energy,light_oil,TON,8.186542769
AL,Ammonia,industry_processes,Process,TON,1437.026274
AL,Ammonia,landfills,Process,TON,87.27474
AL,Ammonia,oil_gas,Process,TON,2.9
AL,Ammonia,trn_domestic ship,diesel_oil,TON,4.567051822
AL,Ammonia,trn_rail,diesel_oil,TON,7.485260983
AL,Ammonia,trn_rail,light_oil,TON,0.003206994
AL,Carbon Dioxide,Road-LDV,diesel_oil,TON,382531.788
AL,Carbon Dioxide,Road-LDV,light_oil,TON,24737132.5
AL,Carbon Dioxide,Road-bus,diesel_oil,TON,205705.8775
AL,Carbon Dioxide,Road-bus,light_oil,TON,41759.27533
AL,Carbon Dioxide,Road-bus,natural_gas,TON,6177.095
AL,Carbon Dioxide,Road-truck-Light-Commertial,diesel_oil,TON,343606.049
AL,Carbon Dioxide,Road-truck-Light-Commertial,light_oil,TON,4455640.11
AL,Carbon Dioxide,Road-truck-Long-haul,diesel_oil,TON,4177273.855
AL,Carbon Dioxide,Road-truck-Long-haul,light_oil,TON,63812.3957
AL,Carbon Dioxide,Road-truck-Short-haul,diesel_oil,TON,5267890.23
AL,Carbon Dioxide,Road-truck-Short-haul,light_oil,TON,448218.8316
AL,Carbon Dioxide,industry_energy,diesel_oil,TON,1791656.311
AL,Carbon Dioxide,industry_energy,light_oil,TON,557416.2271
AL,Carbon Dioxide,industry_energy,natural_gas,TON,290689.1227
AL,Carbon Dioxide,trn_rail,diesel_oil,TON,5374.325156
AL,Carbon Dioxide,trn_rail,light_oil,TON,240.5737912
AL,Carbon Dioxide,trn_rail,natural_gas,TON,8.280711036
AL,Carbon Monoxide,AWB,Process,TON,4485.81171
AL,Carbon Monoxide,Road-LDV,diesel_oil,TON,7457.93535
AL,Carbon Monoxide,Road-LDV,light_oil,TON,539845.127
AL,Carbon Monoxide,Road-bus,diesel_oil,TON,574.211249
AL,Carbon Monoxide,Road-bus,light_oil,TON,2166.045331
