# File: L123.LC_bm2_R_MgdFor_Yh_GLU_beforeadjust.csv
# Title: Initialization of harvested area (ha) by country/GLU/crop
# Units: thousand km2
# Author: XZ
# Description: This file was output from the module_aglu_LB123.LC_R_MgdPastFor_Yh_GLU, before the scaling of managed forest,,,
# Column types: iccin 
# ----------
GCAM_region_ID,Land_Type,GLU,year,MgdFor
1,Forest,GLU007,1700,0.662245304
1,Forest,GLU007,1750,2.720811724
1,Forest,GLU007,1800,4.779378145
1,Forest,GLU007,1850,13.1752953
1,Forest,GLU007,1900,42.34498883
1,Forest,GLU007,1950,84.57757266
1,Forest,GLU023,1700,0.069222985
1,Forest,GLU023,1750,0.284400219
1,Forest,GLU023,1800,0.499577453
1,Forest,GLU023,1850,1.377183446
1,Forest,GLU023,1900,4.426224713
1,Forest,GLU023,1950,8.840699989
1,Forest,GLU027,1700,3.97E-04
1,Forest,GLU027,1750,0.001632174
1,Forest,GLU027,1800,0.002867077
1,Forest,GLU027,1850,0.007903662
1,Forest,GLU027,1900,0.025402124
1,Forest,GLU027,1950,0.050736817
1,Forest,GLU096,1700,1.15E-04
1,Forest,GLU096,1750,4.73E-04
1,Forest,GLU096,1800,8.31E-04
1,Forest,GLU096,1850,0.002291289
1,Forest,GLU096,1900,0.007364131
1,Forest,GLU096,1950,0.014708714
1,Forest,GLU101,1700,0.003803442
1,Forest,GLU101,1750,0.015626307
1,Forest,GLU101,1800,0.027449172
1,Forest,GLU101,1850,0.075669038
1,Forest,GLU101,1900,0.243197932
1,Forest,GLU101,1950,0.485750294
1,Forest,GLU217,1700,0.254119038
1,Forest,GLU217,1750,1.044039203
1,Forest,GLU217,1800,1.833959367
1,Forest,GLU217,1850,5.055669482
1,Forest,GLU217,1900,16.24876429
1,Forest,GLU217,1950,32.45439615
1,Forest,GLU218,1700,0.104263261
1,Forest,GLU218,1750,0.428361969
1,Forest,GLU218,1800,0.752460677
1,Forest,GLU218,1850,2.074305762
1,Forest,GLU218,1900,6.666754127
1,Forest,GLU218,1950,13.31581132
1,Forest,GLU219,1700,0.244619236
1,Forest,GLU219,1750,1.005009596
1,Forest,GLU219,1800,1.765399955
1,Forest,GLU219,1850,4.866671987
1,Forest,GLU219,1900,15.64133223
1,Forest,GLU219,1950,31.24114445
1,Forest,GLU220,1700,0.136905394
1,Forest,GLU220,1750,0.562471033
1,Forest,GLU220,1800,0.988036672
1,Forest,GLU220,1850,2.723717297
1,Forest,GLU220,1900,8.753942579
1,Forest,GLU220,1950,17.48464777
1,Forest,GLU221,1700,0.062489736
1,Forest,GLU221,1750,0.256736901
1,Forest,GLU221,1800,0.450984065
1,Forest,GLU221,1850,1.243226222
1,Forest,GLU221,1900,3.995690364
1,Forest,GLU221,1950,7.980774146
1,Forest,GLU222,1700,0.039235888
1,Forest,GLU222,1750,0.161199277
1,Forest,GLU222,1800,0.283162666
1,Forest,GLU222,1850,0.780593549
1,Forest,GLU222,1900,2.508803359
1,Forest,GLU222,1950,5.010947085
1,Forest,GLU223,1700,0.177444814
1,Forest,GLU223,1750,0.729025826
1,Forest,GLU223,1800,1.280606838
1,Forest,GLU223,1850,3.530244467
1,Forest,GLU223,1900,11.34609579
1,Forest,GLU223,1950,22.66207331
1,Forest,GLU224,1700,0.189586672
1,Forest,GLU224,1750,0.778910229
1,Forest,GLU224,1800,1.368233785
1,Forest,GLU224,1850,3.771805371
1,Forest,GLU224,1900,12.12246501
1,Forest,GLU224,1950,24.21275088
1,Forest,GLU225,1700,0.105060028
1,Forest,GLU225,1750,0.431635458
1,Forest,GLU225,1800,0.758210889
1,Forest,GLU225,1850,2.090157349
1,Forest,GLU225,1900,6.717700637
1,Forest,GLU225,1950,13.4175691
1,Forest,GLU226,1700,0.887032836
1,Forest,GLU226,1750,3.644343459
1,Forest,GLU226,1800,6.401654081
1,Forest,GLU226,1850,17.64741779
1,Forest,GLU226,1900,56.71825128
1,Forest,GLU226,1950,113.2859437
1,Forest,GLU227,1700,0.326630041
1,Forest,GLU227,1750,1.341948128
1,Forest,GLU227,1800,2.357266216
1,Forest,GLU227,1850,6.498267671
1,Forest,GLU227,1900,20.88522995
1,Forest,GLU227,1950,41.71501994
1,Forest,GLU228,1700,0.330212146
1,Forest,GLU228,1750,1.35666508
1,Forest,GLU228,1800,2.383118014
1,Forest,GLU228,1850,6.569533235
1,Forest,GLU228,1900,21.11427525
1,Forest,GLU228,1950,42.17250254
1,Forest,GLU229,1700,0.701520037
1,Forest,GLU229,1750,2.882170596
1,Forest,GLU229,1800,5.062821155
1,Forest,GLU229,1850,13.95666167
1,Forest,GLU229,1900,44.85627602
1,Forest,GLU229,1950,89.59348082
1,Forest,GLU230,1700,0.1159506
1,Forest,GLU230,1750,0.476378996
1,Forest,GLU230,1800,0.836807392
1,Forest,GLU230,1850,2.306824061
1,Forest,GLU230,1900,7.414060702
1,Forest,GLU230,1950,14.80844074
1,Forest,GLU231,1700,0.050193247
1,Forest,GLU231,1750,0.206217204
1,Forest,GLU231,1800,0.362241161
1,Forest,GLU231,1850,0.998588964
1,Forest,GLU231,1900,3.209433836
1,Forest,GLU231,1950,6.410348213
1,Forest,GLU232,1700,0.262327123
1,Forest,GLU232,1750,1.077761834
1,Forest,GLU232,1800,1.893196544
1,Forest,GLU232,1850,5.218968405
1,Forest,GLU232,1900,16.77360194
1,Forest,GLU232,1950,33.50267827
1,Forest,GLU233,1700,0.306712588
1,Forest,GLU233,1750,1.260117965
1,Forest,GLU233,1800,2.213523342
1,Forest,GLU233,1850,6.102012187
1,Forest,GLU233,1900,19.61167716
1,Forest,GLU233,1950,39.17129502
2,Forest,GLU087,1700,4.949606384
2,Forest,GLU087,1750,5.430099609
2,Forest,GLU087,1800,5.910592833
2,Forest,GLU087,1850,7.549389097
2,Forest,GLU087,1900,12.68087229
2,Forest,GLU087,1950,24.23976782
2,Forest,GLU100,1700,0.02393868
2,Forest,GLU100,1750,0.026262577
2,Forest,GLU100,1800,0.028586474
2,Forest,GLU100,1850,0.036512482
2,Forest,GLU100,1900,0.061330806
2,Forest,GLU100,1950,0.117235192
2,Forest,GLU170,1700,1.122964951
2,Forest,GLU170,1750,1.231979085
2,Forest,GLU170,1800,1.340993218
2,Forest,GLU170,1850,1.712802737
2,Forest,GLU170,1900,2.877031834
2,Forest,GLU170,1950,5.499509976
2,Forest,GLU171,1700,0.756789217
2,Forest,GLU171,1750,0.830256087
2,Forest,GLU171,1800,0.903722958
2,Forest,GLU171,1850,1.154293052
2,Forest,GLU171,1900,1.938891027
2,Forest,GLU171,1950,3.706233077
2,Forest,GLU177,1700,14.17019674
2,Forest,GLU177,1750,15.54579775
2,Forest,GLU177,1800,16.92139875
2,Forest,GLU177,1850,21.61309819
2,Forest,GLU177,1900,36.30398889
2,Forest,GLU177,1950,69.39587762
2,Forest,GLU179,1700,1.834189282
2,Forest,GLU179,1750,2.012246981
2,Forest,GLU179,1800,2.19030468
2,Forest,GLU179,1850,2.797597929
2,Forest,GLU179,1900,4.699185802
2,Forest,GLU179,1950,8.982597582
2,Forest,GLU183,1700,0.111266982
2,Forest,GLU183,1750,0.122068453
2,Forest,GLU183,1800,0.132869925
2,Forest,GLU183,1850,0.169710009
2,Forest,GLU183,1900,0.285065575
2,Forest,GLU183,1950,0.544909151
3,Forest,GLU080,1700,0.657040284
3,Forest,GLU080,1750,0.706748532
3,Forest,GLU080,1800,0.75645678
3,Forest,GLU080,1850,1.00744741
3,Forest,GLU080,1900,1.600825496
3,Forest,GLU080,1950,3.082215814
3,Forest,GLU086,1700,16.38793786
3,Forest,GLU086,1750,17.62776394
3,Forest,GLU086,1800,18.86759002
3,Forest,GLU086,1850,25.12781326
3,Forest,GLU086,1900,39.92788481
3,Forest,GLU086,1950,76.87681027
3,Forest,GLU087,1700,0.335444705
3,Forest,GLU087,1750,0.360822705
3,Forest,GLU087,1800,0.386200706
3,Forest,GLU087,1850,0.514341217
3,Forest,GLU087,1900,0.817283886
3,Forest,GLU087,1950,1.573591451
3,Forest,GLU144,1700,0
3,Forest,GLU144,1750,0
3,Forest,GLU144,1800,0
3,Forest,GLU144,1850,0
3,Forest,GLU144,1900,0
3,Forest,GLU144,1950,0
4,Forest,GLU087,1700,0.131050906
4,Forest,GLU087,1750,0.144763443
4,Forest,GLU087,1800,0.15847598
4,Forest,GLU087,1850,0.108477444
4,Forest,GLU087,1900,0.204227597
4,Forest,GLU087,1950,0.744672422
4,Forest,GLU162,1700,0.054614228
4,Forest,GLU162,1750,0.060328798
4,Forest,GLU162,1800,0.066043369
4,Forest,GLU162,1850,0.045206951
4,Forest,GLU162,1900,0.085109923
4,Forest,GLU162,1950,0.310335202
4,Forest,GLU171,1700,1.815714644
4,Forest,GLU171,1750,2.005702299
4,Forest,GLU171,1800,2.195689953
4,Forest,GLU171,1850,1.502958581
4,Forest,GLU171,1900,2.829580125
4,Forest,GLU171,1950,10.3174611
4,Forest,GLU179,1700,0.210529384
4,Forest,GLU179,1750,0.232558167
4,Forest,GLU179,1800,0.25458695
4,Forest,GLU179,1850,0.174265789
4,Forest,GLU179,1900,0.328085563
4,Forest,GLU179,1950,1.196294109
4,Forest,GLU182,1700,1.81893469
4,Forest,GLU182,1750,2.009259275
