# File: CPSY_GWh_province_F_elec_out.csv
# Title: Electricity generation by fuel
# Units: 100 - GWh
# Source: China power statistical yearbook
# Column types: cinnnnnnnnnnni
# ----------
province.name,year,coal,hydro,nuclear,wind,solar,other,nuc.adj,wind.adj,solar.adj,geothermal,coal.adj,row
Heilongjiang,2002,450.61,15.64,0,0,0,-1.42E-14,0,0,0,0,0,11
Heilongjiang,2003,,,,0,0,,0,0,,0,0,12
Heilongjiang,2004,534.82,13.38,0,0,0,0.46,0,0,0.46,0,0,13
Heilongjiang,2005,580,18,0,0,0,1,0,0,1,0,0,14
Heilongjiang,2006,,,,0,0,,,,,,0,15
Heilongjiang,2007,684,12,0,3,0,0,0,0,0,0,0,16
Heilongjiang,2008,715,14,0,10,0,0,0,0,0,0,0,17
Heilongjiang,2009,694,18,0,19.9,0,0.1,0,0,0,0,0,18
Heilongjiang,2010,736,22,33,0,0,0,0,0,0,0,0,19
Heilongjiang,2011,775,16,0,43,0,0,0,0,0,0,0,20
Heilongjiang,2012,772,18,0,51,0,1,0,0,0,1,0,21
Shanghai,1994,401.12,0,0,0,0,0,0,0,0,0,0,3
Shanghai,1995,407.04,0,0,0,0,0,0,0,0,0,0,4
Shanghai,1996,430.15,0,0,0,0,0,0,0,0,0,0,5
Shanghai,1997,459.62,0,0,0,0,0,0,0,0,0,0,6
Shanghai,1998,482.86,0,0,0,0,0,0,0,0,0,0,7
Shanghai,1999,500.3,0,0,0,0,0,0,0,0,0,0,8
Shanghai,2000,558.27,0,0,0,0,0,0,0,0,0,0,9
Shanghai,2001,576.97,0,0,0,0,0,0,0,0,0,0,10
Shanghai,2002,616.48,0,0,0,0,0,0,0,0,0,0,11
Shanghai,2003,,,,0,0,,0,0,,0,0,12
Shanghai,2004,711.27,0,0,0,0,0.07,0,0,0.07,0,0,13
Shanghai,2005,746.06,0,0,0,0,0.2,0,0,0.2,0,0,14
Shanghai,2006,,,,0,0,,,,,,0,15
Shanghai,2007,726,0,0,0.4,0,15.6,0,0,0,0,0,16
Shanghai,2008,794,0,0,0.6,0,0.4,0,0,0,0,0,17
Shanghai,2009,782,0,0,0.7,0,0.3,0,0,0,0,0,18
Shanghai,2010,942,0,0,2,0,0,0,0,0,2.27E-14,0,19
Shanghai,2011,1021.9,0,0,4,0.1,2.27E-14,0,0,0,2.27E-14,0,20
Shanghai,2012,966.6,0,0,6.3,0.1,-2.26E-14,0,0,0,-2.26E-14,0,21
Jiangsu,1994,631.48,0.42,0,0,0,0,0,0,0,0,0,3
Jiangsu,1995,706.71,0.4,0,0,0,-2.28E-14,0,0,0,0,0,4
Jiangsu,1996,756.39,0.48,0,0,0,1.82E-14,0,1.82E-14,0,0,0,5
Jiangsu,1997,776.2,0.53,0,0,0,-2.73E-14,0,0,0,0,0,6
Jiangsu,1998,780.33,0.74,0,0,0,9.10E-15,0,0,9.10E-15,0,0,7
Jiangsu,1999,845.27,0.32,0,0,0,5.00E-14,0,0,5.00E-14,0,0,8
Jiangsu,2000,971.85,0.71,0,0,0,-7.73E-14,0,0,0,0,0,9
Jiangsu,2001,1040.62,0.58,0,0,0,0,0,0,0,0,0,10
Jiangsu,2002,1167.16,1.6,0,0,0,-9.10E-14,0,0,0,0,0,11
Jiangsu,2003,,,,0,0,,0,0,,0,0,12
Jiangsu,2004,1635.45,3.27,0,0,0,0.29,0,0,0.29,0,0,13
Jiangsu,2005,2114.29,3.14,0,0,0,2.57,0,0,2.57,0,0,14
Jiangsu,2006,,,,0,0,,,,,,0,15
Jiangsu,2007,2709,3,100,2.1,0,10.9,0,0,0,0,0,16
Jiangsu,2008,2735,3.3,141,7.7,0,-1.15E-14,0,0,0,0,0,17
Jiangsu,2009,2825,3,142,14,0,0,0,0,0,0,0,18
Jiangsu,2010,3305,14,157,23,0,0,0,0,0,0.2,0,19
Jiangsu,2011,3731,13,161,27,0.8,0.2,0,0,0,0.2,0,20
Jiangsu,2012,3943,12,162,37,4,0,0,0,0,0,0,21
Zhejiang,1994,278.95,61.95,0,0,0,0,0,0,0,0,0,3
Zhejiang,1995,306.86,78.08,0,0,0,0.11,0,0.11,0,0,0,4
Zhejiang,1996,373.79,52.31,0,0,0,0,0,0,0,0,0,5
Zhejiang,1997,404.16,61.49,20.12,0,0,-4.62E-14,0,0,0,0,0,6
Zhejiang,1998,427.37,99.63,11.63,0,0,0.37,0,0,0.37,0,0,7
Zhejiang,1999,489.35,106.26,7.33,0,0,0.6,0,0,0.6,0,0,8
Zhejiang,2000,586.49,89.76,20.35,0,0,0.73,0,0,0.73,0,0,9
Zhejiang,2001,656.91,105.73,24.72,0,0,0.81,0,0,0.81,0,0,10
Zhejiang,2002,692.87,138.83,56.12,0,0,1.39,0,0,1.39,0,0,11
Zhejiang,2003,,,,0,0,,0,0,,0,0,12
Zhejiang,2004,952.55,85.45,219.88,0,0,0.95,0,0,0.95,0,0,13
Zhejiang,2005,1081.1,135.17,221.02,0,0,0.53,0,0,0.53,0,0,14
Zhejiang,2006,,,,0,0,,,,,,0,15
Zhejiang,2007,1723,130,226.5,0.5,0,0,0,0,0,0,0,16
Zhejiang,2008,1748,147,238,1,0,0,0,0,0,0,0,17
Zhejiang,2009,1855,152,240,3.5,0,0.5,0,0,0,0,0,18
Zhejiang,2010,2082,224,257,4.7,0,0.3,0,0,0,0,0,19
Zhejiang,2011,2343,156,286,5,0,0,0,0,0,0,0,20
Zhejiang,2012,2273,220,346,7.8,0.1,0.1,0,0,0,0.1,0,21
Anhui,1994,286.01,12.28,0,0,0,3.02E-14,0,3.02E-14,0,0,0,3
Anhui,1995,298.93,11.32,0,0,0,0,0,0,0,0,0,4
Anhui,1996,314.18,11.64,0,0,0,-1.42E-14,0,0,0,0,0,5
Anhui,1997,319.63,9.7,0,0,0,0,0,0,0,0,0,6
Anhui,1998,302.42,13.76,0,0,0,0,0,0,0,0,0,7
Anhui,1999,307.01,12.45,0,0,0,-1.07E-14,0,0,0,0,0,8
Anhui,2000,360.84,7.3,0,0,0,1.15E-14,0,0,1.15E-14,0,0,9
Anhui,2001,408.16,9.26,0,0,0,-8.88E-15,0,0,0,0,0,10
Anhui,2002,457.03,13.57,0,0,0,4.97E-14,0,0,4.97E-14,0,0,11
Anhui,2003,,,,0,0,,0,0,,0,0,12
Anhui,2004,598.75,12.27,0,0,0,-1.78E-14,0,0,0,0,0,13
Anhui,2005,629.18,13.06,0,0,0,5.86E-14,0,0,5.86E-14,0,0,14
Anhui,2006,,,,0,0,,,,,,0,15
Anhui,2007,848,20,0,0,0,0,0,0,0,0,0,16
Anhui,2008,1074,28,0,0,0,1,0,0,0,0,0,17
Anhui,2009,1299,29,0,0,0,1,0,0,0,0,0,18
Anhui,2010,1426,37,0,0,0,0,0,0,0,0,0,19
Anhui,2011,1624,28,0,3,0,0,0,0,0,0,0,20
Anhui,2012,1767,36,0,4.6,0.4,0,0,0,0,0,0,21
Fujian,1994,107.83,121.02,0,0,0,0,0,0,0,0,0,3
Fujian,1995,107.74,153.54,0,0,0,0,0,0,0,0,0,4
Fujian,1996,139.05,141.83,0,0,0,0,0,0,0,0,0,5
Fujian,1997,117.41,183.31,0,0,0,2.84E-14,0,0,2.84E-14,0,0,6
Fujian,1998,137.74,184.96,0,0,0,-2.84E-14,0,0,0,0,0,7
Fujian,1999,172.17,185.28,0,0,0,0,0,0,0,0,0,8
Fujian,2000,208.46,195.18,0,0,0,0.1,0,0,0.1,0,0,9
Fujian,2001,211.7,234.43,0,0,0,0.26,0,0,0.26,0,0,10
Fujian,2002,308.5,224.35,0,0,0,0.23,0,0,0.23,0,0,11
Fujian,2003,,,,0,0,,0,0,,0,0,12
Fujian,2004,504.9,154.57,0,0,0,0.19,0,0,0.19,0,0,13
Fujian,2005,486,291,0,0,0,0,0,0,0,0,0,14
Fujian,2006,,,,0,0,,,,,,0,15
Fujian,2007,723,312,0,4,0,0,0,0,0,0,0,16
Fujian,2008,748,332,0,5,0,0,0,0,0,0,0,17
Fujian,2009,886,276,0,8.8,0,0.2,0,0,0,0,0,18
Fujian,2010,891,454,0,11,0,0,0,0,0,0,0,19
Fujian,2011,1272,285,0,22,0,0,0,0,0,0,0,20
Fujian,2012,1118,476,0,28,0.02,0.98,0,0,0,0.98,0,21
Jiangxi,1994,114.28,51.04,0,0,0,0,0,0,0,0,0,3
Jiangxi,1995,124.9,55.86,0,0,0,0,0,0,0,0,0,4
Jiangxi,1996,136.31,46.98,0,0,0,0,0,0,0,0,0,5
Jiangxi,1997,119.3,60.52,0,0,0,-7.11E-15,0,0,0,0,0,6
Jiangxi,1998,121.67,59.39,0,0,0,0,0,0,0,0,0,7
Jiangxi,1999,134.72,53.08,0,0,0,1.42E-14,0,0,1.42E-14,0,0,8
Jiangxi,2000,148.81,52.25,0,0,0,0,0,0,0,0,0,9
Jiangxi,2001,161.91,54.25,0,0,0,0,0,0,0,0,0,10
Jiangxi,2002,186.48,61.51,0,0,0,2.13E-14,0,0,2.13E-14,0,0,11
Jiangxi,2003,,,,0,0,,0,0,,0,0,12
Jiangxi,2004,301.27,38.9,0,0,0,3.55E-14,0,0,3.55E-14,0,0,13
Jiangxi,2005,300,50,0,0,0,0,0,0,0,0,0,14
Jiangxi,2006,,,,0,0,,,,,,0,15
Jiangxi,2007,421,73,0,0,0,0,0,0,0,0,0,16
Jiangxi,2008,405,89,0,0,0,0,0,0,0,0,0,17
Jiangxi,2009,445,78,0,1,0,0,0,0,0,0,0,18
Jiangxi,2010,537,101,0,1,0,0,0,0,0,0,0,19
Jiangxi,2011,665,75,0,2,0,0,0,0,0,0,0,20
Jiangxi,2012,610,146,0,3.2,0.1,0.7,0,0,0,0.7,0,21
Shandong,1994,676.9,0.76,0,0,0,-9.10E-15,0,0,0,0,0,3
Shandong,1995,736.76,0.87,0,0,0,4.55E-15,0,4.55E-15,0,0,0,4
Shandong,1996,792.23,0.8,0,0,0,-4.55E-14,0,0,0,0,0,5
Shandong,1997,839.74,0.56,0,0,0,-5.46E-14,0,0,0,0,0,6
Shandong,1998,847.77,0.92,0,0,0,7.27E-14,0,0,7.27E-14,0,0,7
Shandong,1999,914.22,0.52,0,0,0,0,0,0,0,0,0,8
Shandong,2000,1000.54,0.31,0,0,0,5.91E-14,0,0,5.91E-14,0,0,9
Shandong,2001,1104.04,0.31,0,0,0,-5.46E-14,0,0,0,0,0,10
Shandong,2002,1241.62,0.15,0,0,0,9.10E-14,0,0,9.10E-14,0,0,11
Shandong,2003,,,,0,0,,0,0,,0,0,12
Shandong,2004,1639.18,0.41,0,0,0,0.16,0,0,0.16,0,0,13
Shandong,2005,1898.8,0,0,0,0,1.2,0,0,1.2,0,0,14
Shandong,2006,,,,0,0,,,,,,0,15
Shandong,2007,2591,2,0,2.7,0,0.3,0,0,0,0,0,16
Shandong,2008,2689,2,0,5.4,0,0.6,0,0,0,0,0,17
Shandong,2009,2858,1,0,12,0,0,0,0,0,0,0,18
Shandong,2010,3064,1,0,26,0,0,0,0,0,9.09E-14,0,19
Shandong,2011,3128.6,1.1,0,41.9,0.4,9.09E-14,0,0,0,9.09E-14,0,20
Shandong,2012,3241,1.2,0,63,0.7,0.1,0,0,0,0.1,0,21
Henan,1994,467.76,17.11,0,0,0,0,0,0,0,0,0,3
Henan,1995,535.38,15.86,0,0,0,1.42E-14,0,1.42E-14,0,0,0,4
Henan,1996,577.19,16.8,0,0,0,-4.62E-14,0,0,0,0,0,5
Henan,1997,617.53,13.3,0,0,0,6.75E-14,0,0,6.75E-14,0,0,6
Henan,1998,609.43,16.81,0,0,0,6.04E-14,0,0,6.04E-14,0,0,7
Henan,1999,642.49,16.36,0,0,0,1.42E-14,0,0,1.42E-14,0,0,8
Henan,2000,680,22.73,0,0,0,1.78E-14,0,0,1.78E-14,0,0,9
Henan,2001,760.22,35.72,0,0,0,2.84E-14,0,0,2.84E-14,0,0,10
Henan,2002,847.34,48.59,0,0,0,-8.53E-14,0,0,0,0,0,11
Henan,2003,,,,0,0,,0,0,,0,0,12
Henan,2004,1093.52,68.84,0,0,0,-8.53E-14,0,0,0,0,0,13
Henan,2005,1315.9,67,0,0,0,0.1,0,0,0.1,0,0,14
Henan,2006,,,,0,0,,,,,,0,15
Henan,2007,1773,91,0,0,0,0,0,0,0,0,0,16
Henan,2008,1890,81,0,0.2,0,0.8,0,0,0,0,0,17
Henan,2009,1985,82,0,1,0,0,0,0,0,0,0,18
Henan,2010,2198,85,0,1,0,0,0,0,0,0.3,0,19
Henan,2011,2498,98,0,1.7,0,0.3,0,0,0,0.3,0,20
Henan,2012,2465,128,0,3.3,0,0.7,0,0,0,0.7,0,21
Hubei,1994,181.48,245.66,0,0,0,0,0,0,0,0,0,3
Hubei,1995,190.23,251.45,0,0,0,0,0,0,0,0,0,4
Hubei,1996,196.92,270.31,0,0,0,0.01,0,0.01,0,0,0,5
Hubei,1997,244.61,245.84,0,0,0,0,0,0,0,0,0,6
Hubei,1998,262.21,238.31,0,0,0,0,0,0,0,0,0,7
Hubei,1999,283.88,238.9,0,0,0,0,0,0,0,0,0,8
Hubei,2000,277.73,281.39,0,0,0,0,0,0,0,0,0,9
Hubei,2001,320.45,270.25,0,0,0,5.68E-14,0,0,5.68E-14,0,0,10
Hubei,2002,343.01,278.54,0,0,0,-5.68E-14,0,0,0,0,0,11
Hubei,2003,,,,0,0,,0,0,,0,0,12
Hubei,2004,430.34,695.12,0,0,0,1.14E-13,0,0,1.14E-13,0,0,13
Hubei,2005,477,814,0,0,0,0,0,0,0,0,0,14
Hubei,2006,,,,0,0,,,,,,0,15
Hubei,2007,609,932,0,0,0,0,0,0,0,0,0,16
Hubei,2008,553,1198.8,0,0.2,0,4.55E-14,0,0,0,0,0,17
Hubei,2009,630,1167,0,0.2,0,0.8,0,0,0,0,0,18
Hubei,2010,771,1245.3,0,0.7,0,4.55E-14,0,0,0,0.5,0,19
Hubei,2011,933,1167,0,1.5,0,0.5,0,0,0,0.5,0,20
Hubei,2012,863,1379.9,0,2,0.1,-9.10E-14,0,0,0,-9.10E-14,0,21
Hunan,1994,149.1,143.25,0,0,0,0,0,0,0,0,0,3
Hunan,1995,173.17,157.84,0,0,0,0,0,0,0,0,0,4
Hunan,1996,173.21,168.44,0,0,0,0,0,0,0,0,0,5
Hunan,1997,153.02,194.08,0,0,0,0,0,0,0,0,0,6
Hunan,1998,154.15,195.85,0,0,0,0,0,0,0,0,0,7
Hunan,1999,166.11,182.35,0,0,0,-2.84E-14,0,0,0,0,0,8
Hunan,2000,165.74,210.63,0,0,0,0,0,0,0,0,0,9
Hunan,2001,194.03,213.4,0,0,0,0,0,0,0,0,0,10
Hunan,2002,200.58,253.29,0,0,0,0,0,0,0,0,0,11
Hunan,2003,,,,0,0,,0,0,,0,0,12
Hunan,2004,371.86,242.37,0,0,0,0,0,0,0,0,0,13
Hunan,2005,399,241,0,0,0,0,0,0,0,0,0,14
Hunan,2006,,,,0,0,,,,,,0,15
Hunan,2007,542,294,0,0,0,1,0,0,0,0,0,16
Hunan,2008,537,312,0,0.01,0,0.99,0,0,0,0,0,17
Hunan,2009,634,318,0,0,0,0,0,0,0,0,0,18
Hunan,2010,725,374.6,0,0.4,0,-2.28E-14,0,0,0,0.5,0,19
Hunan,2011,899,304,0,0.5,0,0.5,0,0,0,0.5,0,20
Hunan,2012,765,446,0,2.7,0,0.3,0,0,0,0.3,0,21
Guangdong,1994,529.38,118.57,0,0,0,0,0,0,0,0,0,3
Guangdong,1995,583.82,131.1,0,0,0,0,0,0,0,0,0,4
Guangdong,1996,659.96,127.56,0,0,0,0,0,0,0,0,0,5
Guangdong,1997,703.26,153.84,124.05,0,0,0,0,0,0,0,0,6
Guangdong,1998,755.5,152.87,129.38,0,0,0.79,0,0,0.79,0,0,7
Guangdong,1999,887.37,110.57,141.01,0,0,1.09,0,0,1.09,0,0,8
Guangdong,2000,1049.35,155.73,147.01,0,0,1.38,0,0,1.38,0,0,9
Guangdong,2001,1091.19,190.73,150,0,0,1.35,0,0,1.35,0,0,10
Guangdong,2002,1230.81,169.13,208.77,0,0,1.37,0,0,1.37,0,0,11
Guangdong,2003,,,,0,0,,0,0,,0,0,12
Guangdong,2004,1693.89,141.14,284.81,0,0,1.49,0,0,1.49,0,0,13
Guangdong,2005,1760.8,215.06,302.38,0,0,1.52,0,0,1.52,0,0,14
Guangdong,2006,,,,0,0,,,,,,0,15
Guangdong,2007,2157,232,302,3.9,0,0.1,0,0,0,0,0,16
