# File: gdp_mil10usd_province.csv
# Title: GDP by province
# Units: million 2010 USD
# Description: Provincial GDP by historical and future years are calculated from GDP per capita and population.
# Source for GDP per capita: Historical data (1975-2013) were obtained from the 2014 China Statistics Yearbook and the China Compendium of 60-year Statistics (1949-2008) as in current CNY. The numbers were then all converted to 2010CNY using the World Bank GDP deflators for China (World Development Indicators Database 2014). All the numbers were converted to 2010USD using the annual average USD-CNY exchange rate in 2010. IMF projected growth rates were applied to project GDP per capita from 2014 to 2020 assuming the same growth rate in 2019 for 2020. Growth rates from 2021 to 2100 came from the OECD SSP2 Database (IIASA SSP Database 2015).
province.name,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Zhejiang,7635.144701,7712.975297,8629.141203,10278.26641,12398.86755,13667.27591,14991.00965,16792.57304,18203.44727,22148.74927,27674.55278,31393.19156,35696.07214,39874.93935,40247.92713,39735.93177,45440.7983,53430.17766,64780.73044,77101.31568,89251.79712,97845.71677,106232.7017,114391.8215,124307.3591,136308.1335,150139.7455,171364.9832,198225.6123,217100.8313,234812.4438,265053.965,300643.2809,316585.4073,337933.3378,376183.4255,401757.2726,419133.7929,448036.6464,481994.165,517032.4955,552390.5326,588940.2363,626611.2589,666053.9479,707906.5852,751269.6797,797209.8474,845876.7722,897428.7069,952032.9586,993432.3008,1036537.981,1081417.865,1128142.475,1176785.083,1212727.129,1249663.791,1287621.123,1326625.839,1366705.329,1399179.548,1432317.419,1466131.505,1500634.572,1535839.581,1564694.538,1593980.953,1623704.457,1653870.685,1684485.267,1707206.529,1730121.906,1753232.231,1776538.238,1800040.546,1816474.028,1832943.604,1849448.17,1865986.485,1882557.157,1896450.077,1910328.564,1924190.723,1938034.497,1951857.659,1963580.631,1975251.114,1986866.486,1998423.949,2009920.529,2019636.722,2029267.717,2038810.208,2048260.721,2057615.613,2064600.987,2071577.064,2078543.606,2085500.378,2092447.144,2099244.025,2106029.518,2112803.392,2119565.414,2126315.354,2133180.2,2140033.312,2146874.461,2153703.415,2160519.944,2168134.966,2175742.492,2183342.283,2190934.097,2198517.697,2205839.703,2213151.309,2220452.28,2227742.381,2235021.38,2241116.866,2247193.811,2253252.008,2259291.25,2265311.332
Anhui,8801.763629,9350.667886,9328.10164,9457.662881,10021.27172,10710.79315,12483.97074,13426.30835,15272.79776,18212.33583,21368.46876,23916.48005,26028.56971,28314.44249,29198.98415,28901.33506,27681.70688,31117.43719,34885.68353,37856.56022,45426.19436,48900.3156,53213.03713,57572.86843,61934.01488,64415.87716,71608.42764,76417.28875,81153.05122,89701.5376,94081.21955,103521.9552,118003.7859,130566.4102,147912.596,167712.3983,190203.1605,208108.5569,227055.2433,244603.5417,262779.3274,281203.9635,300329.3456,320129.4076,340947.2097,363122.8583,386209.5137,410770.0976,436899.8936,464700.4627,494280.066,517198.2347,541191.9451,566313.2398,592616.7794,620159.9771,641233.278,663043.9849,685619.6808,708989.0444,733181.8936,753539.4041,774492.8179,796061.4607,818265.3181,841125.0564,860775.34,880925.0362,901588.6709,922781.1941,944517.9884,962110.6916,980080.61,998437.3722,1017190.818,1036350.998,1051721.445,1067377.051,1083324.175,1099569.254,1116118.802,1131363.558,1146879.366,1162671.667,1178745.929,1195107.649,1210481.83,1226120.063,1242026.994,1258207.254,1274665.463,1290309.67,1306213.03,1322379.385,1338812.535,1355516.23,1370986.73,1386611.697,1402392.404,1418330.13,1434426.161,1450585.299,1466903.164,1483381.034,1500020.195,1516821.941,1533879.05,1551103.404,1568496.348,1586059.239,1603793.438,1622307.258,1641008.9,1659899.956,1678982.028,1698256.729,1717528.581,1736991.828,1756648.049,1776498.831,1796545.769,1815840.729,1835314.198,1854967.505,1874801.986,1894818.984
Fujian,4213.243805,4146.817932,4522.532904,5503.845884,5824.913308,6616.383571,7728.93898,8454.053375,9046.141128,10761.58565,12928.11704,13903.79694,16421.63987,19838.33237,21719.77985,22984.20813,25857.53412,30593.5053,38126.55324,48318.48352,52556.10237,58033.06217,65082.43797,71540.67806,77960.17249,83558.85263,88644.03063,95653.82263,107062.6479,112814.4536,114958.9902,128201.7355,148264.2868,159644.8082,179863.7875,199978.2948,218291.4931,238211.5439,259501.9288,278762.7261,298607.5272,318598.1574,339239.5862,360492.2348,382731.0682,406322.6519,430750.6169,456627.2983,484038.2741,513074.2039,543831.1333,567030.5721,591199.1501,616377.5086,642608.0297,669934.9113,690042.9511,710735.6854,732030.6634,753945.9843,776500.3116,794766.4763,813446.6997,832551.0909,852090.0063,872074.0523,888502.1877,905227.9239,922257.389,939596.8118,957252.5192,970485.7965,983893.6587,997479.0141,1011244.766,1025193.81,1035188.425,1045274.662,1055453.691,1065726.621,1076094.497,1085008.656,1093991.755,1103044.268,1112166.585,1121359.01,1129426.985,1137546.946,1145718.719,1153942.03,1162216.505,1169547.739,1176915.691,1184319.555,1191758.412,1199231.237,1205411.507,1211604.319,1217809.55,1224027.076,1230256.773,1236416.268,1242586.857,1248768.409,1254960.796,1261163.888,1267453.14,1273753.582,1280065.082,1286387.509,1292720.732,1299550.81,1306396.358,1313257.257,1320133.387,1327024.628,1333777.795,1340544.259,1347323.891,1354116.564,1360922.148,1367025.515,1373134.767,1379249.759,1385370.344,1391496.379
Jiangxi,6174.831497,5686.408051,6452.871791,7211.364336,8189.933433,8447.093606,8876.352001,9615.848843,10205.23106,11587.23895,13411.71244,14421.11266,15460.71165,16867.83705,17839.21709,18825.70474,19997.90578,22238.94725,24321.15465,27184.77344,29345.76812,32932.08375,36402.32206,38938.02861,42326.54707,44461.40503,47353.2827,52467.1671,57813.13132,65230.70468,71225.92328,81159.91804,92984.49907,102826.4725,112522.8859,128250.7613,145478.3523,156563.1479,170998.9341,184461.9957,198429.9436,212617.4243,227366.3219,242657.8994,258753.3856,275912.9368,293799.1615,312841.993,333116.6392,354703.2595,377687.2951,395615.259,414394.0926,434064.9166,454670.8968,476257.3475,492899.3485,510126.9413,527961.6949,546426.0123,565543.1618,581716.8604,598362.285,615494.2764,633128.1617,651279.7683,666953.9066,683019.9649,699488.8289,716371.6828,733680.0152,747769.4467,762149.4262,776826.8788,791808.8645,807102.5782,819437.7178,831985.6846,844750.7993,857737.4186,870949.9317,883131.4433,895510.5263,908090.7074,920875.5101,933868.4509,946072.2287,958463.8506,971046.1398,983821.8834,996793.8285,1009107.105,1021599.971,1034274.538,1047132.853,1060176.9,1072229.64,1084402.122,1096695.324,1109110.232,1121647.836,1134233.68,1146942.523,1159775.348,1172733.144,1185816.905,1199099.145,1212510.953,1226053.365,1239727.422,1253534.173,1267949.039,1282509.427,1297216.563,1312071.679,1327076.015,1342076.805,1357225.827,1372524.292,1387973.422,1403574.444,1418586.626,1433736.939,1449026.402,1464456.039,1480026.882
Shandong,15064.52212,15871.38884,17868.36269,18691.5248,19775.30952,22191.09222,25360.90118,28372.49489,32558.60265,39847.8782,43878.22266,46361.60925,52474.09053,57859.9477,61309.10109,66374.42257,75525.67446,85310.01537,93492.44785,111015.4817,125496.9178,139237.7677,150753.9497,158964.0654,171115.5674,185060.9708,205421.2261,220006.6825,246696.9341,288705.5077,324051.7006,371701.8615,413232.7165,456281.3444,498244.1796,531524.057,563895.4708,604703.2865,652157.2696,699586.4344,748367.3844,797401.9375,847955.3518,899927.0827,954250.926,1011835.46,1071389.255,1134431.563,1201167.92,1271816.154,1346607.128,1402582.962,1460877.119,1521587.869,1584817.804,1650674.036,1698685.315,1748097.356,1798953.95,1851300.346,1905183.295,1948524.002,1992870.254,2038248.544,2084686.08,2132210.796,2171048.318,2210628.605,2250968.867,2292086.659,2333999.873,2365162.407,2396790.57,2428893.701,2461481.197,2494562.502,2518075.165,2541869.612,2565950.614,2590322.837,2614990.842,2636193.975,2657634.969,2679316.823,2701242.368,2723414.26,2742933.347,2762658.709,2782591.699,2802733.455,2823084.898,2841232.148,2859557.031,2878059.278,2896738.381,2915593.585,2931400.729,2947246.606,2963130.944,2979053.469,2995013.906,3010811.693,3026644.714,3042512.679,3058415.297,3074352.275,3090507.627,3106698.668,3122925.103,3139186.638,3155482.976,3173000.911,3190565.748,3208177.228,3225835.094,3243539.083,3260914.713,3278331.897,3295790.352,3313289.793,3330829.933,3346660.073,3362512.83,3378387.864,3394284.832,3410203.392
Henan,11581.88814,11093.53339,12435.45539,13510.94697,14940.73365,17410.7361,18271.52787,18894.42538,23220.74188,25354.75075,29144.6828,31420.68177,35849.5619,38779.51097,40308.10191,41066.75827,43622.04842,49703.61988,55929.30476,63774.12528,75338.19057,86045.91387,92503.7055,98633.85921,104603.3027,114044.5804,122861.7125,129224.4594,140273.1821,159419.9284,185282.2518,210386.4795,240666.5356,265782.3255,286341.7421,313356.3937,334781.0074,357881.2337,383486.7401,411538.959,440445.0629,469566.6755,499656.835,530665.4641,563153.1911,597668.165,633460.5992,671442.0699,711750.4421,754532.5639,799944.8716,834351.5677,870305.0092,907879.0701,947151.3719,988203.4818,1018776.542,1050385,1083068.167,1116866.968,1151824.015,1180635.713,1210280.334,1240786.051,1272182.052,1304498.576,1331753.609,1359712.72,1388397.799,1417831.422,1448036.873,1471841.672,1496193.162,1521106.653,1546597.835,1572682.788,1593006.194,1613764.835,1634969.519,1656631.237,1678761.172,1698944.209,1719556.004,1740606.292,1762104.931,1784061.908,1804578.355,1825527.12,1846917.087,1868757.22,1891056.559,1912199.172,1933781.224,1955810.791,1978295.992,2001244.983,2022442.229,2043831.426,2065413.938,2087191.132,2109164.384,2131193.304,2153418.084,2175840.078,2198460.644,2221281.15,2244436.818,2267797.952,2291365.973,2315142.305,2339128.382,2364210.147,2389523.147,2415069.083,2440849.667,2466866.617,2492835.588,2519038.343,2545476.548,2572151.872,2599065.995,2624847.725,2650843.72,2677055.321,2703483.879,2730130.746
Hubei,10886.6304,10131.95242,11313.66703,12516.27603,14812.61857,15147.03656,16080.61296,17333.64394,18592.17077,22489.28844,25553.18096,27617.66155,30449.19237,32434.20578,33976.48284,36209.02195,38101.14139,42271.47711,44596.29117,48765.08847,52919.4768,58395.53608,64755.32328,70501.62426,73738.17221,78694.58936,84458.33953,90199.94786,97171.22042,104988.6328,115329.995,128250.5608,149624.8478,167107.2336,190514.1846,216675.6748,244049.6253,269027.1664,294193.061,315646.3421,337733.2286,359961.5017,382905.7244,406524.3688,431243.4703,457478.6335,484651.4194,513454.6582,543988.1455,576357.9498,610676.8175,636534.5733,663514.452,691667.4732,721047.1006,751709.3632,774330.3723,797671.5145,821758.1299,846616.5193,872273.9804,893199.8091,914679.6438,936730.5474,959370.1351,982616.5907,1001964.46,1021757.751,1042008.912,1062730.724,1083936.31,1100259.485,1116904.261,1133878.638,1151190.763,1168848.931,1182133.224,1195653.304,1209414.278,1223421.284,1237679.496,1250408.246,1263359.061,1276536.139,1289943.67,1303585.837,1316074.593,1328777.941,1341699.279,1354841.963,1368209.309,1380631.284,1393261.942,1406103.891,1419159.672,1432431.762,1444334.483,1456312.9,1468367.272,1480497.855,1492704.903,1504888.565,1517147.564,1529482.136,1541892.519,1554378.948,1567035.112,1579769.304,1592581.771,1605472.758,1618442.511,1632101.878,1645850.555,1659688.877,1673617.182,1687635.805,1701549.814,1715551.574,1729641.391,1743819.565,1758086.4,1771515.635,1785019.519,1798598.221,1812251.912,1825980.76
Hunan,10732.53155,10475.75297,11146.26169,12184.71905,13991.26728,14563.64016,15343.72207,16685.65055,18227.52122,19684.80798,22567.78535,24846.14887,27606.98547,30236.61906,30362.20534,32697.04548,34760.6485,38749.21004,42996.77145,48578.80597,53490.1153,59338.44106,64592.09238,68498.30144,73401.33176,78829.93129,83399.84556,88887.79551,95180.77793,105150.7777,115433.2463,129449.3057,151327.3527,170442.0267,191963.3513,217630.3032,244513.3035,267863.7835,292203.8276,313245.1875,334892.7428,356660.0198,379118.3447,402227.9372,426411.6215,452081.0666,478665.5272,506850.7333,536736.2157,568427.924,602038.6552,627311.0621,653698.5543,681253.6903,710031.67,740090.4723,762254.7132,785154.4295,808817.2422,833271.8992,858548.3217,879205.7128,900449.1215,922298.2156,944773.3652,967895.6659,987229.2761,1007054.932,1027387.845,1048243.699,1069638.663,1086278.105,1103297.689,1120708.002,1138519.891,1156744.465,1170710.428,1184978.993,1199557.585,1214453.75,1229675.16,1243453.673,1257530.372,1271911.903,1286604.995,1301616.457,1315561.51,1329807.168,1344359.458,1359224.458,1374408.295,1388736.951,1403370.957,1418315.758,1433576.824,1449159.647,1463460.63,1477879.19,1492416.037,1507071.882,1521847.439,1536641.204,1551554.123,1566586.891,1581740.207,1597014.768,1612507.443,1628124.625,1643867.041,1659735.42,1675730.492,1692486.188,1709382.449,1726420.163,1743600.221,1760923.52,1778186.893,1795591.287,1813137.556,1830826.559,1848659.155,1865660.407,1882788.549,1900044.236,1917428.123,1934940.866
Guangdong,14291.30848,13820.95883,14574.61949,15417.39961,16453.74918,18967.97908,21247.63039,24392.98303,26109.87799,31432.38126,37230.39789,41705.78033,49792.43039,59812.15019,65452.63239,68475.19588,78977.96208,95058.87696,116694.2966,132426.7161,148846.2376,159667.6015,176246.2525,193139.9754,211231.5391,238415.9886,262029.6956,289097.6235,323627.717,351586.416,394759.0922,447640.336,509421.0348,542769.8682,580351.0293,624383.4127,661459.7044,690000.4634,741359.1196,795449.3333,851091.3762,907035.2521,964718.8191,1024026.779,1086020.816,1151734.458,1219697.105,1291637.317,1367788.399,1448397.502,1533726.45,1597623.543,1664155.096,1733431.53,1805568.045,1880684.829,1935455.247,1991804.149,2049779.721,2109431.703,2170811.439,2220154.277,2270616.467,2322226.447,2375013.388,2429007.208,2473071.785,2517948.732,2563655.971,2610211.753,2657634.647,2692777.357,2728411.575,2764546.544,2801191.531,2838355.811,2864590.723,2891105.114,2917903.349,2944989.652,2972368.1,2995763.966,3019385.998,3043236.619,3067318.044,3091632.269,3112888.081,3134331.116,3155961.988,3177781.05,3199788.395,3219248.016,3238859.611,3258622.011,3278533.762,3298593.125,3315152.965,3331742.845,3348362.414,3365011.321,3381689.209,3398169.671,3414676.19,3431208.398,3447765.929,3464348.414,3481163.09,3498003.974,3514870.696,3531762.886,3548680.171,3566956.657,3585270.691,3603621.93,3622010.029,3640434.643,3658475.58,3676548.136,3694651.948,3712786.65,3730951.875,3747187.353,3763434.591,3779693.184,3795962.729,3812242.82
Guangxi,6075.120478,5949.78225,5932.534577,6299.582638,6648.622544,7393.485797,8302.64549,9267.812523,9530.452379,10296.34201,11670.769,12836.67709,14205.74175,16218.13827,18168.04622,19725.22047,21632.69495,25112.99911,29320.8731,34354.82195,37581.28853,39665.95132,41197.64343,43272.02293,45713.99522,46169.18822,49608.96787,54035.08003,55865.19338,63991.32129,71330.92464,81302.52155,93355.77979,103563.26,114051.2797,129859.992,145702.7327,157605.6222,171470.0055,185468.472,200042.2234,214905.4467,230404.8613,246524.2726,263532.3016,281698.9601,300685.0909,320935.1895,342532.9504,365567.6169,390134.3508,409559.3888,429934.4023,451305.7459,473722.0583,497234.3753,515648.1083,534726.7247,554494.4422,574976.3795,596198.5883,614364.4477,633068.2779,652326.3879,672155.5866,692573.1946,710389.3997,728650.4762,747367.9604,766553.6734,786219.7236,802454.951,819014.0967,835903.988,853131.5572,870703.8391,885087.7468,899699.4478,914542.7149,929621.3222,944939.0398,959129.7721,973524.0216,988124.5401,1002934.036,1017955.169,1032098.735,1046427.601,1060943.603,1075648.493,1090543.941,1104692.716,1119009.961,1133496.587,1148153.394,1162981.065,1176686.361,1190534.197,1204525.817,1218662.472,1232945.424,1247292.969,1261787.424,1276430.044,1291222.095,1306164.848,1321338.387,1336667.024,1352152.084,1367794.902,1383596.822,1400082.997,1416743.255,1433579.154,1450592.268,1467784.177,1484986.061,1502365.93,1519925.34,1537665.855,1555589.05,1572873.847,1590325.818,1607946.29,1625736.602,1643698.098
Hainan,,,,1359.383622,1371.538756,1468.366182,1626.721393,2070.995505,2203.474577,2547.53441,2791.957445,3000.806,3387.36018,3992.929662,4330.689089,4501.53161,5027.425125,7182.022573,8759.261862,9517.824391,9136.166786,9103.078863,9475.934052,10009.86737,10884.36069,11693.45385,12605.41469,13761.36393,13838.79491,14889.37428,16079.20843,17942.45128,20105.74875,22170.88642,24315.10206,28014.64531,31359.31511,34525.94598,37524.71639,40610.76619,43824.73776,47103.84544,50523.86692,54081.07839,57834.22567,61842.41211,66030.99835,70497.3477,75259.60512,80337.09081,85750.37594,90031.98673,94520.25636,99224.96027,104156.3328,109325.0883,113368.7474,117554.0615,121885.872,126369.1848,131009.1745,134971.166,139044.6221,143232.5969,147538.2249,151964.7226,155811.8446,159747.7196,163774.3272,167893.6844,172107.8457,175560.5088,179073.5602,182647.9856,186284.7763,189984.9274,192977.5552,196008.1618,199077.1271,202184.8199,205331.596,208220.4109,211140.2069,214091.1418,217073.3542,220086.9624,222896.2711,225730.8953,228590.7941,231475.9011,234386.1231,237119.8271,239873.5222,242646.9727,245439.9128,248252.0455,250807.2729,253384.763,255984.6643,258607.1257,261252.2968,263902.7726,266575.9021,269271.8322,271990.71,274732.6834,277514.451,280319.945,283149.3191,286002.7276,288880.3252,291891.4705,294929.3482,297994.1437,301086.0433,304205.2343,307316.6372,310454.9839,313620.4545,316813.23,320033.4921,323112.4251,326215.8747,329343.9838,332496.8953,335674.7529
Chongqing,4837.797372,4722.175663,5196.468832,5580.103989,6364.883008,6888.331368,7112.789897,7755.827933,8497.396656,9705.023503,9800.866781,11533.39137,11194.16684,12427.10703,13194.3872,13168.59408,14247.5693,17916.99466,18602.62575,21673.27709,25496.57112,27739.76868,34225.5776,36278.04327,34068.34352,35585.10536,38429.78869,42607.70749,46422.48406,50186.82682,60685.88666,65783.31979,74963.59737,85459.38141,95984.10095,107547.7416,124451.851,137951.9227,150942.0238,162898.2666,175300.555,187894.9778,200981.6452,214542.0015,228804.8622,243997.9934,259820.4812,276649.6723,294548.8702,313585.3427,333830.569,349577.5306,366044.9062,383265.2181,401272.4586,420102.1565,434526.2633,449421.805,464804.0483,480688.7582,497092.2132,510851.8156,524968.2708,539450.8385,554309.0134,569552.529,582560.8933,595842.7015,609403.7532,623249.9518,637387.3027,648650.3717,660089.263,671706.7459,683505.5975,695488.5984,704839.2759,714292.6084,723849.615,733511.2735,743278.5164,752078.0869,760958.0376,769918.7381,778960.4932,788083.5399,796445.5203,804870.3217,813357.7266,821907.4351,830519.0627,838479.5687,846486.7366,854539.7741,862637.7954,870779.8189,877999.38,885264.6905,892575.9039,899933.1735,907336.652,914725.6427,922160.1528,929640.3242,937166.2981,944738.2152,952413.0154,960134.956,967904.1844,975720.8474,983585.091,991868.1411,1000205.161,1008596.351,1017041.915,1025542.052,1033978.305,1042467.571,1051010.031,1059605.866,1068255.257,1076395.394,1084580.587,1092810.939,1101086.548,1109407.516
Sichuan,10604.72015,11759.92315,13474.40399,15334.51037,16175.51152,17419.09204,17732.21448,19750.52296,22020.58462,24536.63454,27158.71769,28629.17621,31221.34582,34151.89548,35299.38043,39134.20494,42394.8094,45724.61159,49987.09363,57380.17024,61294.37915,69734.2842,73483.14821,78653.74465,84760.41471,89158.09083,93446.39393,101166.2474,108928.8856,118899.3601,129241.1003,146311.5396,169326.933,185874.4422,208008.5464,233201.8051,261383.7314,288642.7797,313182.6068,336800.6046,361207.279,385880.7079,411440.3597,437847.9778,465569.7354,495064.9531,525719.0689,558293.9595,592912.4547,629705.4474,668812.4368,698821.6779,730213.6452,763054.9586,797415.6106,833369.1422,860565.3053,888700.5151,917810.2339,947931.3617,979102.2956,1005107.471,1031870.875,1059417.685,1087773.963,1116966.69,1141867.858,1167407.857,1193605.971,1220482.072,1248056.633,1270140.463,1292713.916,1315790.177,1339382.741,1363505.42,1382641.979,1402158.673,1422064.566,1442368.854,1463080.874,1482093.327,1501474.161,1521231.373,1541373.037,1561907.304,1581169.749,1600797.992,1620799.14,1641180.33,1661948.726,1681682.365,1701782.214,1722254.502,1743105.448,1764341.26,1784006.56,1803862.303,1823909.987,1844151.121,1864587.219,1885094.407,1905796.854,1926696.062,1947793.541,1969090.808,1990708.111,2012530.86,2034560.633,2056799.019,2079247.616,2102694.693,2126372.619,2150283.268,2174428.527,2198810.293,2223175.344,2247775.056,2272611.276,2297685.867,2323000.698,2347329.922,2371876.836,2396642.977,2421629.894,2446839.139
Guizhou,2819.10246,2589.551693,3254.912062,3895.794526,4344.909023,4580.573241,4967.9764,5697.031639,6187.005415,7418.546277,7995.443953,8720.018601,9732.779683,10964.11997,11174.50454,11425.78235,12343.3048,13201.60768,14049.59904,15036.20152,15961.00906,17155.87435,18267.01651,19434.03535,21407.02823,22860.4115,24665.19037,26622.8319,29133.07957,31269.73609,35095.30493,39379.78295,46235.51116,52534.79052,57512.17412,62449.9298,70879.86383,82849.01877,95487.97051,103022.3177,110847.2762,118804.894,127087.7066,135686.9381,144750.5205,154426.1809,164527.4974,175297.7582,186782.1358,199028.9284,212089.7821,222341.7843,233102.3419,244397.7193,256255.5996,268705.1631,278403.7362,288470.8633,298921.6568,309771.8908,321038.0297,330679.2016,340634.2946,350914.6828,361532.1788,372499.0507,382102.7102,391984.484,402153.559,412619.4365,423391.9428,432367.2027,441569.2148,451004.6852,460680.5118,470603.7879,478866.4114,487315.8853,495957.167,504795.3242,513835.5357,522337.0755,531025.4642,539905.3441,548981.4436,558258.5767,567141.6908,576215.8822,585485.5717,594955.2459,604629.457,613991.0325,623549.7476,633309.8139,643275.4913,653451.0872,663111.8459,672904.7079,682831.3155,692893.3295,703092.4287,713382.8556,723812.391,734382.7418,745095.6339,755952.8119,767001.7816,778199.9167,789549.0462,801051.0196,812707.7062,824829.5833,837119.0526,849578.2306,862209.2581,875014.3002,887893.653,900948.4165,914180.7686,927592.9117,941187.0727,954466.2862,967917.7102,981543.362,995345.2799,1009325.523
Yunnan,4921.192043,4354.512351,4818.512448,5727.646846,6038.700438,6403.686969,6888.136965,7902.218467,8501.645001,9563.874474,10639.09881,11388.44301,13468.8733,15587.07626,17201.93297,19852.5933,21583.47191,24029.0155,26346.4039,28204.84752,30662.11672,35453.83843,37998.26885,41461.49414,43380.8004,44640.97309,46539.50358,49519.32806,52206.86095,57438.61744,60778.28785,67458.36387,76508.83695,83961.61565,90688.66768,98029.95416,110550.8283,124650.4004,139781.8047,151364.0262,163444.8256,175792.6387,188692.8726,202134.7489,216341.2954,231537.8188,247449.4884,264445.8938,282600.8883,301993.3786,322707.6726,339222.185,356573.1901,374803.2514,393957.1306,414081.9031,430016.5407,446557.2365,463727.4816,481551.7039,500055.3045,516052.9215,532557.721,549586.3646,567156.0745,585284.6501,601275.5147,617701.71,634575.7138,651910.3569,669718.8292,684667.0452,699950.3881,715576.9277,731554.9011,747892.7112,761552.8278,775466.3741,789638.4167,804074.0744,818778.5147,832567.8528,846594.6471,860863.0647,875377.2791,890141.4655,904203.2816,918492.149,933011.4396,947764.4923,962754.608,977154.6257,991772.6117,1006611.127,1021672.664,1036959.643,1051318.45,1065859.099,1080583.646,1095494.17,1110592.77,1125806.674,1141210.857,1156807.441,1172598.57,1188586.405,1204844.986,1221306.623,1237973.578,1254848.137,1271932.606,1289711.826,1307718.928,1325956.538,1344427.309,1363133.92,1381920.488,1400943.952,1420206.989,1439712.304,1459462.628,1478687.318,1498141.801,1517828.51,1537749.9,1557908.447
Tibet,465.9224001,479.0228728,501.3531039,555.3579431,573.7669296,660.8787263,761.0392482,732.6702738,728.5910474,937.3391804,1160.628961,1057.74819,1041.495639,1048.318756,1035.764371,1216.630165,1273.54206,1293.323338,1258.675085,1318.527453,1407.667623,1517.95849,1751.007527,2078.587572,2419.964642,2614.723934,3028.764453,3567.039395,3780.67854,4106.55242,4396.231987,4899.533402,5473.505025,5824.234896,6487.515761,6886.079879,7531.103627,8476.058438,9632.516584,10497.45552,11406.54798,12343.96922,13329.99876,14364.33121,15463.32906,16643.85583,17886.94907,19220.00426,20649.34725,22181.73755,23824.3974,25168.68355,26585.06086,28077.22051,29649.03503,31304.56679,32652.42542,34053.77117,35510.57005,37024.85491,38598.72742,39985.50102,41416.8589,42894.08268,44418.48562,45991.413,47400.21387,48846.27244,50330.42077,51853.50362,53416.37814,54752.20576,56114.90813,57504.87133,58922.48013,60368.11743,61595.78947,62841.27864,64104.67865,65386.07517,66685.54524,67906.17106,69141.32692,70390.99014,71655.12684,72933.69129,74148.18742,75374.30355,76611.91416,77860.87999,79121.04749,80323.98631,81535.65653,82755.83431,83984.2803,85220.73924,86369.97335,87533.3104,88710.90377,89902.90829,91109.48022,92324.63574,93554.51153,94799.26527,96059.05609,97334.04456,98630.27482,99942.18443,101269.9412,102613.7146,103973.6755,105389.425,106822.7661,108273.8939,109743.0053,111230.2991,112723.0401,114234.0186,115763.4328,117311.4828,118878.3705,120401.326,121941.884,123500.223,125076.523,126670.9656
Shaanxi,5884.763077,5562.675206,6040.398842,6722.317789,7429.102765,7209.655163,7471.356465,8037.127391,8737.428109,10236.73052,11670.769,13014.73866,14408.04243,16281.29624,16981.60798,17757.52981,19539.04687,20993.00693,22812.22455,24054.88342,26012.12217,28402.50309,30912.40113,33018.32169,36366.60207,36868.0514,40140.48779,48246.88417,48991.54806,53740.96836,64324.88383,76101.78663,92295.80219,107893.7118,120087.2446,137372.5849,155541.0394,174757.4802,191352.7982,205184.3492,219413.1653,233719.3721,248476.102,263656.0902,279535.2369,296382.1186,313821.1264,332300.2307,351882.9223,372636.6838,394633.2479,411147.3657,428374.4267,446346.8729,465098.7084,484665.5768,499037.969,513867.1123,529169.2019,544961.0541,561260.129,574508.9661,588109.8993,602073.9228,616412.3923,631137.0354,643354.9885,655857.451,668652.5231,681748.5283,695154.0176,705428.62,715910.8888,726606.108,737519.6641,748657.0461,756995.973,765489.8168,774142.0097,782956.0127,791935.3148,799940.9316,808093.965,816397.2804,824853.7465,833466.2335,841347.5882,849372.7715,857544.1546,865864.0918,874334.9192,882209.2214,890224.7566,898383.4116,906687.041,915137.4657,922721.9124,930354.3912,938035.0632,945764.0889,953541.6282,961303.8936,969113.9477,976971.939,984878.0157,992832.325,1000894.705,1009006.574,1017168.088,1025379.399,1033640.661,1042341.99,1051099.98,1059914.843,1068786.79,1077716.032,1086578.085,1095495.791,1104469.342,1113498.926,1122584.733,1131135.332,1139733.225,1148378.518,1157071.317,1165811.727
