# File: floorspace_m2_province_Yh.csv
# Title: Historical per capita floorspace for urban and rural households
# Units: m^2
# Description: floorspace_province_adjusted.
# Source: TODO
# Column types: cnnn
# ----------
province.name,Year,Urban ,Rural
Shanxi,1978,12.85316855,9.4
Shanxi,1979,13.16918542,8.5
Shanxi,1980,13.49297209,11.1
Shanxi,1981,13.8247196,9.3
Shanxi,1982,14.16462368,10.3
Shanxi,1983,14.51288488,10.8
Shanxi,1984,14.86970867,13
Shanxi,1985,15.23530558,13.65
Shanxi,1986,15.60989131,14.29
Shanxi,1987,15.99368685,15.01
Shanxi,1988,16.38691866,15.43
Shanxi,1989,16.78981874,16
Shanxi,1990,17.2026248,16.5
Shanxi,1991,17.62558039,16.14
Shanxi,1992,18.05893505,16.5
Shanxi,1993,18.50294448,16.52
Shanxi,1994,18.95787063,16.61
Shanxi,1995,19.4239819,17.13
Shanxi,1996,19.90155331,17.63
Shanxi,1997,20.39086661,18.26
Shanxi,1998,20.89221052,19.18
Shanxi,1999,21.4058808,19.64
Shanxi,2000,21.93218054,21.57
Shanxi,2001,22.47142025,22.27
Shanxi,2002,23.02391808,22.7
Shanxi,2003,23.59,22.94
Shanxi,2004,24.17,23.26
Shanxi,2005,25.6,24.15
Shanxi,2006,26,24.96
Shanxi,2007,27.06,25.8
Shanxi,2008,28,26.52
Shanxi,2009,28,27.97
Shanxi,2010,28,28.69
Shanxi,2011,30.2,31.83
Inner Mongolia,1970,3.5,8.150542946
Inner Mongolia,1971,3.45,8.358799374
Inner Mongolia,1972,3.5,8.57237701
Inner Mongolia,1973,3.45,8.791411819
Inner Mongolia,1974,3.5,9.016043238
Inner Mongolia,1975,3.45,9.246414266
Inner Mongolia,1976,3.5,9.482671558
Inner Mongolia,1977,3.45,9.724965516
Inner Mongolia,1978,3.5,9.973450383
Inner Mongolia,1979,3.45,10.22828435
Inner Mongolia,1980,3.4,10.48962963
Inner Mongolia,1981,5,10.75765261
Inner Mongolia,1982,5.1,11.0325239
Inner Mongolia,1983,6.2,11.3144185
Inner Mongolia,1984,6.5,11.60351585
Inner Mongolia,1985,7.3,11.9
Inner Mongolia,1986,7.7,12.20405968
Inner Mongolia,1987,8.1,12.51539377
Inner Mongolia,1988,7.7,12.83426438
Inner Mongolia,1989,8.3,13.16092634
Inner Mongolia,1990,9,13.5
Inner Mongolia,1991,6.2,13.84220577
Inner Mongolia,1992,6.5,14.19308597
Inner Mongolia,1993,6.8,14.55286049
Inner Mongolia,1994,7.1,14.92175477
Inner Mongolia,1995,12.1,15.3
Inner Mongolia,1996,7.7,15.73140821
Inner Mongolia,1997,8,16.17498068
Inner Mongolia,1998,8.4,16.63106039
Inner Mongolia,1999,8.8,17.1
Inner Mongolia,2000,15.5,17
Inner Mongolia,2001,15.4,17.1
Inner Mongolia,2002,17.9,17.7
Inner Mongolia,2003,18.3,18.3
Inner Mongolia,2004,19.9,18.9
Inner Mongolia,2005,26.09,19.7
Inner Mongolia,2006,26.56,20.1
Inner Mongolia,2007,28.88,21
Inner Mongolia,2008,29.3,21.5
Inner Mongolia,2009,29.72610803,22.01190476
Inner Mongolia,2010,30.15841293,22.53599773
Liaoning,1970,5.757945799,7.613768553
Liaoning,1971,5.757945799,7.963023991
Liaoning,1972,5.935113362,8.328300321
Liaoning,1973,5.935113362,8.710332446
Liaoning,1974,6.117732234,9.10988898
Liaoning,1975,6.117732234,9.527773795
Liaoning,1976,6.305970149,9.964827639
Liaoning,1977,6.305970149,10.42192982
Liaoning,1978,6.5,10.9
Liaoning,1979,6.5,11.4
Liaoning,1980,6.7,9.7
Liaoning,1981,7.1,10.4
Liaoning,1982,7.3,10.9
Liaoning,1983,7.7,12.1
Liaoning,1984,8.1,13.2
Liaoning,1985,8.4,15.6
Liaoning,1986,10.1,14.3
Liaoning,1987,10.2,14.8
Liaoning,1988,10.6,15.5
Liaoning,1989,10.9,16.2
Liaoning,1990,11.4,16.5
Liaoning,1991,11.8,17.1
Liaoning,1992,11.8,17.5
Liaoning,1993,12.8,18.5
Liaoning,1994,13.4,18.7
Liaoning,1995,14.1,19.1
Liaoning,1996,15,20
Liaoning,1997,15.4,20.7
Liaoning,1998,16.1,21
Liaoning,1999,16.8,20.9
Liaoning,2000,17.48,22
Liaoning,2001,18.88,22.6
Liaoning,2002,19.37,23
Liaoning,2003,20.24,23.7
Liaoning,2004,20.99,23.94
Liaoning,2005,21.97,25.1
Liaoning,2006,23.02,25.2
Liaoning,2007,23.7,25.7
Liaoning,2008,25.7,26.4
Liaoning,2009,27.86877637,27.11906615
Liaoning,2010,30.22057185,27.85771776
Jilin,1970,3.451755102,6.71552535
Jilin,1971,3.451755102,6.842374162
Jilin,1972,3.451755102,6.971619008
Jilin,1973,3.451755102,7.103305144
Jilin,1974,3.451755102,7.237478686
Jilin,1975,3.451755102,7.374186617
Jilin,1976,3.660952381,7.513476808
Jilin,1977,3.897142857,7.655398037
Jilin,1978,4.133333333,7.8
Jilin,1979,4.4,9.17
Jilin,1980,4.666666667,9
Jilin,1981,4.933333333,9.89
Jilin,1982,5.2,10.05
Jilin,1983,5.466666667,9.93
Jilin,1984,5.733333333,12.42
Jilin,1985,6.133333333,11.42
Jilin,1986,6.533333333,11.99
Jilin,1987,6.933333333,12.87
Jilin,1988,7.066666667,13.04
Jilin,1989,7.333333333,13.12
Jilin,1990,7.466666667,13.42
Jilin,1991,7.6,13.87
Jilin,1992,7.866666667,14.19
Jilin,1993,8.266666667,15.96
Jilin,1994,8.666666667,16.06
Jilin,1995,9.2,16.07
Jilin,1996,9.6,16.51
Jilin,1997,10.26666667,18.64
Jilin,1998,10.8,17.52
Jilin,1999,11.6,18.47
Jilin,2000,12.13333333,17.72
Jilin,2001,17.86666667,17.1
Jilin,2002,21.2,17.57
Jilin,2003,21.73333333,19.75
Jilin,2004,24.8,19.78
Jilin,2005,25.96,20.1
Jilin,2006,26.50666667,20.68
Jilin,2007,27.5,21.2
Jilin,2008,27.2,21.9
Jilin,2009,27.68,22.79
Jilin,2010,28.41,22.89
Heilongjiang,1971,5.83907629,7.311746471
Heilongjiang,1972,5.865990618,7.338347727
Heilongjiang,1973,5.893029004,7.365045762
Heilongjiang,1974,5.920192018,7.391840929
Heilongjiang,1975,5.947480237,7.418733581
Heilongjiang,1976,5.974894236,7.445724073
Heilongjiang,1977,6.002434596,7.47281276
Heilongjiang,1978,6.030101899,7.5
Heilongjiang,1979,6.432108692,8.1
Heilongjiang,1980,6.432108692,8.6
Heilongjiang,1981,7.035118882,9.2
Heilongjiang,1982,7.236122279,9.713261649
Heilongjiang,1983,7.638129072,10.1
Heilongjiang,1984,8.040135865,11.41782178
Heilongjiang,1985,8.442142658,11.7
Heilongjiang,1986,9.849166435,11.8
Heilongjiang,1987,10.25117323,12.2
Heilongjiang,1988,10.65318002,12.5
Heilongjiang,1989,10.85418342,13
Heilongjiang,1990,10.85418342,13.9
Heilongjiang,1991,11.658197,14.3
Heilongjiang,1992,12.46221059,14.4
Heilongjiang,1993,13.06522078,14.5
Heilongjiang,1994,13.66823097,14.7
Heilongjiang,1995,14.27124116,16.5
Heilongjiang,1996,14.87425135,17.1
Heilongjiang,1997,15.47726154,17.5
Heilongjiang,1998,16.08027173,18.3
Heilongjiang,1999,17.08528871,19.4
Heilongjiang,2000,17.2,18.26
Heilongjiang,2001,18,18.87
Heilongjiang,2002,18.8,19.28
Heilongjiang,2003,20.5,20.5
Heilongjiang,2004,21.2,21.2
Heilongjiang,2005,22,20.4
Heilongjiang,2006,22.6,20.9
Heilongjiang,2007,23.3,21.5
Heilongjiang,2008,23.9,21.72
Heilongjiang,2009,24.6,22.5
Heilongjiang,2010,25.32050209,23.30801105
Shanghai,1975,0,15.7
Shanghai,1976,0,15.7
Shanghai,1977,0,15.7
Shanghai,1978,0,15.7
Shanghai,1979,0,16.2
Shanghai,1980,9.140645161,17.09
Shanghai,1981,9.348387097,19.87
Shanghai,1982,9.763870968,21.95
Shanghai,1983,10.17935484,24.89
Shanghai,1984,10.38709677,26.3
Shanghai,1985,11.21806452,30.19
Shanghai,1986,12.46451613,33.36
Shanghai,1987,12.88,35.48
Shanghai,1988,13.08774194,38.06
Shanghai,1989,13.29548387,40.33
Shanghai,1990,13.71096774,37.08
Shanghai,1991,13.91870968,39.6
Shanghai,1992,14.33419355,42.07
Shanghai,1993,15.16516129,44.22
Shanghai,1994,15.58064516,44.15
Shanghai,1995,16.61935484,43.08
Shanghai,1996,18.07354839,45.47
Shanghai,1997,19.32,46.44
Shanghai,1998,20.15096774,47.24
Shanghai,1999,22.64387097,49
Shanghai,2000,24.51354839,53.58
Shanghai,2001,25.96774194,54.7
Shanghai,2002,27.21419355,57.08
Shanghai,2003,28.6683871,59.03
Shanghai,2004,30.33032258,59.84
Shanghai,2005,30.95354839,56.56
Shanghai,2006,31.57677419,59.99
Shanghai,2007,32.2,61.22
Shanghai,2008,33.4,62.3
Shanghai,2009,34.45031447,60.18
Shanghai,2010,35.08050314,59.68
Shanghai,2011,35.71069182,58.9
Shanghai,2012,36.3408805,60.42
Jiangsu,1970,4.706329663,6.001334179
Jiangsu,1971,4.995314818,6.372550726
Jiangsu,1972,5.302044675,6.766729122
Jiangsu,1973,5.627608822,7.185289686
Jiangsu,1974,5.973163749,7.629740594
Jiangsu,1975,6.339936962,8.101683312
Jiangsu,1976,6.729231337,8.602818362
Jiangsu,1977,7.142429752,9.134951456
Jiangsu,1978,7.581,9.7
Jiangsu,1979,8.0465,10.3
Jiangsu,1980,8.512,10.5
Jiangsu,1981,8.8046,10.7
Jiangsu,1982,9.2568,12.4
Jiangsu,1983,9.4031,14.29
Jiangsu,1984,9.4164,15.14
Jiangsu,1985,9.576,16.38
Jiangsu,1986,9.975,17.46
Jiangsu,1987,10.8262,18.63
Jiangsu,1988,11.2917,19.7
Jiangsu,1989,16.94243,21.17
Jiangsu,1990,17.4,22.33
Jiangsu,1991,18.4,23.28
Jiangsu,1992,19.14188,23.59
Jiangsu,1993,19.50179,24.53
Jiangsu,1994,20.8,25.47
Jiangsu,1995,21.69,25.71
Jiangsu,1996,21.70124,29.55
Jiangsu,1997,22.8,30.8
Jiangsu,1998,23.1,32.03
Jiangsu,1999,24,32.87
Jiangsu,2000,25.5,33.7
Jiangsu,2001,26.37,34.2
Jiangsu,2002,26.47,35.1
Jiangsu,2003,26.86,35.9
Jiangsu,2004,27.24,36.5
Jiangsu,2005,28.76,38.59
Jiangsu,2006,29.68,40.8
Jiangsu,2007,30.9,42.9
Jiangsu,2008,32.4,44.1
Jiangsu,2009,32.9,45.2
Jiangsu,2010,33.40771605,46.32743764
Zhejiang,1970,5.954124117,62.90635306
Zhejiang,1971,6.275798195,54.88158494
Zhejiang,1972,6.614850852,47.88051156
Zhejiang,1973,6.972220972,41.77254338
Zhejiang,1974,7.348898164,36.44374973
Zhejiang,1975,7.745925501,31.79473374
Zhejiang,1976,8.164402409,27.73877829
Zhejiang,1977,8.605487708,24.20022847
Zhejiang,1978,9.070402828,21.11308047
Zhejiang,1979,9.560435185,18.41975036
Zhejiang,1980,10.07694175,16.07
Zhejiang,1981,10.62135279,14.02
Zhejiang,1982,11.19517588,16.57
Zhejiang,1983,11.8,19.32
Zhejiang,1984,12.4375,20.45
Zhejiang,1985,13.8375,22.08
Zhejiang,1986,14.7,23.02
Zhejiang,1987,15.1875,24.73
Zhejiang,1988,15.6125,25.98
Zhejiang,1989,16.3125,27.09
Zhejiang,1990,16.9375,29.26
Zhejiang,1991,17.1375,30.77
Zhejiang,1992,17.6625,31.34
Zhejiang,1993,18.0875,32.62
Zhejiang,1994,19.475,32.77
Zhejiang,1995,19.55,34.14
Zhejiang,1996,19.8875,35.78
Zhejiang,1997,20.3125,37.3
Zhejiang,1998,22.8125,38.53
Zhejiang,1999,24.3375,40.27
Zhejiang,2000,24.8375,46.42
Zhejiang,2001,25.375,47.82
Zhejiang,2002,26.4,49.53
Zhejiang,2003,27,50.73
Zhejiang,2004,29.875,51.29
Zhejiang,2005,32.625,54.98
Zhejiang,2006,33.05,55.57
Zhejiang,2007,34.72,57.06
Zhejiang,2008,34.33,58.5
Zhejiang,2009,35.1,59.29
Zhejiang,2010,35.88727061,60.09066838
Anhui,1970,7.204701462,5.846063014
Anhui,1971,7.335894812,6.122472613
Anhui,1972,7.469477115,6.411951223
Anhui,1973,7.605491873,6.715116766
Anhui,1974,7.743983379,7.032616376
Anhui,1975,7.884996734,7.365127789
Anhui,1976,8.028577858,7.713360781
Anhui,1977,8.174773509,8.078058691
Anhui,1978,8.323631297,8.46
Anhui,1979,8.475199697,8.86
Anhui,1980,8.629528068,9.23
Anhui,1981,8.786666667,10.25
Anhui,1982,8.946666667,10.21
Anhui,1983,9.453333333,11.42
Anhui,1984,10,12.4
Anhui,1985,10.69333333,13.19
Anhui,1986,11.46666667,13.87
Anhui,1987,12.06666667,14.5
Anhui,1988,12.93333333,15.22
Anhui,1989,13.49333333,15.63
Anhui,1990,14.08,15.83
Anhui,1991,13.52,15.87
Anhui,1992,14.04,16.38
Anhui,1993,14.32,17.82
Anhui,1994,14.82666667,16.83
Anhui,1995,15.48,17.82
Anhui,1996,16.93333333,19.46
Anhui,1997,16.45333333,20.05
Anhui,1998,17.44,20.6
Anhui,1999,17.76,21.37
Anhui,2000,19.68,22.16
Anhui,2001,20.41333333,23.17
Anhui,2002,23.25333333,24.25
Anhui,2003,24.16,24.5
Anhui,2004,25.77333333,24.9
Anhui,2005,26.53333333,27
Anhui,2006,27.13,28
Anhui,2007,28.8,28.9
Anhui,2008,29.91,29.9
Anhui,2009,30.89,31.01
Anhui,2010,31.55,32.05
Anhui,2011,31.965,33.965
Anhui,2012,32.38,35.88
Anhui,2013,34.86,32.24
Fujian,1970,7.980025164,3.373103645
Fujian,1971,8.262503931,3.63594289
Fujian,1972,8.554981946,3.919263115
Fujian,1973,8.857813166,4.224660241
Fujian,1974,9.171364074,4.553854546
Fujian,1975,9.49601413,4.908700355
Fujian,1976,9.832156223,5.291196486
Fujian,1977,10.18019715,5.703497511
Fujian,1978,10.54055811,6.147925888
Fujian,1979,10.91367521,6.626985049
Fujian,1980,11.3,7.143373494
Fujian,1981,11.7,7.7
Fujian,1982,12.1,8.3
Fujian,1983,13.2,10.4
Fujian,1984,14.3,11.7
Fujian,1985,15.3,14.5
Fujian,1986,15.7,15.1
Fujian,1987,16.5,15.9
Fujian,1988,17.2,16.2
Fujian,1989,17.6,16.7
Fujian,1990,18.1,18.5
Fujian,1991,19.5,19.1
Fujian,1992,20.9,19.6
Fujian,1993,21.5,22.4
Fujian,1994,24.1,24.6
Fujian,1995,24.3,22.9
Fujian,1996,24.5,23.4
Fujian,1997,25.6,23.7
Fujian,1998,26.8,24.9
Fujian,1999,27.2,26.4
Fujian,2000,28,32.1
Fujian,2001,28.2,33.8
Fujian,2002,28.4,35.7
Fujian,2003,29.8,36
Fujian,2004,31.1,38.2
Fujian,2005,31.4,40.2
Fujian,2006,32.1,42.4
Fujian,2007,33.5,44.5
Fujian,2008,35.5,46.1
Fujian,2009,37.5,46.76
Fujian,2010,38.5,47.54
Fujian,2011,37.9,49.82
Fujian,2012,38.2,50.8
Fujian,2013,38.6,48.84
Jiangxi,1970,6.971808034,3.33075047
Jiangxi,1971,7.382227926,3.682512896
Jiangxi,1972,7.816808621,4.071425149
Jiangxi,1973,8.276972432,4.501410643
Jiangxi,1974,8.764225396,4.976807147
Jiangxi,1975,9.280162212,5.502410542
Jiangxi,1976,9.826471456,6.083523207
Jiangxi,1977,10.40494111,6.726007506
Jiangxi,1978,11.0174644,7.436344932
Jiangxi,1979,11.66604602,8.221701493
Jiangxi,1980,12.35280866,9.09
Jiangxi,1981,13.08,10.05
Jiangxi,1982,13.85,11.57
Jiangxi,1983,15.87,13.92
Jiangxi,1984,15.9,15.55
Jiangxi,1985,16.71,16.2
Jiangxi,1986,17.11,17.5
Jiangxi,1987,18.67,18.47
Jiangxi,1988,18.67,19.35
Jiangxi,1989,19.74,19.94
Jiangxi,1990,20.41,20.58
Jiangxi,1991,20.71,20.08
Jiangxi,1992,21.39,20.7
Jiangxi,1993,21.9,22.91
Jiangxi,1994,23.67,21.61
Jiangxi,1995,24.58,22.7
Jiangxi,1996,24.88,24
Jiangxi,1997,26.91,24.33
Jiangxi,1998,27.71690605,25.31
Jiangxi,1999,28.54800746,26.9
Jiangxi,2000,29.40402975,27.79
Jiangxi,2001,30.28572018,28.25
Jiangxi,2002,31.19384841,29.24
Jiangxi,2003,32.1292072,30.55
Jiangxi,2004,33.09261305,31.35
Jiangxi,2005,34.08490698,34.1
Jiangxi,2006,35.1069552,35.91
Jiangxi,2007,36.1596499,36.78
Jiangxi,2008,37.24391003,37.55634875
Jiangxi,2009,38.6,39.53
Jiangxi,2010,38.88,40.26
Jiangxi,2011,39.49,43.935
Jiangxi,2012,40.1,47.61
Jiangxi,2013,40.06,49.11
Shandong,1970,4.1192334,9.045484433
Shandong,1971,4.409320259,9.137691206
Shandong,1972,4.71983577,9.230837905
Shandong,1973,5.052218571,9.324934112
Shandong,1974,5.408008611,9.419989505
Shandong,1975,5.788854288,9.516013863
Shandong,1976,6.196520083,9.613017063
Shandong,1977,6.632894737,9.711009082
Shandong,1978,7.1,9.81
Shandong,1979,7.6,9.91
Shandong,1980,8.1,10.98
Shandong,1981,8.5,10.03
Shandong,1982,8.9,10.64
Shandong,1983,9.4,12.5
Shandong,1984,9.6,14.54
Shandong,1985,11.2,15.13
Shandong,1986,15.7,15.74
Shandong,1987,15.7,16.48
Shandong,1988,15.7,17.34
Shandong,1989,15.7,17.96
Shandong,1990,16.1,18.48
Shandong,1991,16.8,19.87
Shandong,1992,17.2,19.31
Shandong,1993,17.6,20.64
Shandong,1994,17.6,21.15
Shandong,1995,18.1,21.56
Shandong,1996,18.3,22.32
Shandong,1997,19.2,23.16
Shandong,1998,20.5,23.91
Shandong,1999,21,25.07
Shandong,2000,21.7,23.61
Shandong,2001,21.3,24.6
Shandong,2002,22.8,25.59
Shandong,2003,24.5,26.53
Shandong,2004,25.4,26.92
Shandong,2005,28.49,29.64
Shandong,2006,29.29,30.69
Shandong,2007,29.8,31.69
Shandong,2008,31.33,32.981695
Shandong,2009,32.93855369,34.32603991
Shandong,2010,34.6296942,35.72518078
Henan,1970,4.341537714,6.477372544
Henan,1971,4.551612119,6.790793797
Henan,1972,4.771851415,7.119380593
Henan,1973,5.002747451,7.463866751
Henan,1974,5.244815877,7.825021594
Henan,1975,5.49859729,8.203651671
Henan,1976,5.764658449,8.600602558
Henan,1977,6.043593535,9.016760746
Henan,1978,6.336025481,9.453055621
Henan,1979,6.642607359,9.910461538
Henan,1980,6.964023844,10.39
Henan,1981,7.300992739,9.8
Henan,1982,7.654266582,9.72
Henan,1983,8.02463432,10.76
Henan,1984,8.412923077,11.63
Henan,1985,8.82,13.42
Henan,1986,11.16,13.88
Henan,1987,11.7,14.4
Henan,1988,11.88,14.98
Henan,1989,11.88,15.51
Henan,1990,12.06,15.99
Henan,1991,12.6,18.6
Henan,1992,12.78,17.13
Henan,1993,12.78,13.58
Henan,1994,12.96,12.93
Henan,1995,13.32,18.64
Henan,1996,13.86,19.98
Henan,1997,14.4,21.36
Henan,1998,15.12,22.56
Henan,1999,15.3,24.28
Henan,2000,25.902,23.14
Henan,2001,26.298,24.4
Henan,2002,27.78,25.1
Henan,2003,28.89,25.4
Henan,2004,30.03,25.91
Henan,2005,30.84,27.21
Henan,2006,31.75,28.44
Henan,2007,32.29,30.17
Henan,2008,32.83918425,31.69
Henan,2009,33.39770896,33.28657938
Henan,2010,33.96573299,34.96359631
Hubei,1975,6.375,0
Hubei,1976,6.375,0
Hubei,1977,6.375,0
Hubei,1978,6.375,0
Hubei,1979,7.875,0
Hubei,1980,8.5,13.98
Hubei,1981,9,15.31
Hubei,1982,9.625,16.45
Hubei,1983,10.75,18.04
Hubei,1984,11.25,19.03
Hubei,1985,13.125,21.18
Hubei,1986,13.625,22.63
Hubei,1987,14,23.5
Hubei,1988,14.75,24.15
Hubei,1989,15.125,25.1
Hubei,1990,16.25,25.73
Hubei,1991,16,27.33
Hubei,1992,16.5,27.94
Hubei,1993,17.5,25.8
Hubei,1994,18.5,25.22
Hubei,1995,19.75,25.92
Hubei,1996,19.625,26.58
Hubei,1997,21.25,27.99
Hubei,1998,21.125,28.38
Hubei,1999,22,29.87
Hubei,2000,23.125,30.11
Hubei,2001,25.25,31.19
Hubei,2002,26.2,31.55
Hubei,2003,26.3,32.44
Hubei,2004,27.3,33.68
Hubei,2005,29.9,36.05
Hubei,2006,31,36.77
Hubei,2007,32,37.96
Hubei,2008,32.3,39.04
Hubei,2009,32.6028125,40.15072708
Hubei,2010,32.90846387,41.29305546
Hunan,1970,3.759726521,9.956433403
Hunan,1971,3.933787934,10.02280963
Hunan,1972,4.115907745,10.08962836
Hunan,1973,4.30645903,10.15689255
Hunan,1974,4.505832133,10.22460516
Hunan,1975,4.714435473,10.2927692
Hunan,1976,4.932696374,10.36138766
Hunan,1977,5.161061947,10.43046358
Hunan,1978,5.4,10.5
Hunan,1979,5.65,10.57
Hunan,1980,5.9,11.15
Hunan,1981,6.1,11.87
Hunan,1982,6.86,12.89
Hunan,1983,7.54,16.1
Hunan,1984,7.91,16.77
Hunan,1985,9.49,18.2
Hunan,1986,10.19,19.25
Hunan,1987,10.49,20
Hunan,1988,10.74,20.48
Hunan,1989,14.34,21.57
Hunan,1990,14.4,22.27
Hunan,1991,14.47,22.58
Hunan,1992,15.03,23.12
Hunan,1993,16.1,24.56
Hunan,1994,16.08,24.23
Hunan,1995,16.44,25.57
Hunan,1996,16.9,26.88
Hunan,1997,17.92,27.37
Hunan,1998,19.53,28.78
Hunan,1999,20.99,29.9
Hunan,2000,20.85,30.9
Hunan,2001,21.61,32.9
Hunan,2002,22.67599737,34.1
Hunan,2003,23.79457921,35.1
Hunan,2004,24.96833946,36.6
Hunan,2005,26.2,38.4
Hunan,2006,27.5,39.3
Hunan,2007,28.4,40.2
Hunan,2008,29.3,40.7
Hunan,2009,30.22852113,41.20621891
Hunan,2010,31.18646722,41.71873407
Guangdong,1970,6.798558043,8.409110727
Guangdong,1971,6.835468776,8.440418266
Guangdong,1972,6.87237951,8.470714303
Guangdong,1973,6.909290243,8.500065448
Guangdong,1974,6.946200976,8.528531836
Guangdong,1975,6.98311171,8.475927661
Guangdong,1976,7.020022443,8.526578981
Guangdong,1977,7.056933176,8.663965246
Guangdong,1978,7.09384391,8.73
Guangdong,1979,7.716338439,9.1
Guangdong,1980,8.338832969,10.51
Guangdong,1981,8.888703136,11.67
Guangdong,1982,9.438573304,11.39
Guangdong,1983,9.988443472,12.85
Guangdong,1984,10.53831364,14.42
Guangdong,1985,11.08818381,14.87
Guangdong,1986,12.06515439,15.58
