#INPUT_TABLE
#Variable ID
#SubsectorLogit_relative-cost-logit
#
region,supplysector,subsector,logit.type
Brazil,elect_td_bld,rooftop_pv,relative-cost-logit
Canada,electricity,coal,relative-cost-logit
Canada,electricity,gas,relative-cost-logit
Canada,electricity,refined liquids,relative-cost-logit
Canada,electricity,biomass,relative-cost-logit
Canada,electricity,nuclear,relative-cost-logit
Canada,electricity,hydro,relative-cost-logit
Canada,electricity,wind,relative-cost-logit
Canada,electricity,solar,relative-cost-logit
Canada,electricity,geothermal,relative-cost-logit
Canada,elect_td_bld,rooftop_pv,relative-cost-logit
Central America and Caribbean,electricity,coal,relative-cost-logit
Central America and Caribbean,electricity,gas,relative-cost-logit
Central America and Caribbean,electricity,refined liquids,relative-cost-logit
Central America and Caribbean,electricity,biomass,relative-cost-logit
Central America and Caribbean,electricity,nuclear,relative-cost-logit
Central America and Caribbean,electricity,hydro,relative-cost-logit
Central America and Caribbean,electricity,wind,relative-cost-logit
Central America and Caribbean,electricity,solar,relative-cost-logit
Central America and Caribbean,electricity,geothermal,relative-cost-logit
Central America and Caribbean,elect_td_bld,rooftop_pv,relative-cost-logit
Central Asia,electricity,coal,relative-cost-logit
Central Asia,electricity,gas,relative-cost-logit
Central Asia,electricity,refined liquids,relative-cost-logit
Central Asia,electricity,biomass,relative-cost-logit
Central Asia,electricity,nuclear,relative-cost-logit
Central Asia,electricity,hydro,relative-cost-logit
Central Asia,electricity,wind,relative-cost-logit
Central Asia,electricity,solar,relative-cost-logit
Central Asia,electricity,geothermal,relative-cost-logit
Central Asia,elect_td_bld,rooftop_pv,relative-cost-logit
China,electricity,coal,relative-cost-logit
China,electricity,gas,relative-cost-logit
China,electricity,refined liquids,relative-cost-logit
China,electricity,biomass,relative-cost-logit
China,electricity,nuclear,relative-cost-logit
China,electricity,hydro,relative-cost-logit
China,electricity,wind,relative-cost-logit
China,electricity,solar,relative-cost-logit
China,electricity,geothermal,relative-cost-logit
China,elect_td_bld,rooftop_pv,relative-cost-logit
EU-12,electricity,coal,relative-cost-logit
EU-12,electricity,gas,relative-cost-logit
EU-12,electricity,refined liquids,relative-cost-logit
EU-12,electricity,biomass,relative-cost-logit
EU-12,electricity,nuclear,relative-cost-logit
EU-12,electricity,hydro,relative-cost-logit
EU-12,electricity,wind,relative-cost-logit
EU-12,electricity,solar,relative-cost-logit
EU-12,electricity,geothermal,relative-cost-logit
EU-12,elect_td_bld,rooftop_pv,relative-cost-logit
EU-15,electricity,coal,relative-cost-logit
EU-15,electricity,gas,relative-cost-logit
EU-15,electricity,refined liquids,relative-cost-logit
EU-15,electricity,biomass,relative-cost-logit
EU-15,electricity,nuclear,relative-cost-logit
EU-15,electricity,hydro,relative-cost-logit
EU-15,electricity,wind,relative-cost-logit
EU-15,electricity,solar,relative-cost-logit
EU-15,electricity,geothermal,relative-cost-logit
EU-15,elect_td_bld,rooftop_pv,relative-cost-logit
Europe_Eastern,electricity,coal,relative-cost-logit
Europe_Eastern,electricity,gas,relative-cost-logit
Europe_Eastern,electricity,refined liquids,relative-cost-logit
Europe_Eastern,electricity,biomass,relative-cost-logit
Europe_Eastern,electricity,nuclear,relative-cost-logit
Europe_Eastern,electricity,hydro,relative-cost-logit
Europe_Eastern,electricity,wind,relative-cost-logit
Europe_Eastern,electricity,solar,relative-cost-logit
Europe_Eastern,electricity,geothermal,relative-cost-logit
Europe_Eastern,elect_td_bld,rooftop_pv,relative-cost-logit
Europe_Non_EU,electricity,coal,relative-cost-logit
Europe_Non_EU,electricity,gas,relative-cost-logit
Europe_Non_EU,electricity,refined liquids,relative-cost-logit
Europe_Non_EU,electricity,biomass,relative-cost-logit
Europe_Non_EU,electricity,nuclear,relative-cost-logit
Europe_Non_EU,electricity,hydro,relative-cost-logit
Europe_Non_EU,electricity,wind,relative-cost-logit
Europe_Non_EU,electricity,solar,relative-cost-logit
Europe_Non_EU,electricity,geothermal,relative-cost-logit
Europe_Non_EU,elect_td_bld,rooftop_pv,relative-cost-logit
European Free Trade Association,electricity,coal,relative-cost-logit
European Free Trade Association,electricity,gas,relative-cost-logit
European Free Trade Association,electricity,refined liquids,relative-cost-logit
European Free Trade Association,electricity,biomass,relative-cost-logit
European Free Trade Association,electricity,nuclear,relative-cost-logit
European Free Trade Association,electricity,hydro,relative-cost-logit
European Free Trade Association,electricity,wind,relative-cost-logit
European Free Trade Association,electricity,solar,relative-cost-logit
European Free Trade Association,electricity,geothermal,relative-cost-logit
European Free Trade Association,elect_td_bld,rooftop_pv,relative-cost-logit
India,electricity,coal,relative-cost-logit
India,electricity,gas,relative-cost-logit
India,electricity,refined liquids,relative-cost-logit
India,electricity,biomass,relative-cost-logit
India,electricity,nuclear,relative-cost-logit
India,electricity,hydro,relative-cost-logit
India,electricity,wind,relative-cost-logit
India,electricity,solar,relative-cost-logit
India,electricity,geothermal,relative-cost-logit
India,elect_td_bld,rooftop_pv,relative-cost-logit
Indonesia,electricity,coal,relative-cost-logit
Indonesia,electricity,gas,relative-cost-logit
Indonesia,electricity,refined liquids,relative-cost-logit
Indonesia,electricity,biomass,relative-cost-logit
Indonesia,electricity,nuclear,relative-cost-logit
Indonesia,electricity,hydro,relative-cost-logit
Indonesia,electricity,wind,relative-cost-logit
Indonesia,electricity,solar,relative-cost-logit
Indonesia,electricity,geothermal,relative-cost-logit
Indonesia,elect_td_bld,rooftop_pv,relative-cost-logit
Japan,electricity,coal,relative-cost-logit
Japan,electricity,gas,relative-cost-logit
Japan,electricity,refined liquids,relative-cost-logit
Japan,electricity,biomass,relative-cost-logit
Japan,electricity,nuclear,relative-cost-logit
Japan,electricity,hydro,relative-cost-logit
Japan,electricity,wind,relative-cost-logit
Japan,electricity,solar,relative-cost-logit
Japan,electricity,geothermal,relative-cost-logit
Japan,elect_td_bld,rooftop_pv,relative-cost-logit
Mexico,electricity,coal,relative-cost-logit
Mexico,electricity,gas,relative-cost-logit
Mexico,electricity,refined liquids,relative-cost-logit
Mexico,electricity,biomass,relative-cost-logit
Mexico,electricity,nuclear,relative-cost-logit
Mexico,electricity,hydro,relative-cost-logit
Mexico,electricity,wind,relative-cost-logit
Mexico,electricity,solar,relative-cost-logit
Mexico,electricity,geothermal,relative-cost-logit
Mexico,elect_td_bld,rooftop_pv,relative-cost-logit
Middle East,electricity,coal,relative-cost-logit
Middle East,electricity,gas,relative-cost-logit
Middle East,electricity,refined liquids,relative-cost-logit
Middle East,electricity,biomass,relative-cost-logit
Middle East,electricity,nuclear,relative-cost-logit
Middle East,electricity,hydro,relative-cost-logit
Middle East,electricity,wind,relative-cost-logit
Middle East,electricity,solar,relative-cost-logit
Middle East,electricity,geothermal,relative-cost-logit
Middle East,elect_td_bld,rooftop_pv,relative-cost-logit
Pakistan,electricity,coal,relative-cost-logit
Pakistan,electricity,gas,relative-cost-logit
Pakistan,electricity,refined liquids,relative-cost-logit
Pakistan,electricity,biomass,relative-cost-logit
Pakistan,electricity,nuclear,relative-cost-logit
Pakistan,electricity,hydro,relative-cost-logit
Pakistan,electricity,wind,relative-cost-logit
Pakistan,electricity,solar,relative-cost-logit
Pakistan,electricity,geothermal,relative-cost-logit
Pakistan,elect_td_bld,rooftop_pv,relative-cost-logit
Russia,electricity,coal,relative-cost-logit
Russia,electricity,gas,relative-cost-logit
Russia,electricity,refined liquids,relative-cost-logit
Russia,electricity,biomass,relative-cost-logit
Russia,electricity,nuclear,relative-cost-logit
Russia,electricity,hydro,relative-cost-logit
Russia,electricity,wind,relative-cost-logit
Russia,electricity,solar,relative-cost-logit
Russia,electricity,geothermal,relative-cost-logit
Russia,elect_td_bld,rooftop_pv,relative-cost-logit
South Africa,electricity,coal,relative-cost-logit
South Africa,electricity,gas,relative-cost-logit
South Africa,electricity,refined liquids,relative-cost-logit
South Africa,electricity,biomass,relative-cost-logit
South Africa,electricity,nuclear,relative-cost-logit
South Africa,electricity,hydro,relative-cost-logit
South Africa,electricity,wind,relative-cost-logit
South Africa,electricity,solar,relative-cost-logit
South Africa,electricity,geothermal,relative-cost-logit
South Africa,elect_td_bld,rooftop_pv,relative-cost-logit
South America_Northern,electricity,coal,relative-cost-logit
South America_Northern,electricity,gas,relative-cost-logit
South America_Northern,electricity,refined liquids,relative-cost-logit
South America_Northern,electricity,biomass,relative-cost-logit
South America_Northern,electricity,nuclear,relative-cost-logit
South America_Northern,electricity,hydro,relative-cost-logit
South America_Northern,electricity,wind,relative-cost-logit
South America_Northern,electricity,solar,relative-cost-logit
South America_Northern,electricity,geothermal,relative-cost-logit
South America_Northern,elect_td_bld,rooftop_pv,relative-cost-logit
South America_Southern,electricity,coal,relative-cost-logit
South America_Southern,electricity,gas,relative-cost-logit
South America_Southern,electricity,refined liquids,relative-cost-logit
South America_Southern,electricity,biomass,relative-cost-logit
South America_Southern,electricity,nuclear,relative-cost-logit
South America_Southern,electricity,hydro,relative-cost-logit
South America_Southern,electricity,wind,relative-cost-logit
South America_Southern,electricity,solar,relative-cost-logit
South America_Southern,electricity,geothermal,relative-cost-logit
South America_Southern,elect_td_bld,rooftop_pv,relative-cost-logit
South Asia,electricity,coal,relative-cost-logit
South Asia,electricity,gas,relative-cost-logit
South Asia,electricity,refined liquids,relative-cost-logit
South Asia,electricity,biomass,relative-cost-logit
South Asia,electricity,nuclear,relative-cost-logit
South Asia,electricity,hydro,relative-cost-logit
South Asia,electricity,wind,relative-cost-logit
South Asia,electricity,solar,relative-cost-logit
South Asia,electricity,geothermal,relative-cost-logit
South Asia,elect_td_bld,rooftop_pv,relative-cost-logit
South Korea,electricity,coal,relative-cost-logit
South Korea,electricity,gas,relative-cost-logit
South Korea,electricity,refined liquids,relative-cost-logit
South Korea,electricity,biomass,relative-cost-logit
South Korea,electricity,nuclear,relative-cost-logit
South Korea,electricity,hydro,relative-cost-logit
South Korea,electricity,wind,relative-cost-logit
South Korea,electricity,solar,relative-cost-logit
South Korea,electricity,geothermal,relative-cost-logit
South Korea,elect_td_bld,rooftop_pv,relative-cost-logit
Southeast Asia,electricity,coal,relative-cost-logit
Southeast Asia,electricity,gas,relative-cost-logit
Southeast Asia,electricity,refined liquids,relative-cost-logit
Southeast Asia,electricity,biomass,relative-cost-logit
Southeast Asia,electricity,nuclear,relative-cost-logit
Southeast Asia,electricity,hydro,relative-cost-logit
Southeast Asia,electricity,wind,relative-cost-logit
Southeast Asia,electricity,solar,relative-cost-logit
Southeast Asia,electricity,geothermal,relative-cost-logit
Southeast Asia,elect_td_bld,rooftop_pv,relative-cost-logit
Taiwan,electricity,coal,relative-cost-logit
Taiwan,electricity,gas,relative-cost-logit
Taiwan,electricity,refined liquids,relative-cost-logit
Taiwan,electricity,biomass,relative-cost-logit
Taiwan,electricity,nuclear,relative-cost-logit
Taiwan,electricity,hydro,relative-cost-logit
Taiwan,electricity,wind,relative-cost-logit
Taiwan,electricity,solar,relative-cost-logit
Taiwan,electricity,geothermal,relative-cost-logit
Taiwan,elect_td_bld,rooftop_pv,relative-cost-logit
Argentina,electricity,coal,relative-cost-logit
Argentina,electricity,gas,relative-cost-logit
Argentina,electricity,refined liquids,relative-cost-logit
Argentina,electricity,biomass,relative-cost-logit
Argentina,electricity,nuclear,relative-cost-logit
Argentina,electricity,hydro,relative-cost-logit
Argentina,electricity,wind,relative-cost-logit
Argentina,electricity,solar,relative-cost-logit
Argentina,electricity,geothermal,relative-cost-logit
Argentina,elect_td_bld,rooftop_pv,relative-cost-logit
Colombia,electricity,coal,relative-cost-logit
Colombia,electricity,gas,relative-cost-logit
Colombia,electricity,refined liquids,relative-cost-logit
Colombia,electricity,biomass,relative-cost-logit
Colombia,electricity,nuclear,relative-cost-logit
Colombia,electricity,hydro,relative-cost-logit
Colombia,electricity,wind,relative-cost-logit
Colombia,electricity,solar,relative-cost-logit
Colombia,electricity,geothermal,relative-cost-logit
Colombia,elect_td_bld,rooftop_pv,relative-cost-logit
