# File: L122.out_EJ_R_gasproc_F_Yh.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Title: Outputs of gas processing by GCAM region / fuel / historical year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: EJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Source: Written by LA122.gasproc_refining.R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCAM_region_ID,sector,fuel,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010
1,gas processing,gas,21.30648884,21.52410383,21.34636418,20.60985472,18.91586424,19.29360888,18.8993714,18.96722646,19.59659156,19.33898512,18.89799002,17.54808874,16.4587241,17.53411748,16.86339867,15.78513382,16.7062032,17.54268419,18.33030516,18.20140218,18.50291004,18.98498861,19.65861627,20.0731222,20.8611456,21.28719391,22.0080274,21.66066807,21.73120551,22.61435264,21.60163991,22.30746195,21.68831,21.72466197,21.38886831,21.04756498,22.46066968,22.57862201,22.11061679,22.96987088
2,gas processing,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83E-05,1.83E-05,1.84E-05,0.000614179,0.000576106,0.000686841,0.000804244,0.001960944,0.00286915,0.003839725,0.004867104,0.005568349,0.005414822
3,gas processing,gas,0.086147185,0.102305145,0.110258545,0.123884323,0.142333597,0.150956062,0.181545431,0.251671222,0.347321322,0.431031031,0.468055854,0.557092074,0.649424942,0.674540942,0.726122754,0.854088774,0.864218894,0.924591305,1.005339245,1.012758756,1.061713679,1.114028388,1.198020131,1.221691613,1.275523573,1.307588333,1.371131813,1.412981608,1.545248918,1.590771323,1.823254484,1.952779553,2.116212035,2.129063878,2.470104258,2.632317426,2.812897246,2.879921499,2.92801275,3.031238709
4,gas processing,gas,0.00150696,0.00200928,0.00226044,0.00238602,0.00226044,0.00196742,0.00246974,0.00246974,0.00246974,0.00267904,0.0031395,0.0031395,0.00359996,0.00406042,0.00406042,0.00447902,0.00539994,0.00548366,0.0058604,0.01846026,0.01984164,0.0194649,0.01913002,0.01913002,0.01913002,0.01913002,0.0194649,0.019845728,0.01917595,0.019510809,0.018301677,0.020720436,0.022459952,0.029977424,0.037382594,0.042305054,0.051509552,0.046953577,0.050951511,0.058327088
5,gas processing,gas,0.00728364,0.00971152,0.01494402,0.01389752,0.01858584,0.02369276,0.02800434,0.03252522,0.04077164,0.05186454,0.07865494,0.08991528,0.10996622,0.10644998,0.1257893,0.11482198,0.12943112,0.13064506,0.148603,0.14069146,0.17070508,0.1791608,0.19598852,0.19209554,0.19243042,0.20850466,0.22616958,0.238621406,0.269974496,0.298481128,0.270809693,0.277006993,0.345397958,0.38604313,0.395928593,0.434393501,0.444751578,0.46383341,0.323377244,0.380939321
6,gas processing,gas,0.071094191,0.114972057,0.14300866,0.16288812,0.178995317,0.219579629,0.281458306,0.304943849,0.316496515,0.354579518,0.407804161,0.478498882,0.488472548,0.538192631,0.593784978,0.624902864,0.643053056,0.66510634,0.683062522,0.735778746,0.719145088,0.740336546,0.763928256,0.789949939,0.842363012,0.875330107,0.90571829,0.9115015,0.96734274,1.01837008,1.07324854,1.14729888,1.12473634,1.1379641,1.1454989,1.14775934,1.28372062,1.2917996,1.30611572,1.3690313
7,gas processing,gas,0.006386523,0.009060827,0.011779076,0.019611063,0.02139046,0.0240695,0.02863224,0.03574844,0.0387205,0.04365998,0.04056234,0.05332964,0.069069,0.07844564,0.09493848,0.10942204,0.1216033,0.12863578,0.13173342,0.13148226,0.13575198,0.1467193,0.1555099,0.15860754,0.169533,0.19473272,0.21457436,0.22587656,0.25425764,0.33040098,0.4202744,0.5182268,0.53333826,0.65841594,0.70027594,0.72191756,0.74339174,0.89178544,0.71346184,0.96344976
8,gas processing,gas,1.2158237,1.39092408,1.47920682,1.5335411,1.56435006,1.6595397,1.76339436,1.70587872,1.77645468,1.8177705,1.757918175,1.78245561,1.771035305,1.906878479,2.037154274,1.986729045,1.962843056,2.168642888,2.246811579,2.167376784,2.177503364,2.283494283,2.412909137,2.539648886,2.639489902,2.761872581,2.774187823,2.669934099,2.792273495,2.928473323,2.761532357,2.872889229,2.992015819,2.871527648,2.824025987,2.743343593,3.048614418,2.968515218,2.880858614,2.910220384
9,gas processing,gas,0.067273724,0.069576104,0.066794995,0.061957826,0.057562596,0.065604824,0.074897662,0.089516725,0.090735652,0.102647738,0.11297758,0.136964195,0.141952258,0.149111634,0.152456776,0.156135658,0.164991495,0.190074687,0.190524883,0.19753406,0.199004216,0.20369348,0.202721205,0.215332352,0.21681246,0.256880352,0.269734705,0.317624697,0.350280307,0.428651333,0.479053056,0.51046457,0.557431776,0.597321471,0.701694364,0.819754357,0.858786346,0.823891382,0.852628062,0.904634416
10,gas processing,gas,1.135348132,1.194661834,1.241393842,1.317483136,1.381296291,1.482602896,1.565845782,1.657788011,1.754247668,1.877859819,2.011429483,2.168958287,2.32708622,2.516973944,2.733810459,2.913513002,3.086619142,3.23216538,3.394930566,3.38086476,3.29233086,3.02873844,2.83300108,2.75359266,2.7035281,2.53541834,2.5122279,2.70809084,2.83011274,2.81709428,2.88474004,3.05544512,3.09299354,3.16361136,3.27123342,3.52829568,3.69406128,3.99202076,3.58242066,3.75601408
11,gas processing,gas,0.131207936,0.169810122,0.209749495,0.264053635,0.310363794,0.354070002,0.424895275,0.480233464,0.507877218,0.476155578,0.420510387,0.392460698,0.400047965,0.413160056,0.435669947,0.464439232,0.476851982,0.463586443,0.477411579,0.474924294,0.481787261,0.477440119,0.48129144,0.482813943,0.465402272,0.590484082,0.638318048,0.67068642,0.671379097,0.760910868,0.860381742,0.925962457,1.039947524,1.265898818,1.517896679,1.867822611,2.317692327,2.745719364,3.036926305,3.640474865
12,gas processing,gas,1.479570998,1.529130796,1.63419972,1.726671764,1.912137471,2.127220992,2.279045872,2.400685497,2.422050338,2.531603132,2.621286666,2.699587063,2.7430814,2.807173649,2.799921031,2.918593369,2.971491678,2.992667838,3.055284535,2.953387915,2.649383042,2.375206302,2.262405219,2.243458803,2.397005602,2.545787305,2.386248957,2.279965697,2.208669884,2.244323492,2.322933996,2.291217754,2.443030033,2.423558718,2.494381469,2.463215354,2.350510125,2.327352601,2.053604213,2.220268179
13,gas processing,gas,3.499335807,4.463572205,5.165764156,5.901616529,6.183974954,6.697436537,6.96834497,7.24408575,7.753092418,7.590897204,7.469577106,7.18489899,7.50438775,7.935179721,8.199502134,8.302159473,8.807038527,8.651348426,8.977209152,9.205681229,9.960096728,9.954941738,10.39879682,10.5661286,11.30301908,12.52992375,12.55133463,13.03245699,13.68602104,14.07575695,14.40746194,14.48889112,15.36525695,15.76994882,15.97273304,15.81666414,15.69726375,16.15731188,15.2636211,16.24420868
14,gas processing,gas,1.514177309,1.593282087,1.655607063,1.757084909,1.842190463,1.977299826,2.088318187,2.210938583,2.339583726,2.504441279,2.682578846,2.892669949,3.10356009,3.356807244,3.645995134,3.885658639,4.116524734,4.310635073,4.52770977,4.50597784,4.49655934,4.34762146,4.06841526,3.61017384,3.45014306,3.708796,3.44520358,3.14046278,3.36834862,3.27688452,3.28986112,3.25863356,3.4385897,3.53084914,3.5166586,3.23916866,3.15762538,3.156244,2.365905102,2.73075743
