# ../gcam-usa-data/level1//L132.in_EJ_state_indchp_F.csv
# Written by LA132.Industry.R
# Thu Aug 31 19:15:08 2017
# " Industrial cogen energy consumption by state and fuel "
# " Unit = EJ "
"state","sector","fuel","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"AK","chp_elec","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321602723933891,0.00441705391027233,0.00218753287338502,0.00290262982347223,0.00198893374426074,0.0029144064804473,0.00222599550108007,0.00187294714288636,0.000590574715897517,8.23757912935842e-05,3.71428529941175e-05,3.75657332601925e-05,7.33218773985863e-06,6.3355554302404e-05,3.11075036161285e-05,3.74445940742851e-05,1.9910176208783e-05,3.71632272792249e-05,5.1352755961112e-05,2.78263721447182e-05,4.03975872245053e-05,3.72893574251224e-05
"AL","chp_elec","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591264611225339,0.0687683488876134,0.0352512876244805,0.0444414681919473,0.0556483760021759,0.0685041713804227,0.0673619325324426,0.0556926247648852,0.0497700686671966,0.0627026141951846,0.0683828495047083,0.0717791897493542,0.0599047456438808,0.0630704543080432,0.0579688329886555,0.0672196088179733,0.0648374888239018,0.0718756171427751,0.0704046284226845,0.0649328393997,0.0556446680707926,0.05609911486606
"AR","chp_elec","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421433893632383,0.0456081265559277,0.0238955692791655,0.0303993229569042,0.0327971366093446,0.0297287201206512,0.0278193814661823,0.0262496912294243,0.0268540430507055,0.0270189191484638,0.0283667825458055,0.0299666689409946,0.0246959660216975,0.028841176197208,0.0280517896070673,0.0272048486885687,0.0277563171870596,0.0299794980227606,0.0316111764848617,0.0269327480792707,0.030510922393657,0.0298327428847302
"AZ","chp_elec","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368020146594886,0.00315124077580077,0.00177938203492321,0.00213193446286062,0.00154749446562926,0.00159353282747231,0.00180972034692032,0.000988065071285605,0.00102511236554815,0.000274699436255878,0.000295714252683935,0.000278581526850338,0.00049241429242419,0.00038465872255031,0.000375682928287091,0.000379078261659257,0.000384036668027103,0.000471895563055991,0.000521032962405436,0.000510017649452478,0.000546226950663258,0.000561854250641451
"CA","chp_elec","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328158212452718,0.0445324921314818,0.0207060508552066,0.0240228816582121,0.0191297179047025,0.0172858974813562,0.0151682053586413,0.0113619496897559,0.0134454070403306,0.011801863884049,0.0134324984996322,0.0152929728164291,0.0196282665796016,0.014366489037625,0.0134847040034428,0.0131179607817769,0.0141791085646856,0.0118341651867282,0.0124506731933714,0.0112537799345282,0.0114746338180244,0.0113703211438536
"CO","chp_elec","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171096175819691,0.00160663519544937,0.000821253246887635,0.00092096201475598,0.000877145579618385,0.000776326617062382,0.000739247256525058,0.000638904022816428,0.000533020060314652,0.000539186997558006,0.000574999935774319,0.000494305539631642,0.000141626994764638,0.000116426116023249,0.000112465589996772,0.000112333782222855,0.000114483513200502,0.000132006880231413,0.000146552865089019,0.000143504576346333,0.000156003448537185,0.000160050949847155
"CT","chp_elec","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367864557468648,0.00145531020037522,0.000793312244947875,0.000851090125153835,0.00086363213231334,0.000951029030141995,0.00103997016961632,0.00184323810582539,0.00195973602259658,0.00173159359632423,0.00187785693310644,0.00186378108283985,0.00195267736650972,0.00146746274153685,0.00144769536059675,0.00148118461302095,0.00148828567160653,0.00131735898365836,0.00141062070413178,0.00136746743111187,0.00134472394069657,0.00142118539759568
"DC","chp_elec","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE","chp_elec","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159504724537612,8.73598415078578e-05,9.34431294679285e-05,9.4594131135316e-05,0.000105669892237999,0.000115911098959997,0.000129697516631735,0.000140369410004878,0.00012220210361321,0.000132499985200169,0.000132781849246423,4.36072218212645e-05,3.20891768544644e-05,3.11075036161285e-05,3.08821394427094e-05,3.13968163292347e-05,1.12263915739325e-05,1.22456571907267e-05,1.19255880620221e-05,1.16035622878898e-05,1.21504647789725e-05
"FL","chp_elec","biomass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652955699778695,0.0756447747899016,0.0390647038639045,0.048825718806983,0.0485104093362898,0.0438040268980609,0.0405136205207053,0.0384684112137771,0.0374971778603236,0.0339585689712006,0.0342317818907035,0.0335339258489006,0.0339152273430251,0.0382614066025096,0.0399799219872569,0.0351959882961128,0.0381693393442531,0.0396028383033257,0.0415111977917647,0.0433451398898276,0.0469235166075278,0.0499011208841517
