# ../socioeconomics-data/level1//L102.gdp_mil90usd_GCAM3_ctry_Y.csv
# Written by L102.GDP.R
# Thu Apr 13 09:44:00 2017
# " Total GDP from GCAM 3.0 by country (including historical time series) "
# " Unit = 1990 USD "
"iso","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2015","X2020","X2025","X2030","X2035","X2040","X2045","X2050","X2055","X2060","X2065","X2070","X2075","X2080","X2085","X2090","X2095","X2100"
"sur",1694.3238410596,1709.46357615894,1714.50927152318,1784.11655629139,1844.42715231788,1778.5417218543,1958.01920529801,2107.09271523179,1980.10463576159,1877.10066225166,1881.88476821192,1843.9238410596,1787.82317880795,1718.02052980132,1686.10066225166,1626.32119205298,1395.97880794702,1518.43907284768,1685.74834437086,1677.51059602649,1724.18079470199,1720.70794701987,1595.87748344371,1647.69735099338,1665.76490066225,1686.99271523179,1783.76754966887,1811.66821192053,1795.88874172185,1794.65430463576,1876.36688741722,1957.05033112583,2074.67086092715,2266.70397350993,2370.30794701987,2461.37880794702,2587.19205298013,2694.39006622517,2775.59072847682,2892.73708609271,2582.9973965486,3148.24361722528,3813.63272673257,4572.49112142831,5361.43673084874,6324.50516731935,7371.8605601733,8653.55115734615,9986.79104328839,11671.6600882143,13599.3784245518,16104.1064672079,19067.24094624,22599.5528060602,26546.3225443259,30764.1134190874,34861.3305812859,39635.8445932353
"ury",10289.0927152318,10153.3245033113,10181.2649006623,10476.0463576159,11114.761589404,11552.1854304636,11720.3245033113,12350.1721854305,13115.761589404,13882.1721854305,14098.6754966887,12722.9470198675,11415.7350993377,11285.298013245,11450.8079470199,12459.6026490066,13455.5165562914,13654.7814569536,13805.5099337748,13846.5629139073,14336.5629139073,15473.6821192053,15884.9072847682,17041.5430463576,16794.8543046358,17731.6490066225,19247.3046357616,20117.0662251656,19726.9470198676,19346.2317880795,18602.5496688742,17164.1854304636,17302.417218543,18168.2516556291,19523.6291390728,20323.8145695364,21653.3112582781,23207.178807947,23752.8410596026,25749.0529801324,28866.9594746477,32926.0470356505,37055.5323378945,41469.7093765314,45572.7053539298,50445.3758203609,55252.8585546958,61399.1724598347,67216.0258620435,74598.8578571717,83033.5988016424,94255.4311901857,107096.29925985,122253.594941486,138834.232294665,156139.790485696,172378.924224869,191530.89916069
"ven",111594.701986755,113026.225165563,121062.38410596,123567.549668874,127146.357615894,136971.920529801,145561.125827815,148977.284768212,150116.092715232,143478.940397351,142958.344370861,139997.682119205,134727.01986755,136670,136934.17218543,145849.072847682,151072.913907285,159867.417218543,146166.953642384,155620.927152318,170762.715231788,181111.655629139,181610.529801325,177343.443708609,184351.456953642,183986.887417219,195708.476821192,196284.039735099,184564.966887417,191369.801324503,197865.364238411,180343.046357616,166356.887417219,196777.947019868,217081.324503311,238511.854304636,259389.867549669,273080.132450331,264335.894039735,260402.38410596,212872.519321469,235839.670376192,267986.753391879,305941.910897999,346694.899668763,396771.733711752,451158.750257625,520530.272796994,593059.334885906,686578.810162081,793895.00912451,931735.762992595,1091050.16863049,1280804.72460258,1492975.45982308,1719597.2403513,1938231.64870788,2191653.88025735
"aut",97745.298013245,103813.245033113,108886.821192053,113181.125827815,112771.059602649,117932.582781457,123923.509933775,123662.450331126,130286.754966887,132542.649006623,132351.390728477,135013.245033113,139027.284768212,139098.609271523,142574.238410596,145855.496688742,147834.966887417,152707.417218543,158643.245033113,165537.350993377,171234.503311258,174819.40397351,175740.264900662,179961.78807947,184763.112582781,189320.59602649,193691.854304636,201024.105960265,208138.675496689,215772.317880795,217622.38410596,221308.278145695,223224.635761589,229005.231788079,234502.847682119,243108.675496689,252118.145695364,255739.205298013,245965.165562914,250316.688741722,267225.543182153,285323.624831235,303098.447287213,319261.303122948,334105.091208964,349056.802409794,363956.006936033,378730.69869392,392533.140766954,406921.166203261,419826.670731929,435134.945389747,448830.171864441,462830.980653235,475052.014387765,491282.542241674,513613.932463533,517975.608154029
"bel",133232.913907285,140235.099337748,148820.728476821,155070.728476821,153012.913907285,161662.317880795,162674.569536424,167297.61589404,171214.17218543,178883.642384106,178384.105960265,179445.496688742,180005.033112583,184444.701986755,187491.324503311,190908.874172185,195312.516556291,204537.483443709,211633.178807947,218273.046357616,222274.105960265,225676.357615894,223505.695364238,230718.145695364,236220.198675497,239584.900662252,248533.841059603,253327.880794702,262295.695364238,271920.993377483,274117.01986755,277844.105960265,280085.894039735,289256.754966887,294321.920529801,302170.132450331,310882.317880795,313945.033112583,305152.847682119,312286.754966887,312015.267098338,330476.830095793,355404.860214313,383390.29067368,412395.297893226,440337.555794976,466559.525315193,493320.732378748,519800.575096962,548080.783905119,574146.242181681,603132.980338275,629579.306788425,657319.035721051,683874.93074686,717688.731286419,761827.591009947,779560.763637759
"lux",8034.80794701987,8564.96026490066,9276.93377483444,9667.72185430464,9032.41721854305,9261.33112582782,9406.71523178808,9790.03973509934,10019.6754966887,10103.9205298013,10048.2582781457,10161.9337748344,10465.6821192053,11113.1920529801,11423.4370860927,12563.9470198675,13060.3377483444,14165.6754966887,15553.642384106,16381.0860927152,17797.0927152318,18120.9337748344,18882.1324503311,19603.6092715232,19884.3642384106,20185.642384106,21384.2251655629,22772.3377483444,24689.8543046358,26774.1324503311,27448.2649006622,28570.940397351,29046.7880794702,30316.3112582781,31908.8278145695,33483.8476821192,35689.7814569536,35427.6158940397,33459.178807947,34496.8874172185,31217.3743240365,34776.6369254394,38296.6971366388,41307.7829750118,43787.2243095587,45850.423032188,47561.3675490222,49300.2927165999,50984.1051128826,52689.824475139,53940.3554584411,55414.2091354136,56900.4901443735,58538.7441745837,60017.9524106415,62037.96998135,64798.6505682272,65209.3847731531
"dnk",100857.61589404,105068.344370861,109018.145695364,108128.609271523,106807.880794702,113316.225165563,115558.543046358,118187.01986755,122855.496688742,122256.622516556,121172.251655629,125672.582781457,129005.231788079,134379.072847682,139787.086092715,146705.430463576,147130.794701987,146920.860927152,147762.582781457,150137.814569536,152090.198675497,155094.768211921,154955.761589404,163517.682119205,168529.735099338,173306.821192053,178849.933774834,182713.907284768,187392.185430464,194004.635761589,195372.052980132,196282.185430464,197035.629139073,201560.529801325,206488.940397351,213498.675496689,216878.874172185,215178.874172185,202986.225165563,205801.258278146,156923.722676293,167071.363815133,176668.014851435,185258.385554802,193660.99156211,203143.893729418,214629.185368377,228725.963530634,243156.678222135,258607.600014658,273833.746231924,291868.881962713,310159.794735736,330668.065698141,351521.510982124,376564.533257888,407592.670995471,425638.828326828
"fin",56300.7549668874,60655.8874172185,64891.9933774834,66992.2516556291,68201.3907284768,68436.2913907285,68600.1986754967,70603.1125827815,75631.3907284768,79707.2185430464,80732.6490066225,83194.3046357616,85709.9337748344,88373.5761589404,91291.9867549669,93703.7086092715,96973.9735099338,102037.152317881,107218.476821192,107760.132450331,101294.635761589,97764.5033112583,96971.9205298013,100515.033112583,104497.880794702,108227.880794702,114944.304635762,120727.218543046,125445.629139073,132124.039735099,135141.390728477,137620.066225166,140389.602649007,146180.59602649,150443.245033113,157078.675496689,165459.205298013,165944.966887417,151775.562913907,156879.735099338,153846.374734692,164447.785497726,175100.059095394,185479.462162464,195688.047341381,205905.733804937,215613.060429574,226472.987723055,237770.599142363,250152.991725312,262896.290958884,278329.077615064,293485.048504449,309931.371608421,326326.786027497,346712.511156508,372925.436008497,387369.374916836
"fra",726518.543046358,759488.079470199,809694.701986755,847680.794701987,838156.291390728,874919.205298013,906178.145695364,941477.483443709,973952.317880795,989894.039735099,999585.430463576,1023750.33112583,1036362.25165563,1051851.65562914,1068788.74172185,1092900.66225166,1119003.97350993,1171235.7615894,1220284.10596026,1252257.61589404,1265273.50993377,1283972.84768212,1275405.29801324,1304068.21192053,1330766.22516556,1344974.17218543,1374345.69536424,1420775.49668874,1467547.01986755,1521554.30463576,1549484.76821192,1563876.82119205,1577943.70860927,1618097.35099338,1647652.31788079,1688298.01324503,1726878.80794702,1725485.43046358,1671183.44370861,1700007.28476821,1654444.8353099,1765204.34000294,1896629.92608707,2034494.07399644,2169351.08835086,2298839.77636876,2426034.54327866,2557191.64244075,2687955.82106628,2832734.78688869,2969687.365621,3126535.27462809,3274886.26322936,3435522.66382232,3595562.76903254,3797318.32973828,4057495.74458372,4183120.75775254
"deu",1011937.08609272,1055453.64238411,1105878.14569536,1115721.85430464,1106050.99337748,1160792.71523179,1199646.35761589,1235737.74834437,1287025.16556291,1305157.61589404,1312064.2384106,1306884.10596026,1327433.77483444,1364906.62251656,1396680.79470199,1428627.15231788,1448658.94039735,1502364.2384106,1560904.63576159,1642929.8013245,1726854.96688742,1759870.86092715,1742235.09933775,1785299.33774834,1815238.41059603,1829593.37748344,1861378.80794702,1896033.77483444,1931510.59602649,1990569.53642384,2020713.90728477,2020919.20529801,2013331.78807947,2036708.60927152,2050653.64238411,2126527.81456954,2196045.03311258,2219832.45033113,2105610.59602649,2190098.01324503,2413425.88995981,2509138.93753016,2596121.74365761,2658844.14502497,2721923.37751592,2805845.68129818,2884333.54523248,2963256.2884138,3036579.16857549,3129521.06633756,3209806.60465598,3315406.66791372,3410454.20986275,3511697.38081012,3601868.19050977,3724474.76785552,3895933.52092052,3931800.21863279
"grc",81246.8874172185,89501.7218543046,96744.5695364238,90515.8940397351,96278.8741721854,102875.761589404,105901.390728477,113575.960264901,117303.509933775,118097.880794702,116262.913907285,114946.092715232,113706.225165563,115992.450331126,118903.311258278,119518.874172185,116819.072847682,121828.145695364,126457.61589404,126457.61589404,130377.748344371,131290.397350993,129189.735099338,131773.509933775,134540.397350993,137713.443708609,142722.913907285,147523.642384106,152568.013245033,159399.139072848,166089.470198675,171801.920529801,182013.443708609,189963.112582781,194294.900662252,204995.695364238,212244.768211921,211788.145695364,205145.165562914,195003.377483444,207548.764536393,228066.398757121,246715.038292075,267072.739385335,285779.992395004,302598.142626705,318156.171518456,335316.887242763,353604.749191004,373844.141090601,392483.032549329,412776.756703407,430065.135583119,447708.758899368,464465.537553502,486189.511531669,514462.640031789,524085.245697608
"irl",24286.7814569536,25862.9470198675,27084.0529801324,28237.8940397351,29835.2119205298,30251.357615894,32735.3841059603,35087.9867549669,36166.2582781457,37279.9337748344,38519.5761589404,39399.1589403974,39302.9006622517,41014.298013245,42279.8344370861,42098.7417218543,44061.8476821192,46360.7284768212,49056.1059602649,53209.4569536424,54236.2119205298,56049.4701986755,57558.6622516556,60871.642384106,66736.2913907285,73211.059602649,81463.178807947,88738.8079470199,98474.6357615894,108960.529801325,114392.251655629,120589.072847682,125086.688741722,130340.066225166,138265.364238411,145877.152317881,153127.483443709,149819.337748344,140254.238410596,138763.112582781,144678.206497746,159125.556591781,174197.084575174,190385.075853162,205500.570284598,218772.059502563,230487.834908073,243157.42401955,256862.583547268,272445.086366665,287536.609417437,304407.246676782,319216.727157366,334907.100360955,350556.079364022,370868.500478592,397497.185367928,411059.749106928
"ita",619604.834437086,642471.324503311,688252.98013245,726107.947019868,710931.125827815,761587.417218543,781088.079470199,806396.688741722,854450.993377483,883758.278145695,891219.867549669,894905.298013245,905368.874172185,934574.834437086,960724.503311258,988200.662251656,1019744.37086093,1062516.55629139,1098517.8807947,1120332.45033113,1137568.21192053,1147058.2781457,1137276.1589404,1161739.73509934,1195276.82119205,1208839.07284768,1231396.02649007,1249229.13907285,1267356.29139073,1313660.92715232,1338129.13907285,1344170.1986755,1343543.70860927,1366796.68874172,1379525.16556291,1409859.60264901,1433588.74172185,1417012.58278146,1339156.29139073,1362233.77483444,1364531.33016208,1416091.4112748,1480758.43876293,1543909.83493267,1598657.72184423,1646902.6152247,1697514.29048379,1760838.5791131,1829326.14089778,1906871.45122779,1976563.19824317,2054059.09523567,2122694.60056572,2201920.941296,2281282.78988373,2385492.71452775,2520833.74583273,2566897.79023299
"nld",203231.059602649,208325.165562914,220375.231788079,229754.238410596,230036.821192053,241050.264900662,245681.456953642,251407.682119205,256490.927152318,264829.470198675,262754.238410596,259494.039735099,264865.562913907,272974.834437086,280018.013245033,287822.119205298,293380.662251656,303476.490066225,316890.993377483,330146.887417219,338199.337748344,343969.271523179,348295.033112583,358608.410596026,369782.582781457,382379.271523179,398739.205298013,414383.57615894,433794.834437086,450890.860927152,459574.370860927,459925.099337748,461468.675496689,471789.470198675,481444.437086093,497785.629139073,517301.920529801,526634.370860927,507319.668874172,515070.132450331,532553.41541871,568490.699894939,605307.14190334,640019.828512957,671198.086379542,702590.284754789,736449.577564715,773515.621224232,809267.564042981,847038.238464283,881594.533627183,922182.405409872,962232.76330014,1006686.04517293,1050705.10102327,1106052.84095313,1177129.83427294,1207725.59525014
"prt",51542.6357615894,55674.1324503311,61910.0132450331,62617.5562913907,59895.1721854305,64028.0794701987,67615.298013245,69519.3377483444,73439.4701986755,76809.8675496689,78052.7152317881,79719.4701986755,79581.5231788079,78085.3642384106,80277.4834437086,83601.7880794702,88936.6887417219,95597.3509933775,101754.370860927,105774.238410596,110394.701986755,111597.417218543,109317.218543046,110371.920529801,115098.874172185,119344.238410596,124603.708609272,131006.225165563,136342.38410596,141680.993377483,144478.874172185,145583.245033113,144256.821192053,146507.682119205,147643.311258278,149781.589403973,153324.437086093,153311.390728477,148852.516556291,151734.966887417,185814.08507812,199480.458379443,214646.609853043,229668.864368375,243135.398356338,255030.725413403,267156.448780267,282001.18301646,298752.26921055,317541.869832019,335251.382222451,354788.111982941,373391.812095677,393229.161997663,412826.131912909,437035.723760522,467359.944220627,480970.835166137
"esp",312133.642384106,337571.78807947,363863.443708609,384308.145695364,386391.920529801,399157.483443709,410487.880794702,416493.377483444,416666.357615894,425869.337748344,425305.231788079,430606.490066225,438228.741721854,446049.801324503,456404.503311258,471252.781456954,497393.774834437,522732.649006622,547965.099337748,568685.827814569,583164.63576159,588583.443708609,582512.185430464,596394.635761589,612840.198675497,627859.602649007,652215.496688742,681356.291390728,713607.284768212,749627.152317881,777134.437086093,798196.026490066,822855.629139073,849674.834437086,880124.503311258,916000.662251656,947869.536423841,956321.19205298,919671.523178808,917820.529801324,1059685.49138696,1100110.64161711,1145463.23332451,1196853.86589475,1243476.29591125,1281111.76204012,1313832.87309359,1358541.0382415,1415450.0386921,1487178.89230925,1558672.43722635,1636483.69761653,1703829.61371727,1778064.19901204,1853485.87106101,1955168.096028,2088656.11825586,2148356.28128382
"swe",134819.337748344,137905.033112583,143377.01986755,147962.516556291,151739.735099338,153345.364238411,150897.549668874,153540.59602649,159436.556291391,162146.953642384,162884.437086093,164918.278145695,168052.847682119,175160.662251656,178944.768211921,183760.728476821,189923.774834437,194784.105960265,199955.165562914,201464.238410596,199155.430463576,196848.013245033,192781.920529801,200517.549668874,208415.033112583,211775.165562914,217510.927152318,226657.086092715,237218.940397351,247780.397350993,250908.145695364,257139.205298013,263145.298013245,274289.072847682,282958.80794702,295118.079470199,304899.072847682,303028.675496689,287793.178807947,306663.377483444,294415.521264173,325333.984406129,356737.155953449,385905.227669113,412770.733553662,439793.948687028,468083.594305545,498057.447014628,525807.115795032,556086.712498432,589319.35366911,628007.840939243,664981.029965841,703670.993277522,740602.49946087,785652.991926076,844063.794166286,875738.590552258
"gbr",616297.748344371,638599.40397351,684865.562913907,674013.245033113,670263.57615894,688841.059602649,704621.854304636,728188.741721854,747178.145695364,731465.562913907,721784.105960265,736891.390728477,763599.337748344,783994.039735099,812213.245033113,844801.986754967,883343.046357616,927792.715231788,948960.264900662,956354.966887417,943994.701986755,956217.218543046,989593.377483444,1038611.9205298,1075309.93377483,1112852.98013245,1161266.88741722,1202689.40397351,1238028.47682119,1292034.43708609,1320264.2384106,1350567.54966887,1403899.33774834,1448447.68211921,1495301.32450331,1536496.68874172,1589156.29139073,1576927.81456954,1495394.70198676,1520214.56953642,1767871.70831032,1951604.83804813,2125893.67903488,2279284.57832887,2415282.96300005,2549502.25602569,2688567.4041743,2831682.90609861,2970387.8509025,3128450.49868677,3288842.38499414,3482364.34875596,3664590.66319488,3855677.6974134,4043930.32233246,4281171.06576514,4590546.11396899,4755152.50046164
"bgr",15734,16055.0993377483,16382.7549668874,16717.0993377483,17058.2715231788,17406.3841059603,17761.6225165563,18124.1059602649,18493.9867549669,18826.6887417219,19749.2317880795,20210.298013245,20903.5695364238,21613.5496688742,22193.5364238411,23127.3443708609,24527.5960264901,27212.0728476821,26316.821192053,23917.4238410596,21897.5099337748,20305.0331125828,20004.4834437086,20368.1589403973,20950.7284768212,19058.8675496689,18745.2516556291,19656.5231788079,20042.6026490066,21185.0331125828,22074.8079470199,23112.3245033113,24383.5033112583,26017.1854304636,27682.2847682119,29481.6357615894,31368.4635761589,33313.3046357616,31481.0794701987,31607,47901.5559745547,58726.7494078901,69206.1055916729,80954.5447939861,91952.1620315656,106850.385545151,121777.013955597,140983.844390234,157160.371372171,178196.529274557,197183.052568535,221119.674627089,243075.395201638,266961.717461931,290928.194708401,321534.110072988,361195.63078879,394481.426063387
"hrv",14926.582781457,15305.940397351,15704.7152317881,16114.9536423841,16537.3046357616,16972.3311258278,18278.3774834437,19719.3708609272,20869.4701986755,21722.4966887417,22243.5033112583,22530.7218543046,23334.4039735099,24532.8145695364,25738.6622516556,25913.9602649007,26670.7152317881,26177.059602649,26739.6754966887,35752.2847682119,28212.5960264901,24907.9801324503,22908.9602649007,24253.8344370861,25921.9271523179,27456.5761589404,29253.2317880795,29831.5033112583,29520.4039735099,30627.5298013245,31747.2715231788,33295.9867549669,35084.3311258278,36532.7748344371,38096.3046357616,39976.4437086093,41999.2251655629,42874.6291390729,39896.0463576159,38989.4701986755,36768.205982341,40516.6662694191,43361.9016272566,46955.4509398583,50462.281877682,56324.1190594115,62195.7861591757,70101.2683489948,76334.0840180094,84457.7496653069,91410.0510106962,101037.856736755,110035.883949837,119861.669882356,129666.025023574,142409.734408415,159268.329429546,173598.43579709
"cyp",1847.98079470199,1956.98476821192,2072.41854304636,2194.66158940397,2401.40662251656,2888.08278145695,3360.63112582781,3622.00066225166,3980.78079470199,4209.80397350993,4315.76490066225,4575.64834437086,4831.06887417219,5254.16887417219,5510.7059602649,5714.81986754967,6118.58609271523,6647.64900662252,7175.96026490066,7707.27152317881,7764.26490066225,8494.11258278146,8553.56953642384,9058.23178807947,9610.78145695364,9788.46357615894,10018.3509933775,10523.6026490066,11033.6622516556,11590.0662251656,12056.6357615894,12308.7682119205,12546.8278145695,13076.8874172185,13588.1920529801,14148.7417218543,14874.6556291391,15414.1059602649,15157.2781456954,15354.3245033113,16884.1775398102,18126.3974230987,19591.6693922001,21210.3946723093,22805.119484514,24395.5358932715,25961.9424228892,27591.0253811604,29323.0423159332,31314.2635718353,33338.8736569685,35649.9132704797,37770.9167931595,39838.6323209104,41682.2089519383,43872.1051850214,46662.8378968964,47855.8429281325
"cze",52444.5165562914,54066.5099337748,55738.6754966887,57462.5496688742,59239.7417218543,61071.9006622517,62960.7152317881,64907.9536423841,66915.4304635762,68984.9668874172,71118.5430463576,73318.0794701987,75585.6291390728,77923.3112582781,80333.3112582781,82817.880794702,85379.2715231788,88019.8675496689,90742.0529801324,89431.7880794702,79044.3046357616,78643.9072847682,78692.5827814569,80982.0529801324,86020.2649006623,89925.298013245,89158.6754966887,88948.2781456954,90441.9867549669,94227.5496688742,97146.0927152318,99234.0397350993,102971.390728477,107854.900662252,115150.132450331,123234.105960265,130301.78807947,134339.801324503,128284.966887417,131452.715231788,142305.089488751,166981.96912434,191476.876893831,221892.024398759,253475.497359352,298244.077689491,344058.336038892,406088.835042873,460044.410186545,528043.708332592,594766.063341459,681867.311229666,766367.99326781,859448.27434027,955573.376259042,1076993.38928231,1235422.11992155,1381276.01080944
"est",6154.88741721854,6345.24370860927,6541.48874172186,6743.80132450331,6952.37086092715,7167.39735099338,7389.06622516556,7617.59602649007,7853.19205298013,7757.32450331126,7868.27152317881,8316.76821192053,8624.47682119205,8865.98013245033,8910.30463576159,9008.53642384106,9324.3178807947,9590.88079470199,9885.05298013245,9186.81456953642,8451.88741721854,6662.73509933775,6282.0642384106,6178.88543046358,6455.70728476821,6835.94039735099,7638.23178807947,8158.37086092715,8136.24503311258,8925.23178807947,9485.87417218543,10108.1920529801,10893.1390728477,11584.0728476821,12612.4834437086,13886.0066225166,14926.3774834437,14306.7350993377,12289.7284768212,12604.9470198675,12619.8383267795,14436.4460884525,16025.6901958084,18023.9733754215,20449.0664509493,23752.5661314347,27640.9464099616,32314.0915403571,36892.6208456068,41975.3592552081,47521.2350032124,53880.6705182517,60774.583965483,68553.9765939958,77429.4507791603,87783.6658726791,100980.602682512,114849.615037619
"hun",39580.5629139073,41994.9801324503,44892.6291390728,47541.2913907285,50488.8543046358,52306.4569536424,56281.7483443709,58758.1456953642,60344.6092715232,60465.298013245,62198.6887417218,63965.8145695364,64428.2582781457,66140.7947019868,65973.4105960265,66986.0927152318,69699.8013245033,69654.3708609272,70167.2847682119,67713.7748344371,59661.2317880795,57833.1059602649,57499.9205298013,59194.5298013245,60076.2516556291,60172.9006622517,62054.6225165563,64582.3973509934,66647.5496688742,69463.5761589404,72042.1854304636,75288.476821192,78187.4172185431,81938.2119205298,85186.5562913907,88506.4238410596,88607.9470198676,89400.2649006623,83322.2516556291,84370.5298013245,88499.7937935548,95563.5089044061,104209.711025453,116281.502148325,129012.721780428,147994.849408365,168527.75659502,196728.799170062,221014.258751058,251838.773644175,280748.482843136,318191.617330632,355398.996570606,398256.065130546,443105.070133072,499776.26436464,573110.110672987,639901.438466473
"lva",7570.88079470199,7959.69536423841,8420.37086092715,8830.09933774834,9437.18543046358,9967.58278145695,10286.6821192053,10624.5430463576,10947.9337748344,11394.8741721854,11877.059602649,12156.2052980132,12790.6953642384,13526.6490066225,13475.8609271523,14110.3509933775,14440.2847682119,15176.238410596,16039.0860927152,14765.0132450331,12905.3245033113,8760.3178807947,8323.79470198676,8506.07947019868,8425.71523178808,8745.12582781457,9469.4701986755,9916.68874172185,10382.6821192053,11100.5298013245,11993.4105960265,12769.6821192053,13688.582781457,14876.4503311258,16453.4834437086,18466.2847682119,20308.7682119205,19446.9602649007,15955.2582781457,15900.4503311258,16132.154316187,18339.7185570303,20124.4681022295,22255.7737201981,24383.1178614087,27216.3717414196,30493.202538584,34423.1790696414,38190.5776992026,42321.6850626694,46695.6557163318,51515.6603706186,56636.2215162038,62580.7814254988,69278.4320732891,76912.9716472327,86530.9346612339,96246.2497842038
"ltu",12322.7880794702,12703.9006622517,13096.8079470199,13501.8675496689,13919.4503311258,14349.9470198676,14793.7549668874,15251.3046357616,15722.9867549669,16209.2649006623,16710.5894039735,17227.4039735099,17760.2119205298,18309.4966887417,18875.7748344371,19459.5629139073,20061.4039735099,20681.8543046358,21321.5033112583,21766.1125827815,20530.7417218543,16166.1125827815,13542.8609271523,12220.2582781457,12622.3178807947,13276.4834437086,14268.1324503311,15356.6158940397,15191.8079470199,15685.6490066225,16742.1920529801,17891.298013245,19724.5562913907,21174.4635761589,22826.5430463576,24617.2516556291,27039.5430463576,27831.1125827815,23728.3245033113,24043.9602649007,27968.7457219525,31695.5102211021,33925.0584559072,36254.9969381551,39171.9848576727,43486.3766455793,48389.9845267025,53948.6848139296,58814.7303508232,63658.4879598305,69037.8951675374,75662.3892393525,82784.9342951963,90418.2565614573,98956.9213993753,108805.693760352,121772.064586851,135544.326673805
"mlt",755.009933774835,799.090066225166,832.22119205298,915.74701986755,1094.86754966887,1281.1821192053,1437.28344370861,1597.70132450331,1765.3119205298,1889.76092715232,1952.34635761589,1996.94569536424,1984.71655629139,2003.42052980132,2055.21523178808,2135.06357615894,2222.82582781457,2409.85960264901,2606.96490066225,2770.97880794702,2944.34503311258,3082.46225165563,3220.57947019868,3402.57748344371,3618.38609271523,3755.06490066225,3952.46821192053,4155.05629139073,4351.17284768212,4645.75562913907,4573.7523178808,4702.34701986755,4708.5582781457,4684.8642384106,4856.59271523179,4964.59801324503,5177.04503311258,5402.94900662252,5259.63112582781,5402.25894039735,8446.13152863025,9278.9327117458,10308.3757889726,11387.7322939639,12449.4761787695,13346.0212697648,14057.5402180689,14677.06791448,15180.9773965418,15673.1104075713,16096.9837312009,16625.6004256234,17039.2833011792,17410.5295258293,17690.9751053187,18112.8598885364,18770.9077799174,18805.1263649001
"pol",84316.8874172185,86924.5033112583,89612.9801324503,92384.5033112583,95241.7218543046,98187.3509933775,101224.105960265,104354.701986755,107582.119205298,110909.470198675,114339.668874172,117875.894039735,121521.523178808,125279.933774834,129154.635761589,133149.072847682,137267.086092715,141512.516556291,145889.139072848,146260.463576159,135999.40397351,139419.867549669,144631.78807947,152286.887417219,162873.57615894,173035.165562914,185296.887417219,194527.682119205,203328.476821192,211989.867549669,214545.033112583,217642.052980132,226058.543046358,238140.927152318,246754.569536424,262121.19205298,279906.887417219,294256.490066225,299527.284768212,311135.165562914,382325.566481327,445183.417100121,497749.009740652,553823.071853236,606429.519962566,684049.767873495,758150.249499122,853235.073575302,924690.08091414,1018809.91221681,1103151.57890564,1221266.73461035,1331341.70437495,1451471.3030715,1572579.87546718,1732891.97176625,1951683.03640773,2151679.75248316
"rom",54748.4900662252,56441.7483443709,58187.3642384106,59986.9735099338,61842.238410596,68603.9072847682,76164.238410596,82109.3377483444,86289.5364238411,78919.6026490066,79523.9072847682,82705.298013245,87750.3311258278,92927.6158940397,92835.3642384106,95064.1059602649,95825.3642384106,95347.0860927152,89817.2185430464,84787.4834437086,73849.8675496689,67321.2582781457,68338.6754966888,71051.9205298013,76139.1390728477,79191.5231788079,74358.6092715232,70797.5496688742,69947.9470198675,71416.8874172185,75473.3112582781,79272.119205298,83358.0132450331,90964.3708609272,94865.5629139073,103134.304635762,109590.198675497,118205.82781457,110169.337748344,109134.105960265,127333.237445071,148646.908019997,169561.414493031,192687.856926073,212542.653403864,241310.251616765,269770.217451975,307642.343613617,336236.473400618,374638.919706182,407167.41313423,450846.622054384,491742.90825124,537858.849883362,585629.972599581,648792.799453063,732879.716222898,807212.262341011
"svk",21524.9602649007,22190.6754966887,22876.9801324503,23584.5165562914,24313.940397351,25065.9139072848,25841.1523178808,26640.3642384106,27464.2913907285,28313.701986755,29189.3841059603,30092.1456953642,31022.8278145695,32004.5298013245,33124.178807947,34504.3509933775,35353.119205298,36039.5099337748,36474.9735099338,35500.7350993377,30326.9271523179,28288.5033112583,27241.8278145695,28932.3311258278,30622.9867549669,32748.642384106,34203.1986754967,35694.7814569536,35708.2516556291,36196.8741721854,37457.2582781457,39173.880794702,41044.4370860927,43120.3841059603,45990.1390728477,49828.2052980132,55057.1456953642,58223.1920529801,55351.8741721854,57667.1854304636,63951.1182904727,74528.5269817766,83854.3987040669,94935.6181161189,106100.194982531,122369.222289932,138964.204895048,160440.759609354,177869.321482452,200036.872226495,220337.881635007,247389.035409926,273325.869628195,301541.069712624,330112.383547939,366740.024873759,415277.338789634,459110.189727255
