# ../socioeconomics-data/level1//L102.gdp_mil90usd_GCAM3_ctry_Y.csv
# Written by L102.GDP.R
# Thu Apr 13 09:44:00 2017
# " Total GDP from GCAM 3.0 by country (including historical time series) "
# " Unit = 1990 USD "
"iso","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2015","X2020","X2025","X2030","X2035","X2040","X2045","X2050","X2055","X2060","X2065","X2070","X2075","X2080","X2085","X2090","X2095","X2100"
"gtm",7353.86092715232,7893.11920529801,8428.49668874172,8965.82119205298,9140.65562913907,9815.8940397351,10582.4437086093,11111.2119205298,11634.9337748344,12072.4039735099,12150.4966887417,11721.5695364238,11420.0794701987,11476.8079470199,11406.8741721854,11423.1920529801,11828.0264900662,12288.4238410596,12772.9072847682,13169.1854304636,13650.9470198675,14311.4238410596,14873.4635761589,15473.4105960265,16239.1258278146,16719.4437086093,17449.0993377483,18320.417218543,19025.2185430464,19711.8079470199,20171.6026490066,20951.5562913907,21481.8079470199,22158.9271523179,22881.3443708609,24112.298013245,25632.3509933775,26473.3774834437,26612.642384106,27376.2847682119,39812.8078339706,45554.7122528349,55270.6803731147,68478.0782903805,84006.6912343712,104550.545094103,129321.616483349,162207.969585587,200394.296158218,250539.79688127,313006.119494719,397020.299736305,501626.131186786,633454.092319292,791882.043100063,975221.384660832,1171848.48748736,1407805.19099758
"hti",3147.81854304636,3191.30860927152,3229.33046357616,3433.4417218543,3353.83509933775,3640.70132450331,3658.09668874172,3833.71258278146,4113.61920529801,4425.17086092715,4304.14503311258,4156.69536423841,4188.25629139073,4200.68145695364,4208.96490066225,4203.99470198675,4172.51721854305,4204.82317880795,4249.55562913907,4242.04370860927,4425.44834437086,4190.46092715232,3963.07417218543,3489.46225165563,3834.83841059603,3993.48013245033,4101.55562913907,4191.78344370861,4304.81523178808,4342.49337748344,4297.21456953642,4285.97682119205,4301.51059602649,4150.4701986755,4224.83377483444,4320.01920529801,4464.44900662252,4502.12715231788,4640.93907284768,4385.78940397351,7248.76970482789,9039.88057264179,11739.6336007494,15518.4677744873,20277.4941993901,26867.6993359503,35151.2666255096,46219.5910119707,59476.5407477857,76981.767381559,98972.6493827152,128489.000081146,165271.851383248,211431.700999783,266385.224831524,329373.260307034,396352.650480609,476013.022877255
"hnd",2429.26953642384,2569.25165562914,2771.44768211921,2737.42450331126,2795.75033112583,3089.32317880795,3410.11523178808,3751.32119205298,3926.29801324503,3952.54503311258,4052.67086092715,3996.28940397351,3959.34966887417,4131.41125827815,4304.44437086093,4335.55165562914,4597.04569536424,4808.96291390728,5016.99072847682,5021.85099337748,5185.1642384106,5476.79337748344,5817.99867549669,5742.17549668874,5975.47814569536,6190.31125827815,6499.43907284768,6688.02649006623,6561.65231788079,6938.82781456954,7127.78145695364,7395.38410596027,7731.65562913907,8213.51655629139,8710.50993377483,9282.5298013245,9856.95364238411,10274.0927152318,10024.238410596,10398.2649006623,17550.1220564288,20293.6529343171,24405.2955877527,30028.1570803965,36659.1688463791,45551.208333934,56254.6969094192,70357.6549444283,86629.1711878163,107990.931525525,134601.627609933,170415.668956171,215024.995144351,271202.040492163,338428.224275985,415906.804837966,498872.915684369,598393.522665822
"jam",5847.66556291391,6900.74834437086,6522.20463576159,6246.36357615894,6230.36688741722,5813.29072847682,5662.2880794702,5659.2476821192,5599.25695364238,5279.30662251656,5418.65099337748,5530.77549668874,5636.36225165563,5549.43046357616,5386.07549668874,5487.47284768212,5918.25894039735,6153.46887417219,6594.87483443709,6871.8940397351,7204.37086092715,7345.2582781457,8036.96688741722,8148.1523178808,8339.62913907285,8330.14569536424,8235.14569536424,8042.88741721854,8127.15231788079,8198.56953642384,8308.83443708609,8689.08609271523,8995.67549668874,9174.68874172185,9206.82781456954,9241.73509933775,9371.11920529801,9304.20529801324,8893.77483443709,8762.14569536424,11154.1815545588,11584.0449577294,12277.4601926548,13185.6360887889,14144.7838255091,15638.1945207653,17404.9770243889,19770.5475289146,22235.5432600288,25367.905296228,29112.8361639406,34370.0640586654,40758.1511936799,48589.4088740015,57582.1287241086,67591.0173166314,77967.7361524679,90483.3389128964
"nic",3666.58741721854,3748.0119205298,3988.52251655629,4554.59072847682,4547.61125827815,4784.51655629139,5184.90794701987,4778.47350993377,3513.19139072848,3675.21059602649,3872.32317880795,3840.71059602649,4017.89072847682,3954.96688741722,3793.53112582781,3754.93907284768,3728.41655629139,3264.23443708609,3208.82119205298,3205.83377483444,3199.72052980132,3212.05430463576,3199.49072847682,3306.27682119205,3501.7417218543,3723.90066225166,3871.61523178808,4015.31721854305,4297.83377483444,4474.11390728477,4606.58543046358,4641.31589403974,4758.31059602649,5011.08013245033,5225.67483443709,5442.64834437086,5730.43973509934,5893.85364238411,5731.21589403973,5920.51125827815,9661.3126689107,11229.2682658391,13843.6359086622,17469.041418423,21845.191712945,27589.5151845521,34306.0882880199,42921.8336909025,52623.9505976495,64974.2434563914,80081.6607283764,100157.249909557,124639.55656545,154872.554408279,190474.909842742,231059.336021092,273970.963080899,325366.704521957
"pan",4119.09536423841,4307.76092715232,4540.6357615894,4651.49536423841,4725.49337748344,4803.16291390728,4858.66092715232,5331.89006622517,5572.24569536424,5633.45629139073,6152.11854304636,6481.16158940397,6190.06887417219,6357.78741721854,6672.00662251656,6910.04635761589,6785.03973509934,5877.21258278146,5969.02913907285,6452.46092715232,7060.21854304636,7639.27814569537,8056.05298013245,8285.66225165563,8430.80132450331,8667.76158940397,9227.78145695364,9905.23178807947,10293.2450331126,10572.7417218543,10633.4569536424,10870.4701986755,11327.6490066225,12179.7350993377,13055.6092715232,14168.9602649007,15885.1986754967,17338.2052980132,18027.2582781457,19082.1854304636,36157.5072266486,45784.8376746016,56132.9511136743,67082.5090759871,77864.1180261803,90438.7005942559,103431.461472239,119079.682389515,134507.349359217,153729.526988693,175248.465172606,202682.545771174,233682.891343289,269732.796854144,308651.999937651,348663.32116379,385294.222200242,427098.24153822
"pri",21141.8079470199,22703.7880794702,24058.3708609272,24071.3311258278,23462.0927152318,24700.0132450331,26313.8476821192,28050.821192053,29761.8609271523,30215.5496688742,30539.6092715232,29612.7947019868,29748.9006622517,31926.5960264901,32581.1986754967,35244.9867549669,36975.4834437086,39386.5033112583,41330.8741721854,42892.8543046358,43878.0132450331,45880.7086092715,48013.0397350993,50022.2185430464,52297.1324503311,53509.1324503311,56121.0662251656,59142.6953642384,61077.2715231788,64934.1324503311,65908.1456953642,67338.6754966887,68915.0993377483,70284.4370860927,68887.8145695364,67916.821192053,67127.417218543,65889.3774834437,64602.940397351,64335.9602649007,54272.1289324205,57054.4072138076,61251.903456482,65802.2097130618,71003.9302879073,77247.3571034617,83343.63546628,90820.3220354239,96842.5352988325,103029.368962794,108546.079174498,115560.518821422,122812.492620906,130728.124738008,139013.416976298,149742.699580976,162362.344037242,176312.627536791
"lca",187.696887417219,193.501986754967,199.486622516556,205.656225165563,212.016754966887,218.574039735099,225.333973509934,232.303112582781,239.487748344371,242.011589403974,250.506754966887,223.397880794702,232.894304635762,287.629337748344,270.924635761589,311.230728476821,317.253112582781,355.855695364238,388.109470198675,479.489470198675,492.329933774835,526.899933774834,540.456821192053,548.137682119205,566.159602649007,596.829801324503,599.238940397351,637.309536423841,652.340993377483,656.67701986755,625.180331125828,625.874966887417,653.720331125828,708.61059602649,695.194039735099,759.788079470199,798.572185430463,835.927152317881,835.37417218543,829.286092715232,852.829202957927,923.165175744739,1027.83494954003,1168.93401176728,1323.0992226699,1526.35002091786,1754.19931523143,2045.03944224499,2354.94617253941,2759.51578635203,3244.19300419214,3884.59438983936,4632.38690439809,5526.83399672682,6535.3059001264,7632.52297089088,8727.62160844234,10013.3850824264
"vct",112.842119205298,141.990860927152,126.228013245033,115.093907284768,106.336754966887,117.37119205298,120.7,135.067748344371,139.595364238411,142.423907284768,151.153774834437,158.404635761589,165.373112582781,175.11761589404,185.828874172185,198.210463576159,207.20821192053,237.480132450331,243.400529801325,255.681589403974,257.256225165563,276.611059602649,277.046556291391,268.726158940397,271.41821192053,275.055629139073,311.568543046358,327.692847682119,342.12761589404,340.200397350993,345.81119205298,367.460066225166,395.331655629139,411.781523178808,421.920728476821,454.289205298013,469.210529801324,476.92059602649,466.732317880795,451.312185430464,631.684073255577,699.432126804872,752.751558842725,808.835856483519,863.984285545162,946.337012969076,1037.68845271109,1161.73836807073,1291.1775688494,1465.16028406539,1671.89412999132,1950.4288219319,2279.7449473023,2675.20851230454,3120.27824469487,3600.51073425646,4077.47796350488,4645.99486878202
"tto",4394.30264900662,4648.30927152318,4725.30463576159,4905.22516556291,4977.72251655629,5296.55364238411,5779.6940397351,6358.61523178808,6587.48609271523,7271.97350993377,7604.82781456954,7911.75496688742,7183.60264900662,6770.3642384106,6491.46754966887,6278.59602649007,5992.04966887417,5757.26622516556,5709.70529801325,5795.80993377483,5951.24304635761,5853.21258278146,5768.40198675497,5973.87350993378,6210.1298013245,6455.22317880795,6629.80132450331,7144.88079470199,7458.44370860927,7915.94039735099,8240.06622516556,8900.39735099338,10185.0397350993,10989.6556291391,11623.1854304636,13220.6291390728,13849.1258278146,14318.9602649007,13690.0993377483,13718.6092715232,18573.4056918525,20436.4159274502,22142.9275147281,23805.2580500663,25213.3496297677,26828.8020289657,27980.7559307464,29271.4078660714,30322.7114143525,32201.6635837245,34413.6984120251,37408.3884087327,40581.2046058051,44241.6058626875,48126.9160998866,52131.6013287334,55648.5213323426,59852.3182384018
"arg",124720.860927152,126751.78807947,130315.695364238,137527.218543046,137488.145695364,134713.245033113,144054.437086093,137563.245033113,151625.894039735,157921.125827815,148936.092715232,141553.112582781,147038.410596026,150290.59602649,138888.609271523,149827.152317881,154187.01986755,150244.701986755,138982.052980132,135647.947019868,152834.17218543,171083.708609272,181189.470198675,191764.039735099,186307.947019868,196604.635761589,212551.324503311,220734.900662252,213262.052980132,211579.470198675,202251.258278146,180216.953642384,196142.847682119,213853.642384106,233525.033112583,253056.887417219,273308.741721854,281787.086092715,281929.337748344,307687.152317881,400532.822734983,462084.389139277,528564.251344602,603464.575835329,678463.385892958,765142.032502018,849714.111531011,955463.822598511,1060257.40926795,1195182.1717434,1349932.05678464,1551648.02494745,1780404.16852511,2048210.47314809,2342008.3972877,2652098.42131634,2945648.07478854,3286479.65591767
"bra",328315.82781457,367887.086092715,419312.98013245,457227.682119205,481044.966887417,528141.258278146,552469.205298013,570323.377483444,608913.112582781,664390.728476821,635201.78807947,638887.61589404,617102.847682119,649618.940397351,701236.42384106,757253.642384106,784511.920529801,783706.622516556,809407.947019868,774603.311258278,786315.894039735,782644.370860927,819155.629139073,862852.317880795,900962.913907285,920333.774834437,951394.701986755,951732.450331126,954164.900662252,995249.006622517,1008335.7615894,1035116.55629139,1046986.75496689,1106810.59602649,1141745.69536424,1186906.62251656,1259253.64238411,1324348.34437086,1320000.66225166,1419445.03311258,1288642.75096955,1499398.16645314,1700967.60579828,1901807.79193592,2083756.01770936,2308201.64718114,2531006.11378914,2805918.08684072,3073765.19192474,3426434.80942974,3823730.72256423,4349714.16165053,4963448.36284952,5680592.16148299,6460667.50870316,7278821.57813176,8055976.52171324,8973696.88437909
"bol",4363.18476821192,4710.82119205298,4981.18278145695,5127.60794701987,5502.48940397351,5756.40463576159,6042.56821192053,6166.60331125828,6174.82582781457,6090.12119205298,6106.90728476821,5866.37218543046,5629.24569536424,5617.95033112583,5523.77086092715,5381.59536423841,5514.17086092715,5674.6059602649,5889.68013245033,6162.71324503311,6487.27350993377,6594.08675496689,6875.60927152318,7196.50993377483,7533.18543046358,7861.72847682119,8251.21854304636,8666.20529801324,8703.19867549669,8921.45695364238,9071.67549668874,9297.15894039735,9549.23178807947,9947.75496688742,10387.5894039735,10885.880794702,11382.7483443709,12082.6158940397,12488.2317880795,13003.5894039735,30469.0083235746,37028.3522972836,46054.1013483497,57411.7331630378,70269.7356075755,86877.8737067469,106312.237839302,131363.416003372,159446.532538363,195597.069736992,239444.410484212,297244.07463532,367465.103649848,453601.702675806,553503.094174913,665086.871518379,780450.746937086,916828.218361272
"chl",30205.8675496689,29958.4238410596,28478.1456953642,29188.3509933775,25871.7417218543,26753.0331125828,29079.8609271523,31250.0662251656,33963.3046357616,36730.8410596027,38470.8940397351,34499.4569536424,33193.1059602649,35839.7086092715,38391.2119205298,40539.7218543046,43212.9933774834,46372.3841059603,51269.4635761589,53165.1986754967,57402.4503311258,64450.2781456954,68952.9801324503,72888.8741721854,80635.2317880795,86613.1125827815,92334.3708609271,95317.6158940397,94592.3841059603,98845.0331125828,102154.569536424,104368.21192053,108497.748344371,115052.185430464,121448.476821192,126798.21192053,133342.052980132,137732.317880795,136304.768211921,144160,164658.424721325,195741.381028812,226042.963492565,256992.232567238,286147.946123863,322094.320381884,359485.138730871,404677.363714663,447631.807019735,503196.632846789,567901.400535719,652930.152607491,749709.6087468,862724.107919622,985215.151046426,1112463.74178293,1231756.3634374,1370479.72594669
"col",42709,45986.238410596,49079.9536423841,51898.3841059603,53065.0794701987,55621.3245033113,57928.5033112583,62831.2582781457,66213.3708609272,68926.9536423841,70486.8874172185,71155.4304635762,72282.8476821192,74707.9470198676,77015.1655629139,81511.523178808,85889.9337748345,89376.8874172185,92431.2582781457,98016.0264900662,100248.079470199,105293.245033113,107784.105960265,114074.17218543,120008.80794702,122476.026490066,126677.350993377,127399.139072848,122043.178807947,127437.549668874,129575.82781457,132820.397350993,138024.635761589,145385.562913907,152228.145695364,162423.57615894,173631.854304636,179790.264900662,182759.602649007,190018.410596026,275018.757092861,322359.903889917,363625.278631621,417903.730065582,477155.540502651,553221.626113884,636065.20702498,741069.605735337,851880.047726129,994643.254788035,1163765.12154827,1385793.03708414,1646731.61325892,1959094.3150342,2309468.35273588,2686382.1875305,3056020.98742653,3484060.18166157
"ecu",10373.9072847682,10894.4304635762,12414.2781456954,13805.7350993377,15320.5231788079,16453.8079470199,16717.8675496689,17671.9271523179,18331.8013245033,19011.6754966887,20078.7748344371,20202.2251655629,20134.178807947,20662.7549668874,21475.8278145695,22219.9139072848,22162.3509933775,23467.821192053,23703.8476821192,24576.1258278146,25630.7814569536,26172.6887417219,26689.1390728477,27825.6225165563,28452.417218543,28945.1324503311,30197.8410596026,31184.2582781457,29706.3178807947,30030.6556291391,31236.5761589404,32516.2649006622,33401.642384106,36144.2649006623,38056.761589404,39732.6026490066,40602.7682119205,43183.9470198675,43428.5761589404,44711.0529801325,70770.8978297836,80415.5174640797,92915.9709336817,108382.493867441,125059.259624085,146941.716513763,171756.346167145,203643.637971724,238466.094398691,283587.126953374,337258.380634261,407686.671054339,491423.665072526,592305.170246439,707000.746661841,832387.390052067,958236.814935138,1105107.18217365
"guy",1023.55298013245,989.594701986755,1001.9119205298,1079.0880794702,1170.62715231788,1188.61854304636,1157.25496688742,1136.35298013245,1115.49271523179,1134.83443708609,1151.81324503311,999.887417218543,931.971523178808,885.104635761589,906.344370860927,898.182119205298,906.260264900662,872.787417218543,829.633112582781,804.427814569536,852.569536423841,919.338410596027,994.850993377483,1079.64569536424,1133.48013245033,1222.83774834437,1298.98278145695,1276.78874172185,1314.70794701987,1296.60794701987,1325.7821192053,1339.71589403974,1326.24834437086,1369.93377483444,1343.12582781457,1412.02251655629,1360.6178807947,1387.51258278146,1433.55894039735,1496.2178807947,1687.27606515974,1968.31813293526,2294.24689587175,2617.38477344013,2921.86466430085,3315.62614221319,3786.85076140806,4427.50289414909,5108.61606399162,5923.32179012531,6845.40506739284,8128.14202921831,9782.52949373966,11823.3038679978,14164.6693420758,16742.2582922649,19404.2727678548,22665.2149002241
"pry",2245.83774834437,2394.76556291391,2569.65099337748,2785.02715231788,2975.8701986755,3199.83245033113,3567.6238410596,3996.76225165563,4470.86490066225,4994.49933774834,5452.5178807947,5376.31258278146,5212.73178807947,5359.55298013245,5601.97350993377,5880.10132450331,6325.94900662252,6700.15231788079,7164.82119205298,7460.24503311258,7720.88079470199,7851.86092715232,8239.45695364238,8677.62913907285,9269.6821192053,9415.56953642384,9815.02649006623,9821.70198675497,9687.5298013245,9463.34437086093,9384.41721854305,9382.41059602649,9787.80132450331,10184.9337748344,10402.2251655629,10902.2715231788,11493.3509933775,12224.2317880795,11739.4569536424,13276.4966887417,20691.8312038375,24888.7036013536,30893.6643862748,38800.9539571627,48045.8110571313,60042.6708551129,73913.0801058852,91502.8928830652,111042.28162756,136041.04646834,166022.570220909,205203.350144964,252115.242947824,308862.350608748,373727.007154895,445287.003528706,518073.191664417,603218.778621505
"per",30545.7152317881,31422.3178807947,33111.4768211921,36174.3112582781,37404.8079470199,38138.2052980132,38291.8675496689,38400.1390728477,40625.9602649007,41876.238410596,44883.1986754967,44613.9006622517,39349.4569536424,41395.6291390728,42554.7086092715,46810.178807947,50554.9933774834,46156.7152317881,40756.3708609271,38660.178807947,39497.5165562914,39328.1655629139,41202.1456953642,46484.9470198675,50486.7880794702,51758.1589403974,55310.8741721854,54946.9470198675,55449.2450331126,57085.3178807947,57207.9867549669,60079.940397351,63179.7748344371,66312.8476821192,70480.3973509934,75786.821192053,82242.9139072848,89762.1854304636,90703.9735099338,98369.2052980132,184518.037225476,230212.251497619,278648.162936007,329230.944319861,377787.484830647,435003.847509898,493379.36154796,564560.856789265,634832.340372661,721864.884254685,821274.4524486,951143.633348769,1100484.41241077,1276450.18811904,1471121.89636989,1678188.6457267,1877673.27697665,2111801.76803707
