# ../gcam-usa-data/level1//L143.share_state_Pop_CDD_sR9.csv
# Written by LA143.HDDCDD.R
# Mon Sep  4 08:00:34 2017
# " State-level share of person cooling degree days within census division (subregion9) "
# " Unitless "
"state","subregion9","variable","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"AK","Pacific","CDD",0.000714942893204863,0.000726683007287569,0.00073014096524973,0.000742156083793463,0.000804455010214812,0.000702431866063629,0.000563741125215326,0.000433297659650499,0.000312125775699529,0.000203032576651306,0.000228236293375952,0.000262908782919812,0.000303557165408734,0.000337444313084786,0.000366027481418023,0.000457728483221781,0.000528134934544161,0.000597984693252181,0.00066352538635875,0.000724988595718263,0.000653311930476659,0.000578546783879645,0.000494763749865198,0.000404091805015196,0.000309129435914401,0.000624697092712352,0.000917190479298178,0.00119380827890553,0.00144957711301641,0.00167961277973259,0.00172154944898142,0.00177417477154016,0.00181955290550011,0.00187954187596601,0.00193201510269047,0.00198711439715024,0.00203044214547733,0.00207271061263761,0.002085563065369,0.00210841215693863
"AL","Central-SE","CDD",0.312152448063599,0.311114939553811,0.310611474100227,0.310388795939269,0.310661057812133,0.310818484475638,0.310567798692507,0.311067574389587,0.31069375248075,0.31115570542726,0.31479033328114,0.317911704981936,0.321611411787206,0.3259030322498,0.330558931473356,0.33240629173774,0.334344223959706,0.335592584922596,0.336789488477425,0.338029028849244,0.335207625150459,0.332091897953185,0.329157584822176,0.325461642686496,0.32131026293585,0.326840124054567,0.332241926169306,0.337668534793838,0.342346505242204,0.344590342567355,0.342622701945087,0.340497787214067,0.338655135993381,0.336543934405368,0.334739454748624,0.33404975563315,0.332230645420178,0.330894881234058,0.331216300763154,0.331054461530117
"AR","Central-SW","CDD",0.0820608903124633,0.082368835449846,0.0825125329832954,0.0827298581398856,0.0831582490312843,0.082928786152513,0.0838382676741449,0.084460318509547,0.0844214705887274,0.0841146597269769,0.0802863876054545,0.0761362228224665,0.0731306667756631,0.0710481289095159,0.0687455798123216,0.068221452618846,0.0686863290512644,0.0689035389200932,0.0688457568969963,0.0685991950751805,0.0684639869882253,0.068435572919239,0.0685549396314355,0.0686213890282641,0.0687658140762204,0.069742767005792,0.070453405561637,0.0709641618693817,0.0714799360442332,0.0731279579673281,0.0727058786640444,0.0722930333283494,0.0720743845089645,0.0719326545315142,0.0719147021199745,0.0722371661350823,0.0717946857662302,0.0713719479139399,0.0706655718892144,0.0701273302140528
"AZ","Mountain","CDD",0.607723233422238,0.61280800686322,0.618677236172244,0.622232620598117,0.622023101572006,0.613988624243922,0.607374248923274,0.601248110110665,0.596711116966614,0.592641486986076,0.592357220153162,0.59263346228461,0.594473765769487,0.598787205789154,0.604310239927078,0.60744527957947,0.61033514586277,0.61066377001449,0.608948915974291,0.60351912593843,0.607885607075446,0.614215419684365,0.621249170712485,0.628263646534943,0.636446034991238,0.62398629222346,0.611405745649757,0.599878769111961,0.58868628500492,0.578355859050717,0.57250482553943,0.567507830477137,0.562630792280407,0.557845560797344,0.555085181336709,0.55166801454089,0.546719805306731,0.542032491358647,0.540871462264038,0.54063287983776
"CA","Pacific","CDD",0.906713981938558,0.906720850794535,0.906586149229303,0.906139648963511,0.905845813400847,0.909644179929208,0.913085870154656,0.916276816121639,0.918892336925342,0.921883419490772,0.919087868758138,0.916974807710341,0.915214048169723,0.91304206294742,0.911299701990784,0.909223364718674,0.907006170592035,0.904482217372747,0.90218709146429,0.89923161723214,0.89998129183989,0.900732185328223,0.901194746321116,0.901727028380491,0.902333713687106,0.897488882860993,0.893207425678401,0.889440158001281,0.886113198853497,0.882208498589533,0.878630912565252,0.874851478466397,0.871436899454637,0.867721824734896,0.863632595773762,0.858891509489912,0.854729631658258,0.850929196688172,0.850402016246475,0.850386010654459
"CO","Mountain","CDD",0.0821095326147028,0.0815895970441741,0.0808225248370361,0.0790933187027257,0.0782890240931144,0.0857354975711968,0.0927052097274559,0.0990216329991963,0.104357929734517,0.109290430769034,0.105153772166686,0.101453241716441,0.0976793658558842,0.0926905206142693,0.0876388752646442,0.0852183164820215,0.0826977881189904,0.0801988140770782,0.0780929779039327,0.0765755273357047,0.0757423649267357,0.0753720750036802,0.0748647073991563,0.0737020160063448,0.0724767990161655,0.0751814357245828,0.0778874130860201,0.0806479687648684,0.0835858864880676,0.0856140237723931,0.0887191327023966,0.0910459659162968,0.0929333388664486,0.0944598682802463,0.095759702747123,0.0975217611612019,0.0997038875301503,0.102354723270761,0.10282988043944,0.103225061747379
"CT","New England","CDD",0.26414350849105,0.263049643827716,0.26187172180195,0.262503269557542,0.263062548267877,0.269516986847484,0.275878752016125,0.282773660781959,0.289837224947065,0.297952070082047,0.300256913968743,0.303044812050252,0.306216015722744,0.308668118659995,0.311675645238012,0.304779284731721,0.298315023666854,0.292415435681279,0.286753807297223,0.282324997962577,0.281901617194113,0.280271896772936,0.278704647240677,0.277048389706587,0.275207861492111,0.273416169709149,0.271615833640151,0.270068418743203,0.268729723946379,0.269196378347869,0.270768410186473,0.27292009883877,0.275472783631046,0.277651359594873,0.280055060264756,0.282040181256319,0.283822447051387,0.285683273909114,0.285635758888719,0.28570443746416
"DC","Atlantic-S","CDD",0.0195139157534031,0.0187526627147832,0.0179274159606204,0.0171072605138631,0.0165358266178715,0.0163172711671793,0.0160321228102109,0.0157745390501918,0.0154046550766849,0.0151436481001545,0.0143215921445932,0.0136416692715081,0.0129954624284885,0.0123904155986591,0.0117931871644764,0.0116813130758572,0.0114691890025825,0.0111905009133507,0.0109197384575775,0.0103942699366808,0.0102832734575412,0.0102143273687223,0.0101664272973021,0.0100390119903047,0.00987728850946804,0.009200687483384,0.00861200815828906,0.00810139665266664,0.00769415010011367,0.00778243549025576,0.00773447210170309,0.00763561021429537,0.00750521475700148,0.00739596582008819,0.00728637323050506,0.00723585566795307,0.00722117064717024,0.00724590739534601,0.0073251341473979,0.00739915995206357
"DE","Atlantic-S","CDD",0.00993721649767163,0.00978672749351681,0.00957388100723815,0.00936714781195153,0.00927791686069828,0.00947464775435358,0.00960960873269472,0.0097400833059591,0.00979588347127825,0.00985345873399286,0.00931603707614255,0.00890888432417288,0.0085481545063729,0.00816705656301295,0.00778995503502658,0.00771601713194502,0.00763743423127555,0.00758876516265309,0.00753823896374757,0.00747658034380965,0.00772421359542802,0.00796776384192102,0.00821116477158815,0.00844058661720766,0.00869175903980759,0.00839263867774552,0.00808323022675885,0.00780450799240995,0.00754047110966327,0.00722010523088771,0.0072548058505916,0.0072978414283347,0.00736202865020247,0.00740136776108522,0.00744838813544291,0.00749572712586065,0.0075616355595905,0.00763696795752038,0.00763137024284265,0.00762067438214572
"FL","Atlantic-S","CDD",0.402468821892608,0.409972422405117,0.418988363896054,0.427182549174585,0.430483991452943,0.42302163552368,0.416283757894355,0.411186123464907,0.408226047064873,0.405519065814738,0.422021302578157,0.435653700005311,0.449032059514753,0.461739215318055,0.474738876930115,0.477355635327791,0.479838768227982,0.482142669818675,0.484997028553223,0.488647209050397,0.486176908870438,0.48249180324667,0.478673679228332,0.475537701743415,0.472031822742693,0.477174151346215,0.482119841256727,0.486453796517632,0.490124997720992,0.497599344201269,0.497058557832409,0.497096769418202,0.497235798588677,0.497931802719903,0.49862620810174,0.496664499383699,0.493607156275834,0.490403022148855,0.489012347837021,0.488911461215756
