region,supplysector,subsector,stub.technology,year,Non.CO2,input.emissions
Central Asia,SheepGoat,Mixed,FeedCrops,1975,NH3_AGR,0.001966219
Central Asia,SheepGoat,Mixed,FodderHerb_Residue,1975,NH3_AGR,0.00197979
Central Asia,SheepGoat,Mixed,Pasture_FodderGrass,1975,NH3_AGR,0.006740659
Central Asia,SheepGoat,Mixed,Scavenging_Other,1975,NH3_AGR,0.001072254
Central Asia,SheepGoat,Pastoral,FeedCrops,1975,NH3_AGR,0
Central Asia,SheepGoat,Pastoral,FodderHerb_Residue,1975,NH3_AGR,0
Central Asia,SheepGoat,Pastoral,Pasture_FodderGrass,1975,NH3_AGR,0.002377296
Central Asia,SheepGoat,Pastoral,Scavenging_Other,1975,NH3_AGR,0.000156508
China,Beef,Mixed,FeedCrops,1975,NH3_AGR,0.000219588
China,Beef,Mixed,FodderHerb_Residue,1975,NH3_AGR,0.003347436
