#INPUT_TABLE
#Variable ID
#GlobalTechOMfixed
#
sector.name,subsector.name,technology,year,input.OM.fixed,OM.fixed,capacity.factor
electricity,biomass,biomass (IGCC CCS),2035,OM-fixed,44.23,0.8
electricity,nuclear,Gen_II_LWR,2035,OM-fixed,32.53,0.9
electricity,nuclear,Gen_III,2035,OM-fixed,28.09,0.9
electricity,wind,wind_storage,2035,OM-fixed,16.05,0.37
electricity,solar,PV_storage,2035,OM-fixed,12.84,0.2
electricity,solar,CSP_storage,2035,OM-fixed,15.34,0.65
electricity,geothermal,geothermal,2035,OM-fixed,29.57,0.9
electricity,coal,coal (conv pul),2040,OM-fixed,7.32,0.85
electricity,coal,coal (conv pul CCS),2040,OM-fixed,12.82,0.8
electricity,coal,coal (IGCC),2040,OM-fixed,9.11,0.8
electricity,coal,coal (IGCC CCS),2040,OM-fixed,16.82,0.8
electricity,gas,gas (steam/CT),2040,OM-fixed,1.76,0.8
electricity,gas,gas (CC),2040,OM-fixed,2.93,0.85
electricity,gas,gas (CC CCS),2040,OM-fixed,5.13,0.8
electricity,refined liquids,refined liquids (steam/CT),2040,OM-fixed,1.76,0.8
electricity,refined liquids,refined liquids (CC),2040,OM-fixed,2.93,0.85
electricity,refined liquids,refined liquids (CC CCS),2040,OM-fixed,5.97,0.8
electricity,biomass,biomass (conv),2040,OM-fixed,27.8,0.85
electricity,biomass,biomass (conv CCS),2040,OM-fixed,32.44,0.8
electricity,biomass,biomass (IGCC),2040,OM-fixed,36.44,0.8
electricity,biomass,biomass (IGCC CCS),2040,OM-fixed,42.93,0.8
electricity,nuclear,Gen_II_LWR,2040,OM-fixed,32.53,0.9
electricity,nuclear,Gen_III,2040,OM-fixed,27.8,0.9
electricity,wind,wind_storage,2040,OM-fixed,15.62,0.37
electricity,solar,PV_storage,2040,OM-fixed,12.49,0.2
electricity,solar,CSP_storage,2040,OM-fixed,14.72,0.65
electricity,geothermal,geothermal,2040,OM-fixed,29.26,0.9
electricity,coal,coal (conv pul),2045,OM-fixed,7.24,0.85
electricity,coal,coal (conv pul CCS),2045,OM-fixed,12.55,0.8
electricity,coal,coal (IGCC),2045,OM-fixed,8.9,0.8
electricity,coal,coal (IGCC CCS),2045,OM-fixed,16.33,0.8
electricity,gas,gas (steam/CT),2045,OM-fixed,1.74,0.8
electricity,gas,gas (CC),2045,OM-fixed,2.9,0.85
electricity,gas,gas (CC CCS),2045,OM-fixed,5.02,0.8
electricity,refined liquids,refined liquids (steam/CT),2045,OM-fixed,1.74,0.8
electricity,refined liquids,refined liquids (CC),2045,OM-fixed,2.9,0.85
electricity,refined liquids,refined liquids (CC CCS),2045,OM-fixed,5.83,0.8
electricity,biomass,biomass (conv),2045,OM-fixed,27.52,0.85
electricity,biomass,biomass (conv CCS),2045,OM-fixed,31.99,0.8
electricity,biomass,biomass (IGCC),2045,OM-fixed,35.58,0.8
electricity,biomass,biomass (IGCC CCS),2045,OM-fixed,41.85,0.8
electricity,nuclear,Gen_II_LWR,2045,OM-fixed,32.53,0.9
electricity,nuclear,Gen_III,2045,OM-fixed,27.52,0.9
electricity,wind,wind_storage,2045,OM-fixed,15.25,0.37
electricity,solar,PV_storage,2045,OM-fixed,12.2,0.2
electricity,solar,CSP_storage,2045,OM-fixed,14.23,0.65
electricity,geothermal,geothermal,2045,OM-fixed,28.97,0.9
electricity,coal,coal (conv pul),2050,OM-fixed,7.17,0.85
electricity,coal,coal (conv pul CCS),2050,OM-fixed,12.33,0.8
electricity,coal,coal (IGCC),2050,OM-fixed,8.71,0.8
electricity,coal,coal (IGCC CCS),2050,OM-fixed,15.94,0.8
electricity,gas,gas (steam/CT),2050,OM-fixed,1.72,0.8
electricity,gas,gas (CC),2050,OM-fixed,2.87,0.85
electricity,gas,gas (CC CCS),2050,OM-fixed,4.93,0.8
electricity,refined liquids,refined liquids (steam/CT),2050,OM-fixed,1.72,0.8
electricity,refined liquids,refined liquids (CC),2050,OM-fixed,2.87,0.85
electricity,refined liquids,refined liquids (CC CCS),2050,OM-fixed,5.72,0.8
electricity,biomass,biomass (conv),2050,OM-fixed,27.25,0.85
electricity,biomass,biomass (conv CCS),2050,OM-fixed,31.6,0.8
electricity,biomass,biomass (IGCC),2050,OM-fixed,34.84,0.8
electricity,biomass,biomass (IGCC CCS),2050,OM-fixed,40.93,0.8
electricity,nuclear,Gen_II_LWR,2050,OM-fixed,32.53,0.9
electricity,nuclear,Gen_III,2050,OM-fixed,27.25,0.9
electricity,wind,wind_storage,2050,OM-fixed,14.93,0.37
electricity,solar,PV_storage,2050,OM-fixed,11.95,0.2
electricity,solar,CSP_storage,2050,OM-fixed,13.85,0.65
electricity,geothermal,geothermal,2050,OM-fixed,28.69,0.9
electricity,coal,coal (conv pul),2055,OM-fixed,7.1,0.85
electricity,coal,coal (conv pul CCS),2055,OM-fixed,12.15,0.8
electricity,coal,coal (IGCC),2055,OM-fixed,8.55,0.8
electricity,coal,coal (IGCC CCS),2055,OM-fixed,15.62,0.8
electricity,gas,gas (steam/CT),2055,OM-fixed,1.71,0.8
electricity,gas,gas (CC),2055,OM-fixed,2.84,0.85
electricity,gas,gas (CC CCS),2055,OM-fixed,4.86,0.8
electricity,refined liquids,refined liquids (steam/CT),2055,OM-fixed,1.71,0.8
electricity,refined liquids,refined liquids (CC),2055,OM-fixed,2.84,0.85
electricity,refined liquids,refined liquids (CC CCS),2055,OM-fixed,5.63,0.8
electricity,biomass,biomass (conv),2055,OM-fixed,27,0.85
electricity,biomass,biomass (conv CCS),2055,OM-fixed,31.25,0.8
electricity,biomass,biomass (IGCC),2055,OM-fixed,34.21,0.8
electricity,biomass,biomass (IGCC CCS),2055,OM-fixed,40.16,0.8
electricity,nuclear,Gen_II_LWR,2055,OM-fixed,32.53,0.9
electricity,nuclear,Gen_III,2055,OM-fixed,27,0.9
electricity,wind,wind_storage,2055,OM-fixed,14.66,0.37
electricity,solar,PV_storage,2055,OM-fixed,11.73,0.2
electricity,solar,CSP_storage,2055,OM-fixed,13.54,0.65
electricity,geothermal,geothermal,2055,OM-fixed,28.42,0.9
electricity,coal,coal (conv pul),2060,OM-fixed,7.04,0.85
electricity,coal,coal (conv pul CCS),2060,OM-fixed,12,0.8
electricity,coal,coal (IGCC),2060,OM-fixed,8.42,0.8
electricity,coal,coal (IGCC CCS),2060,OM-fixed,15.35,0.8
electricity,gas,gas (steam/CT),2060,OM-fixed,1.69,0.8
electricity,gas,gas (CC),2060,OM-fixed,2.82,0.85
electricity,gas,gas (CC CCS),2060,OM-fixed,4.8,0.8
electricity,refined liquids,refined liquids (steam/CT),2060,OM-fixed,1.69,0.8
electricity,refined liquids,refined liquids (CC),2060,OM-fixed,2.82,0.85
electricity,refined liquids,refined liquids (CC CCS),2060,OM-fixed,5.55,0.8
electricity,biomass,biomass (conv),2060,OM-fixed,26.76,0.85
electricity,biomass,biomass (conv CCS),2060,OM-fixed,30.93,0.8
electricity,biomass,biomass (IGCC),2060,OM-fixed,33.67,0.8
electricity,biomass,biomass (IGCC CCS),2060,OM-fixed,39.51,0.8
electricity,nuclear,Gen_II_LWR,2060,OM-fixed,32.53,0.9
electricity,nuclear,Gen_III,2060,OM-fixed,26.76,0.9
electricity,wind,wind_storage,2060,OM-fixed,14.43,0.37
electricity,solar,PV_storage,2060,OM-fixed,11.54,0.2
electricity,solar,CSP_storage,2060,OM-fixed,13.31,0.65
electricity,geothermal,geothermal,2060,OM-fixed,28.16,0.9
electricity,coal,coal (conv pul),2065,OM-fixed,6.98,0.85
electricity,coal,coal (conv pul CCS),2065,OM-fixed,11.87,0.8
electricity,coal,coal (IGCC),2065,OM-fixed,8.3,0.8
electricity,coal,coal (IGCC CCS),2065,OM-fixed,15.14,0.8
electricity,gas,gas (steam/CT),2065,OM-fixed,1.68,0.8
electricity,gas,gas (CC),2065,OM-fixed,2.79,0.85
electricity,gas,gas (CC CCS),2065,OM-fixed,4.75,0.8
electricity,refined liquids,refined liquids (steam/CT),2065,OM-fixed,1.68,0.8
electricity,refined liquids,refined liquids (CC),2065,OM-fixed,2.79,0.85
electricity,refined liquids,refined liquids (CC CCS),2065,OM-fixed,5.49,0.8
electricity,biomass,biomass (conv),2065,OM-fixed,26.53,0.85
electricity,biomass,biomass (conv CCS),2065,OM-fixed,30.64,0.8
electricity,biomass,biomass (IGCC),2065,OM-fixed,33.2,0.8
electricity,biomass,biomass (IGCC CCS),2065,OM-fixed,38.96,0.8
electricity,nuclear,Gen_II_LWR,2065,OM-fixed,32.53,0.9
electricity,nuclear,Gen_III,2065,OM-fixed,26.53,0.9
electricity,wind,wind_storage,2065,OM-fixed,14.23,0.37
electricity,solar,PV_storage,2065,OM-fixed,11.38,0.2
electricity,solar,CSP_storage,2065,OM-fixed,13.12,0.65
electricity,geothermal,geothermal,2065,OM-fixed,27.92,0.9
electricity,coal,coal (conv pul),2070,OM-fixed,6.92,0.85
electricity,coal,coal (conv pul CCS),2070,OM-fixed,11.76,0.8
electricity,coal,coal (IGCC),2070,OM-fixed,8.2,0.8
electricity,coal,coal (IGCC CCS),2070,OM-fixed,14.96,0.8
electricity,gas,gas (steam/CT),2070,OM-fixed,1.66,0.8
electricity,gas,gas (CC),2070,OM-fixed,2.77,0.85
electricity,gas,gas (CC CCS),2070,OM-fixed,4.7,0.8
electricity,refined liquids,refined liquids (steam/CT),2070,OM-fixed,1.66,0.8
electricity,refined liquids,refined liquids (CC),2070,OM-fixed,2.77,0.85
electricity,refined liquids,refined liquids (CC CCS),2070,OM-fixed,5.44,0.8
electricity,biomass,biomass (conv),2070,OM-fixed,26.31,0.85
electricity,biomass,biomass (conv CCS),2070,OM-fixed,30.38,0.8
electricity,biomass,biomass (IGCC),2070,OM-fixed,32.8,0.8
electricity,biomass,biomass (IGCC CCS),2070,OM-fixed,38.5,0.8
electricity,nuclear,Gen_II_LWR,2070,OM-fixed,32.53,0.9
electricity,nuclear,Gen_III,2070,OM-fixed,26.31,0.9
electricity,wind,wind_storage,2070,OM-fixed,14.06,0.37
electricity,solar,PV_storage,2070,OM-fixed,11.25,0.2
electricity,solar,CSP_storage,2070,OM-fixed,12.97,0.65
electricity,geothermal,geothermal,2070,OM-fixed,27.69,0.9
electricity,coal,coal (conv pul),2075,OM-fixed,6.87,0.85
electricity,coal,coal (conv pul CCS),2075,OM-fixed,11.66,0.8
electricity,coal,coal (IGCC),2075,OM-fixed,8.11,0.8
electricity,coal,coal (IGCC CCS),2075,OM-fixed,14.82,0.8
electricity,gas,gas (steam/CT),2075,OM-fixed,1.65,0.8
electricity,gas,gas (CC),2075,OM-fixed,2.75,0.85
electricity,gas,gas (CC CCS),2075,OM-fixed,4.66,0.8
electricity,refined liquids,refined liquids (steam/CT),2075,OM-fixed,1.65,0.8
electricity,refined liquids,refined liquids (CC),2075,OM-fixed,2.75,0.85
electricity,refined liquids,refined liquids (CC CCS),2075,OM-fixed,5.39,0.8
electricity,biomass,biomass (conv),2075,OM-fixed,26.1,0.85
electricity,biomass,biomass (conv CCS),2075,OM-fixed,30.14,0.8
electricity,biomass,biomass (IGCC),2075,OM-fixed,32.46,0.8
electricity,biomass,biomass (IGCC CCS),2075,OM-fixed,38.11,0.8
electricity,nuclear,Gen_II_LWR,2075,OM-fixed,32.53,0.9
electricity,nuclear,Gen_III,2075,OM-fixed,26.1,0.9
electricity,wind,wind_storage,2075,OM-fixed,13.91,0.37
electricity,solar,PV_storage,2075,OM-fixed,11.13,0.2
electricity,solar,CSP_storage,2075,OM-fixed,12.86,0.65
electricity,geothermal,geothermal,2075,OM-fixed,27.48,0.9
electricity,coal,coal (conv pul),2080,OM-fixed,6.82,0.85
electricity,coal,coal (conv pul CCS),2080,OM-fixed,11.57,0.8
electricity,coal,coal (IGCC),2080,OM-fixed,8.04,0.8
electricity,coal,coal (IGCC CCS),2080,OM-fixed,14.7,0.8
electricity,gas,gas (steam/CT),2080,OM-fixed,1.64,0.8
electricity,gas,gas (CC),2080,OM-fixed,2.73,0.85
electricity,gas,gas (CC CCS),2080,OM-fixed,4.63,0.8
electricity,refined liquids,refined liquids (steam/CT),2080,OM-fixed,1.64,0.8
electricity,refined liquids,refined liquids (CC),2080,OM-fixed,2.73,0.85
electricity,refined liquids,refined liquids (CC CCS),2080,OM-fixed,5.35,0.8
electricity,biomass,biomass (conv),2080,OM-fixed,25.9,0.85
electricity,biomass,biomass (conv CCS),2080,OM-fixed,29.91,0.8
electricity,biomass,biomass (IGCC),2080,OM-fixed,32.16,0.8
electricity,biomass,biomass (IGCC CCS),2080,OM-fixed,37.77,0.8
electricity,nuclear,Gen_II_LWR,2080,OM-fixed,32.53,0.9
electricity,nuclear,Gen_III,2080,OM-fixed,25.9,0.9
electricity,wind,wind_storage,2080,OM-fixed,13.78,0.37
electricity,solar,PV_storage,2080,OM-fixed,11.03,0.2
electricity,solar,CSP_storage,2080,OM-fixed,12.76,0.65
electricity,geothermal,geothermal,2080,OM-fixed,27.27,0.9
electricity,coal,coal (conv pul),2085,OM-fixed,6.77,0.85
electricity,coal,coal (conv pul CCS),2085,OM-fixed,11.5,0.8
electricity,coal,coal (IGCC),2085,OM-fixed,7.98,0.8
electricity,coal,coal (IGCC CCS),2085,OM-fixed,14.6,0.8
electricity,gas,gas (steam/CT),2085,OM-fixed,1.62,0.8
electricity,gas,gas (CC),2085,OM-fixed,2.71,0.85
electricity,gas,gas (CC CCS),2085,OM-fixed,4.6,0.8
electricity,refined liquids,refined liquids (steam/CT),2085,OM-fixed,1.62,0.8
electricity,refined liquids,refined liquids (CC),2085,OM-fixed,2.71,0.85
electricity,refined liquids,refined liquids (CC CCS),2085,OM-fixed,5.32,0.8
electricity,biomass,biomass (conv),2085,OM-fixed,25.72,0.85
electricity,biomass,biomass (conv CCS),2085,OM-fixed,29.7,0.8
electricity,biomass,biomass (IGCC),2085,OM-fixed,31.91,0.8
electricity,biomass,biomass (IGCC CCS),2085,OM-fixed,37.49,0.8
electricity,nuclear,Gen_II_LWR,2085,OM-fixed,32.53,0.9
electricity,nuclear,Gen_III,2085,OM-fixed,25.72,0.9
electricity,wind,wind_storage,2085,OM-fixed,13.67,0.37
electricity,solar,PV_storage,2085,OM-fixed,10.94,0.2
electricity,solar,CSP_storage,2085,OM-fixed,12.69,0.65
electricity,geothermal,geothermal,2085,OM-fixed,27.07,0.9
electricity,coal,coal (conv pul),2090,OM-fixed,6.72,0.85
electricity,coal,coal (conv pul CCS),2090,OM-fixed,11.43,0.8
electricity,coal,coal (IGCC),2090,OM-fixed,7.92,0.8
electricity,coal,coal (IGCC CCS),2090,OM-fixed,14.52,0.8
electricity,gas,gas (steam/CT),2090,OM-fixed,1.61,0.8
electricity,gas,gas (CC),2090,OM-fixed,2.69,0.85
electricity,gas,gas (CC CCS),2090,OM-fixed,4.57,0.8
electricity,refined liquids,refined liquids (steam/CT),2090,OM-fixed,1.61,0.8
electricity,refined liquids,refined liquids (CC),2090,OM-fixed,2.69,0.85
electricity,refined liquids,refined liquids (CC CCS),2090,OM-fixed,5.29,0.8
electricity,biomass,biomass (conv),2090,OM-fixed,25.54,0.85
electricity,biomass,biomass (conv CCS),2090,OM-fixed,29.51,0.8
electricity,biomass,biomass (IGCC),2090,OM-fixed,31.69,0.8
electricity,biomass,biomass (IGCC CCS),2090,OM-fixed,37.25,0.8
electricity,nuclear,Gen_II_LWR,2090,OM-fixed,32.53,0.9
electricity,nuclear,Gen_III,2090,OM-fixed,25.54,0.9
electricity,wind,wind_storage,2090,OM-fixed,13.58,0.37
electricity,solar,PV_storage,2090,OM-fixed,10.86,0.2
electricity,solar,CSP_storage,2090,OM-fixed,12.63,0.65
electricity,geothermal,geothermal,2090,OM-fixed,26.88,0.9
