region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,LandNode4,LandLeaf,hist.veg.carbon.density,hist.soil.carbon.density,veg.carbon.density,soil.carbon.density,mature.age.year.fillout,mature.age,min.veg.carbon.density,min.soil.carbon.density
Russia,root,AgroForestLand_SiberiaW,AgroForest_NonPasture_SiberiaW,CropLand_SiberiaW,FodderHerb_SiberiaW,FodderHerb_SiberiaW_IRR,0.044,9,0.044,9,1975,1,0,0
Russia,root,AgroForestLand_SiberiaW,AgroForest_NonPasture_SiberiaW,CropLand_SiberiaW,MiscCrop_SiberiaW,MiscCrop_SiberiaW_IRR,0.258,9,0.258,9,1975,1,0,0
Russia,root,AgroForestLand_SiberiaW,AgroForest_NonPasture_SiberiaW,CropLand_SiberiaW,OilCrop_SiberiaW,OilCrop_SiberiaW_IRR,0.053,9,0.053,9,1975,1,0,0
Russia,root,AgroForestLand_SiberiaW,AgroForest_NonPasture_SiberiaW,CropLand_SiberiaW,OtherGrain_SiberiaW,OtherGrain_SiberiaW_IRR,0.031,9,0.031,9,1975,1,0,0
Russia,root,AgroForestLand_SiberiaW,AgroForest_NonPasture_SiberiaW,CropLand_SiberiaW,Root_Tuber_SiberiaW,Root_Tuber_SiberiaW_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_SiberiaW,AgroForest_NonPasture_SiberiaW,CropLand_SiberiaW,Wheat_SiberiaW,Wheat_SiberiaW_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_LenaR,AgroForest_NonPasture_LenaR,CropLand_LenaR,Corn_LenaR,Corn_LenaR_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_LenaR,AgroForest_NonPasture_LenaR,CropLand_LenaR,FiberCrop_LenaR,FiberCrop_LenaR_IRR,0.3,9,0.3,9,1975,1,0,0
Russia,root,AgroForestLand_LenaR,AgroForest_NonPasture_LenaR,CropLand_LenaR,FodderGrass_LenaR,FodderGrass_LenaR_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_LenaR,AgroForest_NonPasture_LenaR,CropLand_LenaR,FodderHerb_LenaR,FodderHerb_LenaR_IRR,0.037,9,0.037,9,1975,1,0,0
Russia,root,AgroForestLand_LenaR,AgroForest_NonPasture_LenaR,CropLand_LenaR,MiscCrop_LenaR,MiscCrop_LenaR_IRR,0.109,9,0.109,9,1975,1,0,0
Russia,root,AgroForestLand_LenaR,AgroForest_NonPasture_LenaR,CropLand_LenaR,OilCrop_LenaR,OilCrop_LenaR_IRR,0.054,9,0.054,9,1975,1,0,0
Russia,root,AgroForestLand_LenaR,AgroForest_NonPasture_LenaR,CropLand_LenaR,OtherGrain_LenaR,OtherGrain_LenaR_IRR,0.04,9,0.04,9,1975,1,0,0
Russia,root,AgroForestLand_LenaR,AgroForest_NonPasture_LenaR,CropLand_LenaR,Root_Tuber_LenaR,Root_Tuber_LenaR_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_LenaR,AgroForest_NonPasture_LenaR,CropLand_LenaR,Wheat_LenaR,Wheat_LenaR_IRR,0,9,0,9,1975,1,0,0
Canada,root,AgroForestLand_PacArctic,AgroForest_NonPasture_PacArctic,CropLand_PacArctic,Corn_PacArctic,Corn_PacArctic_IRR,0.699,9,0.699,9,1975,1,0,0
Canada,root,AgroForestLand_PacArctic,AgroForest_NonPasture_PacArctic,CropLand_PacArctic,FiberCrop_PacArctic,FiberCrop_PacArctic_IRR,0.3,9,0.3,9,1975,1,0,0
Canada,root,AgroForestLand_PacArctic,AgroForest_NonPasture_PacArctic,CropLand_PacArctic,FodderGrass_PacArctic,FodderGrass_PacArctic_IRR,0,9,0,9,1975,1,0,0
Canada,root,AgroForestLand_PacArctic,AgroForest_NonPasture_PacArctic,CropLand_PacArctic,FodderHerb_PacArctic,FodderHerb_PacArctic_IRR,1.881,9,1.881,9,1975,1,0,0
Canada,root,AgroForestLand_PacArctic,AgroForest_NonPasture_PacArctic,CropLand_PacArctic,MiscCrop_PacArctic,MiscCrop_PacArctic_IRR,0.517,9,0.517,9,1975,1,0,0
Canada,root,AgroForestLand_PacArctic,AgroForest_NonPasture_PacArctic,CropLand_PacArctic,OilCrop_PacArctic,OilCrop_PacArctic_IRR,0.143,9,0.143,9,1975,1,0,0
Canada,root,AgroForestLand_PacArctic,AgroForest_NonPasture_PacArctic,CropLand_PacArctic,OtherGrain_PacArctic,OtherGrain_PacArctic_IRR,0.09,9,0.09,9,1975,1,0,0
Canada,root,AgroForestLand_PacArctic,AgroForest_NonPasture_PacArctic,CropLand_PacArctic,Root_Tuber_PacArctic,Root_Tuber_PacArctic_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,Corn_ScndnvN,Corn_ScndnvN_IRR,0,9,0,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,FodderGrass_ScndnvN,FodderGrass_ScndnvN_IRR,0.287,9,0.287,9,1975,1,0,0
Russia,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,FodderGrass_ScndnvN,FodderGrass_ScndnvN_IRR,0,9,0,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,FodderHerb_ScndnvN,FodderHerb_ScndnvN_IRR,1.139,9,1.139,9,1975,1,0,0
Russia,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,FodderHerb_ScndnvN,FodderHerb_ScndnvN_IRR,0,9,0,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,MiscCrop_ScndnvN,MiscCrop_ScndnvN_IRR,0.065,9,0.065,9,1975,1,0,0
Russia,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,MiscCrop_ScndnvN,MiscCrop_ScndnvN_IRR,0,9,0,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,OilCrop_ScndnvN,OilCrop_ScndnvN_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,OilCrop_ScndnvN,OilCrop_ScndnvN_IRR,0,9,0,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,OtherGrain_ScndnvN,OtherGrain_ScndnvN_IRR,0.095,9,0.095,9,1975,1,0,0
Russia,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,OtherGrain_ScndnvN,OtherGrain_ScndnvN_IRR,0,9,0,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,Root_Tuber_ScndnvN,Root_Tuber_ScndnvN_IRR,0.233,9,0.233,9,1975,1,0,0
Russia,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,Root_Tuber_ScndnvN,Root_Tuber_ScndnvN_IRR,0,9,0,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,Wheat_ScndnvN,Wheat_ScndnvN_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,CropLand_ScndnvN,Wheat_ScndnvN,Wheat_ScndnvN_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_BarentsSea,AgroForest_NonPasture_BarentsSea,CropLand_BarentsSea,Corn_BarentsSea,Corn_BarentsSea_IRR,0.224,9,0.224,9,1975,1,0,0
Russia,root,AgroForestLand_BarentsSea,AgroForest_NonPasture_BarentsSea,CropLand_BarentsSea,FiberCrop_BarentsSea,FiberCrop_BarentsSea_IRR,0.3,9,0.3,9,1975,1,0,0
Russia,root,AgroForestLand_BarentsSea,AgroForest_NonPasture_BarentsSea,CropLand_BarentsSea,FodderGrass_BarentsSea,FodderGrass_BarentsSea_IRR,0.361,9,0.361,9,1975,1,0,0
Russia,root,AgroForestLand_BarentsSea,AgroForest_NonPasture_BarentsSea,CropLand_BarentsSea,FodderHerb_BarentsSea,FodderHerb_BarentsSea_IRR,0.367,9,0.367,9,1975,1,0,0
Russia,root,AgroForestLand_BarentsSea,AgroForest_NonPasture_BarentsSea,CropLand_BarentsSea,MiscCrop_BarentsSea,MiscCrop_BarentsSea_IRR,0.251,9,0.251,9,1975,1,0,0
Russia,root,AgroForestLand_BarentsSea,AgroForest_NonPasture_BarentsSea,CropLand_BarentsSea,OilCrop_BarentsSea,OilCrop_BarentsSea_IRR,0.053,9,0.053,9,1975,1,0,0
Russia,root,AgroForestLand_BarentsSea,AgroForest_NonPasture_BarentsSea,CropLand_BarentsSea,OtherGrain_BarentsSea,OtherGrain_BarentsSea_IRR,0.07,9,0.07,9,1975,1,0,0
Russia,root,AgroForestLand_BarentsSea,AgroForest_NonPasture_BarentsSea,CropLand_BarentsSea,Root_Tuber_BarentsSea,Root_Tuber_BarentsSea_IRR,0.233,9,0.233,9,1975,1,0,0
Russia,root,AgroForestLand_BarentsSea,AgroForest_NonPasture_BarentsSea,CropLand_BarentsSea,Wheat_BarentsSea,Wheat_BarentsSea_IRR,0.164,9,0.164,9,1975,1,0,0
Canada,root,AgroForestLand_Mackenzie,AgroForest_NonPasture_Mackenzie,CropLand_Mackenzie,Corn_Mackenzie,Corn_Mackenzie_IRR,0.575,9,0.575,9,1975,1,0,0
Canada,root,AgroForestLand_Mackenzie,AgroForest_NonPasture_Mackenzie,CropLand_Mackenzie,FiberCrop_Mackenzie,FiberCrop_Mackenzie_IRR,0.3,9,0.3,9,1975,1,0,0
Canada,root,AgroForestLand_Mackenzie,AgroForest_NonPasture_Mackenzie,CropLand_Mackenzie,FodderGrass_Mackenzie,FodderGrass_Mackenzie_IRR,0,9,0,9,1975,1,0,0
Canada,root,AgroForestLand_Mackenzie,AgroForest_NonPasture_Mackenzie,CropLand_Mackenzie,FodderHerb_Mackenzie,FodderHerb_Mackenzie_IRR,0.537,9,0.537,9,1975,1,0,0
Canada,root,AgroForestLand_Mackenzie,AgroForest_NonPasture_Mackenzie,CropLand_Mackenzie,MiscCrop_Mackenzie,MiscCrop_Mackenzie_IRR,0.172,9,0.172,9,1975,1,0,0
Canada,root,AgroForestLand_Mackenzie,AgroForest_NonPasture_Mackenzie,CropLand_Mackenzie,OilCrop_Mackenzie,OilCrop_Mackenzie_IRR,0.18,9,0.18,9,1975,1,0,0
Canada,root,AgroForestLand_Mackenzie,AgroForest_NonPasture_Mackenzie,CropLand_Mackenzie,OtherGrain_Mackenzie,OtherGrain_Mackenzie_IRR,0.149,9,0.149,9,1975,1,0,0
Canada,root,AgroForestLand_Mackenzie,AgroForest_NonPasture_Mackenzie,CropLand_Mackenzie,Root_Tuber_Mackenzie,Root_Tuber_Mackenzie_IRR,0,9,0,9,1975,1,0,0
Canada,root,AgroForestLand_Mackenzie,AgroForest_NonPasture_Mackenzie,CropLand_Mackenzie,SugarCrop_Mackenzie,SugarCrop_Mackenzie_IRR,0,9,0,9,1975,1,0,0
Canada,root,AgroForestLand_Mackenzie,AgroForest_NonPasture_Mackenzie,CropLand_Mackenzie,Wheat_Mackenzie,Wheat_Mackenzie_IRR,0.445,9,0.445,9,1975,1,0,0
EU-15,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,FodderGrass_Sweden,FodderGrass_Sweden_IRR,0.415,9,0.415,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,FodderGrass_Sweden,FodderGrass_Sweden_IRR,0.287,9,0.287,9,1975,1,0,0
EU-15,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,FodderHerb_Sweden,FodderHerb_Sweden_IRR,0.839,9,0.839,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,FodderHerb_Sweden,FodderHerb_Sweden_IRR,1.171,9,1.171,9,1975,1,0,0
EU-15,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,MiscCrop_Sweden,MiscCrop_Sweden_IRR,0.222,9,0.222,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,MiscCrop_Sweden,MiscCrop_Sweden_IRR,0.063,9,0.063,9,1975,1,0,0
EU-15,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,OilCrop_Sweden,OilCrop_Sweden_IRR,0.065,9,0.065,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,OilCrop_Sweden,OilCrop_Sweden_IRR,0,9,0,9,1975,1,0,0
EU-15,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,OtherGrain_Sweden,OtherGrain_Sweden_IRR,0.054,9,0.054,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,OtherGrain_Sweden,OtherGrain_Sweden_IRR,0.094,9,0.094,9,1975,1,0,0
EU-15,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,Root_Tuber_Sweden,Root_Tuber_Sweden_IRR,0.411,9,0.411,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,Root_Tuber_Sweden,Root_Tuber_Sweden_IRR,0.225,9,0.225,9,1975,1,0,0
EU-15,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,SugarCrop_Sweden,SugarCrop_Sweden_IRR,0.788,9,0.788,9,1975,1,0,0
EU-15,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,Wheat_Sweden,Wheat_Sweden_IRR,0.431,9,0.431,9,1975,1,0,0
European Free Trade Association,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,CropLand_Sweden,Wheat_Sweden,Wheat_Sweden_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,Corn_Finland,Corn_Finland_IRR,0.222,9,0.222,9,1975,1,0,0
Russia,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,FiberCrop_Finland,FiberCrop_Finland_IRR,0.3,9,0.3,9,1975,1,0,0
EU-15,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,FodderGrass_Finland,FodderGrass_Finland_IRR,0.209,9,0.209,9,1975,1,0,0
Russia,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,FodderGrass_Finland,FodderGrass_Finland_IRR,0.539,9,0.539,9,1975,1,0,0
EU-15,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,FodderHerb_Finland,FodderHerb_Finland_IRR,0.909,9,0.909,9,1975,1,0,0
Russia,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,FodderHerb_Finland,FodderHerb_Finland_IRR,0.382,9,0.382,9,1975,1,0,0
EU-15,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,MiscCrop_Finland,MiscCrop_Finland_IRR,0.301,9,0.301,9,1975,1,0,0
Russia,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,MiscCrop_Finland,MiscCrop_Finland_IRR,0.121,9,0.121,9,1975,1,0,0
EU-15,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,OilCrop_Finland,OilCrop_Finland_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,OilCrop_Finland,OilCrop_Finland_IRR,0.051,9,0.051,9,1975,1,0,0
EU-15,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,OtherGrain_Finland,OtherGrain_Finland_IRR,0.044,9,0.044,9,1975,1,0,0
Russia,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,OtherGrain_Finland,OtherGrain_Finland_IRR,0.069,9,0.069,9,1975,1,0,0
EU-15,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,Root_Tuber_Finland,Root_Tuber_Finland_IRR,0.283,9,0.283,9,1975,1,0,0
Russia,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,Root_Tuber_Finland,Root_Tuber_Finland_IRR,0,9,0,9,1975,1,0,0
EU-15,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,SugarCrop_Finland,SugarCrop_Finland_IRR,0.612,9,0.612,9,1975,1,0,0
Russia,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,SugarCrop_Finland,SugarCrop_Finland_IRR,0,9,0,9,1975,1,0,0
EU-15,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,Wheat_Finland,Wheat_Finland_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,CropLand_Finland,Wheat_Finland,Wheat_Finland_IRR,0,9,0,9,1975,1,0,0
Russia,root,AgroForestLand_DvinaRN,AgroForest_NonPasture_DvinaRN,CropLand_DvinaRN,Corn_DvinaRN,Corn_DvinaRN_IRR,0.326,9,0.326,9,1975,1,0,0
Russia,root,AgroForestLand_DvinaRN,AgroForest_NonPasture_DvinaRN,CropLand_DvinaRN,FiberCrop_DvinaRN,FiberCrop_DvinaRN_IRR,0.3,9,0.3,9,1975,1,0,0
Russia,root,AgroForestLand_DvinaRN,AgroForest_NonPasture_DvinaRN,CropLand_DvinaRN,FodderGrass_DvinaRN,FodderGrass_DvinaRN_IRR,0.504,9,0.504,9,1975,1,0,0
Russia,root,AgroForestLand_DvinaRN,AgroForest_NonPasture_DvinaRN,CropLand_DvinaRN,FodderHerb_DvinaRN,FodderHerb_DvinaRN_IRR,0.549,9,0.549,9,1975,1,0,0
Russia,root,AgroForestLand_DvinaRN,AgroForest_NonPasture_DvinaRN,CropLand_DvinaRN,MiscCrop_DvinaRN,MiscCrop_DvinaRN_IRR,0.391,9,0.391,9,1975,1,0,0
Russia,root,AgroForestLand_DvinaRN,AgroForest_NonPasture_DvinaRN,CropLand_DvinaRN,OilCrop_DvinaRN,OilCrop_DvinaRN_IRR,0.077,9,0.077,9,1975,1,0,0
Russia,root,AgroForestLand_DvinaRN,AgroForest_NonPasture_DvinaRN,CropLand_DvinaRN,OtherGrain_DvinaRN,OtherGrain_DvinaRN_IRR,0.105,9,0.105,9,1975,1,0,0
Russia,root,AgroForestLand_DvinaRN,AgroForest_NonPasture_DvinaRN,CropLand_DvinaRN,Root_Tuber_DvinaRN,Root_Tuber_DvinaRN_IRR,0.336,9,0.336,9,1975,1,0,0
Russia,root,AgroForestLand_DvinaRN,AgroForest_NonPasture_DvinaRN,CropLand_DvinaRN,Wheat_DvinaRN,Wheat_DvinaRN_IRR,0.206,9,0.206,9,1975,1,0,0
Canada,root,AgroForestLand_HudsonBay,AgroForest_NonPasture_HudsonBay,CropLand_HudsonBay,Corn_HudsonBay,Corn_HudsonBay_IRR,0.526,9,0.526,9,1975,1,0,0
Canada,root,AgroForestLand_HudsonBay,AgroForest_NonPasture_HudsonBay,CropLand_HudsonBay,FiberCrop_HudsonBay,FiberCrop_HudsonBay_IRR,0.3,9,0.3,9,1975,1,0,0
Canada,root,AgroForestLand_HudsonBay,AgroForest_NonPasture_HudsonBay,CropLand_HudsonBay,FodderGrass_HudsonBay,FodderGrass_HudsonBay_IRR,0,9,0,9,1975,1,0,0
Canada,root,AgroForestLand_HudsonBay,AgroForest_NonPasture_HudsonBay,CropLand_HudsonBay,FodderHerb_HudsonBay,FodderHerb_HudsonBay_IRR,1.347,9,1.347,9,1975,1,0,0
Canada,root,AgroForestLand_HudsonBay,AgroForest_NonPasture_HudsonBay,CropLand_HudsonBay,MiscCrop_HudsonBay,MiscCrop_HudsonBay_IRR,0.14,9,0.14,9,1975,1,0,0
Canada,root,AgroForestLand_HudsonBay,AgroForest_NonPasture_HudsonBay,CropLand_HudsonBay,OilCrop_HudsonBay,OilCrop_HudsonBay_IRR,0,9,0,9,1975,1,0,0
Canada,root,AgroForestLand_HudsonBay,AgroForest_NonPasture_HudsonBay,CropLand_HudsonBay,OtherGrain_HudsonBay,OtherGrain_HudsonBay_IRR,0.165,9,0.165,9,1975,1,0,0
Canada,root,AgroForestLand_HudsonBay,AgroForest_NonPasture_HudsonBay,CropLand_HudsonBay,Root_Tuber_HudsonBay,Root_Tuber_HudsonBay_IRR,0,9,0,9,1975,1,0,0
Canada,root,AgroForestLand_HudsonBay,AgroForest_NonPasture_HudsonBay,CropLand_HudsonBay,Wheat_HudsonBay,Wheat_HudsonBay_IRR,0,9,0,9,1975,1,0,0
EU-15,root,AgroForestLand_Scotland,AgroForest_NonPasture_Scotland,CropLand_Scotland,FiberCrop_Scotland,FiberCrop_Scotland_IRR,0.092,9,0.092,9,1975,1,0,0
EU-15,root,AgroForestLand_Scotland,AgroForest_NonPasture_Scotland,CropLand_Scotland,FodderGrass_Scotland,FodderGrass_Scotland_IRR,0.614,9,0.614,9,1975,1,0,0
EU-15,root,AgroForestLand_Scotland,AgroForest_NonPasture_Scotland,CropLand_Scotland,FodderHerb_Scotland,FodderHerb_Scotland_IRR,0.501,9,0.501,9,1975,1,0,0
EU-15,root,AgroForestLand_Scotland,AgroForest_NonPasture_Scotland,CropLand_Scotland,MiscCrop_Scotland,MiscCrop_Scotland_IRR,0.207,9,0.207,9,1975,1,0,0
EU-15,root,AgroForestLand_Scotland,AgroForest_NonPasture_Scotland,CropLand_Scotland,OilCrop_Scotland,OilCrop_Scotland_IRR,0.079,9,0.079,9,1975,1,0,0
EU-15,root,AgroForestLand_Scotland,AgroForest_NonPasture_Scotland,CropLand_Scotland,OtherGrain_Scotland,OtherGrain_Scotland_IRR,0.084,9,0.084,9,1975,1,0,0
EU-15,root,AgroForestLand_Scotland,AgroForest_NonPasture_Scotland,CropLand_Scotland,Root_Tuber_Scotland,Root_Tuber_Scotland_IRR,0.612,9,0.612,9,1975,1,0,0
EU-15,root,AgroForestLand_Scotland,AgroForest_NonPasture_Scotland,CropLand_Scotland,SugarCrop_Scotland,SugarCrop_Scotland_IRR,0,9,0,9,1975,1,0,0
EU-15,root,AgroForestLand_Scotland,AgroForest_NonPasture_Scotland,CropLand_Scotland,Wheat_Scotland,Wheat_Scotland_IRR,0.547,9,0.547,9,1975,1,0,0
Europe_Eastern,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,CropLand_NevaR,Corn_NevaR,Corn_NevaR_IRR,0.258,9,0.258,9,1975,1,0,0
Russia,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,CropLand_NevaR,Corn_NevaR,Corn_NevaR_IRR,0.22,9,0.22,9,1975,1,0,0
Europe_Eastern,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,CropLand_NevaR,FiberCrop_NevaR,FiberCrop_NevaR_IRR,0.3,9,0.3,9,1975,1,0,0
Russia,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,CropLand_NevaR,FiberCrop_NevaR,FiberCrop_NevaR_IRR,0.3,9,0.3,9,1975,1,0,0
EU-15,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,CropLand_NevaR,FodderGrass_NevaR,FodderGrass_NevaR_IRR,0.15,9,0.15,9,1975,1,0,0
Europe_Eastern,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,CropLand_NevaR,FodderGrass_NevaR,FodderGrass_NevaR_IRR,0.103,9,0.103,9,1975,1,0,0
Russia,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,CropLand_NevaR,FodderGrass_NevaR,FodderGrass_NevaR_IRR,0.395,9,0.395,9,1975,1,0,0
EU-15,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,CropLand_NevaR,FodderHerb_NevaR,FodderHerb_NevaR_IRR,2.48,9,2.48,9,1975,1,0,0
Europe_Eastern,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,CropLand_NevaR,FodderHerb_NevaR,FodderHerb_NevaR_IRR,0.668,9,0.668,9,1975,1,0,0
Russia,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,CropLand_NevaR,FodderHerb_NevaR,FodderHerb_NevaR_IRR,0.368,9,0.368,9,1975,1,0,0
