# ../energy-data/level1//L154.in_EJ_R_trn_m_sz_tech_F_Yh.csv
# Written by LA154.transportation_UCD.R
# Tue Mar 28 06:35:39 2017
# " Transportation energy consumption by GCAM region / mode / size class / technology / fuel / historical year "
# " Unit = EJ "
"GCAM_region_ID","UCD_sector","mode","size.class","UCD_technology","UCD_fuel","fuel","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
17,"Freight","Rail","All","Coal","Coal","coal",0.32119178,0.30909424,0.28083874,0.2852759,0.28849912,0.26572728,0.26087152,0.23508576,0.2201836,0.22889048,0.21821618,0.2122302,0.20737444,0.1833468,0.18623514,0.1573936,0.14634256,0.13064506,0.1123941,0.10155236,0.09807798,0.08409674,0.03876236,0.01293474,0.00519064,0.00267904,0.00117208,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Freight","Rail","All","Coal","Coal","coal",0.00129766,0.0012558,0.00079534,0.00092092,0.00133952,0.00113022,0.00113022,0.00096278,0.0008372,0.00058604,0.00046046,0.00037674,0.00025116,8.372e-05,0.0008372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Freight","Rail","All","Coal","Coal","coal",0.0253253,0.02214394,0.008372,0.00673946,0.00117208,0.00029302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Freight","Rail","All","Coal","Coal","coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Freight","Rail","All","Coal","Coal","coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Freight","Rail","All","Coal","Coal","coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Freight","Rail","All","Coal","Coal","coal",0.218226938970397,0.215783098034352,0.213339257098306,0.210868560767359,0.207055094691332,0.197279730947149,0.190001918928816,0.180226555184634,0.170504902230255,0.161400923358613,0.156137265957899,0.152914618569707,0.142172460609068,0.136989369393059,0.130893194750396,0.123964502865783,0.119130531783495,0.112631526217308,0.112309261478489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"Freight","Rail","All","Coal","Coal","coal",0.13797056,0.12352886,0.11465454,0.0969059,0.1052779,0.07915726,0.07271082,0.0638365,0.0563017,0.052325,0.0489762,0.04173442,0.03507868,0.03206476,0.02670668,0.0244881,0.0205114,0.01176266,0.00452088,0.00196742,0.0010465,0.00050232,0.00255346,0.00113022,0.0014651,0.0006279,4.186e-05,0.0006279,0,0,0,0,0,0,0,0,0,0,0,0
25,"Freight","Rail","All","Coal","Coal","coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"Freight","Rail","All","Coal","Coal","coal",0.00673946,0.00431158,0.00531622,0.00468832,0.00364182,0.0035581,0.00330694,0.00263718,0.00234416,0.00217672,0.00175812,0.00058604,4.186e-05,0,4.186e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Freight","Rail","All","Coal","Coal","coal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Freight","Rail","All","Coal","Coal","coal",0.00121394,0.00054418,0.00050232,0.00092092,0.00087906,0.00054418,0.00016744,0.00012558,4.186e-05,8.372e-05,8.372e-05,8.372e-05,8.372e-05,4.186e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Freight","Rail","All","Coal","Coal","coal",0,0,0,0,0,2.8471884217505e-07,2.81219054711296e-07,3.08050068188257e-07,3.03629295779547e-07,0.0026374495900461,0.00205131752782284,0.00267921548589142,0.00330699782414075,0.00334888564836989,0.00242804887947412,0.00205141696228971,0.00276303216142451,0.00188394068709627,0.00075371684545511,0.000586273605360651,0.000963011024970437,0.000879110870239656,0.000586090423625602,0.000460509894555308,8.372e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"Freight","Rail","All","Coal","Coal","coal",0.0035581,0.00385112,0.00393484,0.00339066,0.00305578,0.00347438,0.00309764,0.00226044,0.0002093,0.00016744,0.00012558,4.186e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Freight","Rail","All","Coal","Coal","coal",0.0008372,0.00058604,0.00029302,0.00033488,0.00025116,0.00016744,8.372e-05,8.372e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Freight","Rail","All","Coal","Coal","coal",0.00016744,0.0002093,0.0002093,0.0002093,0.0002093,0.0002093,0.0002093,0.0002093,0.00016744,0.0002093,0.0002093,0.00016744,0.00012558,4.186e-05,8.372e-05,8.372e-05,8.372e-05,8.372e-05,0.00012558,4.186e-05,0,4.186e-05,4.186e-05,4.186e-05,4.186e-05,4.186e-05,4.186e-05,4.186e-05,4.186e-05,4.186e-05,4.186e-05,4.186e-05,4.186e-05,4.186e-05,4.186e-05,0,0,0,4.186e-05,4.186e-05
1,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Passenger","LDV_4W","Compact Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Passenger","LDV_4W","Large Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Passenger","LDV_4W","Large Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Passenger","LDV_4W","Large Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Passenger","LDV_4W","Large Car and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Passenger","LDV_4W","Light Truck and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Passenger","LDV_4W","Light Truck and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"Passenger","LDV_4W","Light Truck and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Passenger","LDV_4W","Light Truck and SUV","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Passenger","LDV_4W","Midsize Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Passenger","LDV_4W","Midsize Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"Passenger","LDV_4W","Midsize Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"Passenger","LDV_4W","Midsize Car","BEV","Electricity","electricity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
